class_name,col_va,col_offset,vtable_start,vtable_end,slot_count,slot3_value,stop_reason
.?AVArkTicketPrizeUI@@,0x00AA5940,0,0x00A842C4,0x00A842D0,3,0x00000000,non_code:0xaa59d0
.?AV?$WindowImpl@VArkTicketPrizeUI_Impl@@@ArkUI@@,0x00AA59D0,0,0x00A842D4,0x00A842DC,2,0x00000000,non_code:0x0
.?AVArkTicketPrizeUI_Impl@@,0x00AA59E4,0,0x00A842E4,0x00A84414,76,0x00775CA0,non_code:0xaa5a3c
.?AV?$ComponentImpl@VArkTicketJoinUI_Impl@@@ArkUI@@,0x00AA5A3C,0,0x00A84418,0x00A84420,2,0x00000000,non_code:0xaa5a88
.?AV?$WindowImpl@VArkTicketJoinUI_Impl@@@ArkUI@@,0x00AA5A88,0,0x00A84424,0x00A8442C,2,0x00000000,non_code:0xaa5ad8
.?AVArkTicketJoinUI@@,0x00AA5AD8,0,0x00A84430,0x00A84438,2,0x00000000,non_code:0xaa5b2c
.?AVArkTicketJoinUI_Impl@@,0x00AA5B2C,0,0x00A8443C,0x00A8456C,76,0x00775CA0,non_code:0xaa5b84
.?AV?$ComponentImpl@VArkTicketCountUI_Impl@@@ArkUI@@,0x00AA5B84,0,0x00A84570,0x00A84578,2,0x00000000,non_code:0xaa5bd0
.?AVArkTicketCountUI@@,0x00AA5BD0,0,0x00A8457C,0x00A84588,3,0x00000000,non_code:0xaa5c60
.?AV?$WindowImpl@VArkTicketCountUI_Impl@@@ArkUI@@,0x00AA5C60,0,0x00A8458C,0x00A84594,2,0x00000000,non_code:0x0
.?AVArkTicketCountUI_Impl@@,0x00AA5C74,0,0x00A8459C,0x00A846CC,76,0x00775CA0,non_code:0xaa5ccc
.?AV?$ComponentImpl@VArkTicketParticipantListUI_Impl@@@ArkUI@@,0x00AA5CCC,0,0x00A846D0,0x00A846D8,2,0x00000000,non_code:0xaa5d18
.?AV?$WindowImpl@VArkTicketParticipantListUI_Impl@@@ArkUI@@,0x00AA5D18,0,0x00A846DC,0x00A846E4,2,0x00000000,non_code:0xaa5d68
.?AVArkTicketParticipantListUI@@,0x00AA5D68,0,0x00A846E8,0x00A846F0,2,0x00000000,non_code:0xaa5dbc
.?AVArkTicketParticipantListUI_Impl@@,0x00AA5DBC,0,0x00A846F4,0x00A8481C,74,0x00775CA0,non_code:0xaa5e14
.?AV?$ComponentImpl@VArkTicketRulesUI_Impl@@@ArkUI@@,0x00AA5E14,0,0x00A84820,0x00A84828,2,0x00000000,non_code:0xaa5e60
.?AV?$WindowImpl@VArkTicketRulesUI_Impl@@@ArkUI@@,0x00AA5E60,0,0x00A8482C,0x00A84834,2,0x00000000,non_code:0xaa5eb0
.?AVArkTicketRulesUI@@,0x00AA5EB0,0,0x00A84838,0x00A84840,2,0x00000000,non_code:0xaa5f04
.?AVArkTicketRulesUI_Impl@@,0x00AA5F04,0,0x00A84844,0x00A84974,76,0x00775CA0,non_code:0x0
.?AVArkBankBalanceUI_Impl@@,0x00AA5F5C,0,0x00A8497C,0x00A84A9C,72,0x00775CA0,non_code:0xaa5fb4
.?AV?$ComponentImpl@VArkBankBalanceUI_Impl@@@ArkUI@@,0x00AA5FB4,0,0x00A84AA0,0x00A84AA8,2,0x00000000,non_code:0xaa6000
.?AVArkBankBalanceUI@@,0x00AA6000,0,0x00A84AAC,0x00A84AB8,3,0x00000000,non_code:0xaa6090
.?AV?$WindowImpl@VArkBankBalanceUI_Impl@@@ArkUI@@,0x00AA6090,0,0x00A84ABC,0x00A84AE4,10,0x0089C330,non_code:0xaa60a4
.?AV?$ComponentImpl@VArkBankLoanUI_Impl@@@ArkUI@@,0x00AA60A4,0,0x00A84AE8,0x00A84AF0,2,0x00000000,non_code:0xaa60f0
.?AVArkBankLoanUI@@,0x00AA60F0,0,0x00A84AF4,0x00A84AFC,2,0x00000000,non_code:0xaa6180
.?AV?$WindowImpl@VArkBankLoanUI_Impl@@@ArkUI@@,0x00AA6180,0,0x00A84B00,0x00A84B08,2,0x00000000,non_code:0xaa6194
.?AVArkBankLoanUI_Impl@@,0x00AA6194,0,0x00A84B0C,0x00A84C54,82,0x00775CA0,non_code:0xaa61ec
.?AV?$ComponentImpl@VArkPlayerAdOptionsUI_Impl@@@ArkUI@@,0x00AA61EC,0,0x00A84C58,0x00A84C60,2,0x00000000,non_code:0xaa6238
.?AV?$WindowImpl@VArkPlayerAdOptionsUI_Impl@@@ArkUI@@,0x00AA6238,0,0x00A84C64,0x00A84C6C,2,0x00000000,non_code:0xaa6288
.?AVArkPlayerAdOptionsUI@@,0x00AA6288,0,0x00A84C70,0x00A84C78,2,0x00000000,non_code:0xaa62dc
.?AVArkPlayerAdOptionsUI_Impl@@,0x00AA62DC,0,0x00A84C7C,0x00A84DAC,76,0x00775CA0,non_code:0x65756c42
.?AV?$ComponentImpl@VArkPlayerAdTextUI_Impl@@@ArkUI@@,0x00AA6334,0,0x00A84E8C,0x00A84E94,2,0x00000000,non_code:0xaa6380
.?AV?$WindowImpl@VArkPlayerAdTextUI_Impl@@@ArkUI@@,0x00AA6380,0,0x00A84E98,0x00A84EA0,2,0x00000000,non_code:0xaa63d0
.?AVArkPlayerAdTextUI@@,0x00AA63D0,0,0x00A84EA4,0x00A84EAC,2,0x00000000,non_code:0x0
.?AVArkPlayerAdTextUI_Impl@@,0x00AA6424,0,0x00A84EB4,0x00A84FEC,78,0x00775CA0,non_code:0xc0490fdb
.?AV?$sp_counted_impl_p@VArkClientDynamicMaster@@@detail@boost@@,0x00AA647C,0,0x00A84FF4,0x00A85004,4,0x008E0010,non_code:0x40400000
.?AVArkClientLocalDynamic@@,0x00AA64C8,0,0x00A8500C,0x00A8501C,4,0x005B8B80,non_code:0xaa6550
.?AVArkClientDynamicMaster@@,0x00AA6550,0,0x00A85020,0x00A85028,2,0x00000000,non_code:0xaa6564
.?AVArkBinkMediaPlayer@@,0x00AA6564,0,0x00A8502C,0x00A8506C,16,0x006A4460,non_code:0x0
.?AVArkVideoTexture@@,0x00AA65E4,0,0x00A8507C,0x00A85080,1,0x00000000,non_code:0xaa662c
.?AVArkDynamicMediaPlayer@@,0x00AA662C,0,0x00A85084,0x00A850C0,15,0x0095D4FA,non_code:0xaa6640
.?AVArkAdvancedSlideshowMediaPlayer@@,0x00AA6640,0,0x00A850C4,0x00A85100,15,0x006A6CD0,non_code:0xaa66c8
.?AVArkSlideshowMediaPlayer@@,0x00AA66C8,0,0x00A85104,0x00A85140,15,0x006A6E30,non_code:0xaa66dc
.?AVNiRefObject@@,0x00AA66DC,0,0x00A85144,0x00A8514C,2,0x00000000,non_code:0x3c23d70b
.?AVNiShaderParameter@@,0x00AA66F0,0,0x00A85154,0x00A85164,4,0x0095D4FA,non_code:0xaa673c
.?AV?$ArkShaderParameter@VArkFXLights@@@@,0x00AA673C,0,0x00A85168,0x00A85178,4,0x006A7740,non_code:0xc5ea6000
.?AV?$ArkFXPShared@M@@,0x00AA678C,0,0x00A851C0,0x00A851C8,2,0x00000000,non_code:0xaa6814
.?AV?$ArkFXPUniform@UTextureAddressMode@@@@,0x00AA6814,0,0x00A851CC,0x00A851D4,2,0x00000000,non_code:0xaa6894
.?AV?$ArkFXPUniform@UTextureTransform@@@@,0x00AA6894,0,0x00A851D8,0x00A851E0,2,0x00000000,non_code:0xaa68e0
.?AV?$ArkFXPUniform@UGlobalReflectionCubeTexture@@@@,0x00AA68E0,0,0x00A851E4,0x00A851EC,2,0x00000000,non_code:0xaa692c
.?AV?$ArkFXPUniform@UGlobalAmbientCubeTexture@@@@,0x00AA692C,0,0x00A851F0,0x00A851F8,2,0x00000000,non_code:0x65676556
.?AVArkImageResourceItemFactoryCustom@@,0x00AA6A18,4,0x00A8541C,0x00A85424,2,0x00000000,non_code:0xaa6978
.?AVArkImageResourceItemFactoryCustom@@,0x00AA6978,0,0x00A85428,0x00A85434,3,0x00000000,non_code:0xaa6a7c
.?AVArkImageResourceItemFactoryJPG@@,0x00AA6A7C,4,0x00A85438,0x00A85440,2,0x00000000,non_code:0xaa6a2c
.?AVArkImageResourceItemFactoryJPG@@,0x00AA6A2C,0,0x00A85444,0x00A85450,3,0x00000000,non_code:0xaa6a90
.?AVArkModelResourceItemFactory@@,0x00AA6A90,0,0x00A85454,0x00A85460,3,0x00000000,non_code:0x536b7241
.?AVBumpMap@NiTexturingProperty@@,0x00AA6ADC,0,0x00A85470,0x00A8547C,3,0x00000000,non_code:0x416b7241
.?AVArkImageResourceItem@@,0x00AA6B5C,0,0x00A854D0,0x00A854DC,3,0x00000000,non_code:0x0
.?AVNiStencilProperty@@,0x00AA6BA8,0,0x00A854E4,0x00A85524,16,0x007DB9B0,non_code:0x0
.?AVNiAlphaProperty@@,0x00AA6C00,0,0x00A8552C,0x00A8556C,16,0x007DC0E0,non_code:0x30706942
.?AVArkModelManagerMain@@,0x00AA6C58,0,0x00A855D0,0x00A855E0,4,0x006C19B0,non_code:0x63696c43
.?AVArkModelManager@@,0x00AA6CD8,0,0x00A85A08,0x00A85A18,4,0x008E0110,non_code:0x4d6b7241
.?AVArkModelResourceItem@@,0x00AA6CEC,0,0x00A85A2C,0x00A85A3C,4,0x00434321,non_code:0x6e696f50
.?AVNiTextKeyExtraData@@,0x00AA6D38,0,0x00A85A9C,0x00A85AD8,15,0x00777990,non_code:0xaa6d8c
.?AVArkAnimationNodeInfo@@,0x00AA6D8C,0,0x00A85ADC,0x00A85AE0,1,0x00000000,non_code:0x6d6d7544
.?AVArkAnimator@@,0x00AA6DD4,0,0x00A85AF0,0x00A85AF4,1,0x00000000,non_code:0x3e088889
.?AVNiNodeListener@@,0x00AA6E1C,0,0x00A85B8C,0x00A85B94,2,0x00000000,non_code:0xaa6e64
.?AVArkAnimationPredefinedManager@@,0x00AA6E64,0,0x00A85B98,0x00A85BA4,3,0x00000000,non_code:0x4f4e4f44
.?AVArkTextureInfo@@,0x00AA6EB0,0,0x00A85C78,0x00A85C7C,1,0x00000000,non_code:0xaa6ef8
.?AVArkTextureManager@@,0x00AA6EF8,0,0x00A85C80,0x00A85C84,1,0x00000000,non_code:0x3f800000
.?AV?$ArkShaderParameter@VMaVector@@@@,0x00AA6F40,0,0x00A85CF4,0x00A85D04,4,0x006E32C0,non_code:0xaa6f90
.?AV?$ArkShaderParameter@M@@,0x00AA6F90,0,0x00A85D08,0x00A85D18,4,0x006E3440,non_code:0xaa6fe0
.?AV?$ArkShaderParameter@UD3DXVECTOR4@@@@,0x00AA6FE0,0,0x00A85D1C,0x00A85D2C,4,0x006E35D0,non_code:0xaa7030
.?AV?$ArkShaderParameter@VMaMatrix@@@@,0x00AA7030,0,0x00A85D30,0x00A85D58,10,0x006E3750,non_code:0x6163735f
.?AVShaderMap@NiTexturingProperty@@,0x00AA7080,0,0x00A85D98,0x00A85DA4,3,0x00000000,non_code:0x776f6547
.?AVNiArkViewportInfoExtraData@@,0x00AA7174,16,0x00A85DBC,0x00A85DC8,3,0x00000000,non_code:0xaa70cc
.?AVNiArkViewportInfoExtraData@@,0x00AA70CC,0,0x00A85DCC,0x00A85E0C,16,0x006E9980,non_code:0x746f6f66
.?AVArkPickableExtraData@@,0x00AA7188,0,0x00A85E5C,0x00A85E98,15,0x00864230,non_code:0x50625f6d
.?AVArkFXShader@@,0x00AA71DC,0,0x00A85EAC,0x00A85F10,25,0x00772490,non_code:0xaa7330
.?AVArkFXPSharedBase@@,0x00AA7330,0,0x00A85F14,0x00A85F1C,2,0x00000000,non_code:0xaa7344
.?AVArkFXPUniformBase@@,0x00AA7344,0,0x00A85F20,0x00A85F28,2,0x00000000,non_code:0xaa7358
.?AVArkFXCompiler@@,0x00AA7358,0,0x00A85F2C,0x00A85F34,2,0x00000000,non_code:0x61726150
.?AVNiArkShaderExtraData@@,0x00AA744C,16,0x00A85F68,0x00A85F74,3,0x00000000,non_code:0x0
.?AVNiArkShaderExtraData@@,0x00AA73F4,0,0x00A85F7C,0x00A85FB8,15,0x006ED9D0,non_code:0x3
.?AVNiArkTextureExtraData@@,0x00AA74B8,16,0x00A8602C,0x00A86038,3,0x00000000,non_code:0xaa7460
.?AVNiArkTextureExtraData@@,0x00AA7460,0,0x00A8603C,0x00A86078,15,0x006EEC90,non_code:0x5
.?AVNiArkAnimationExtraData@@,0x00AA7524,16,0x00A861F0,0x00A861FC,3,0x00000000,non_code:0x0
.?AVNiArkAnimationExtraData@@,0x00AA74CC,0,0x00A86204,0x00A86244,16,0x006F0C50,non_code:0x6f6e
.?AVNiArkImporterExtraData@@,0x00AA7590,16,0x00A8637C,0x00A86388,3,0x00000000,non_code:0xaa7538
.?AVNiArkImporterExtraData@@,0x00AA7538,0,0x00A8638C,0x00A863C8,15,0x006F24F0,non_code:0xaa75a4
.?AVArkImageEncoderInterface@@,0x00AA75A4,0,0x00A863CC,0x00A863D4,2,0x00000000,non_code:0xaa75b8
.?AV?$ArkShaderParameter@H@@,0x00AA75B8,0,0x00A863D8,0x00A863E8,4,0x006E3440,non_code:0xaa7608
.?AVAnimSeqPair@ArkAnimationModelPart@@,0x00AA7608,0,0x00A863EC,0x00A863F0,1,0x00000000,non_code:0xaa7650
.?AVArkAnimationModelPart@@,0x00AA7650,0,0x00A863F4,0x00A863F8,1,0x00000000,non_code:0xaa7698
.?AVArkAnimationEvent@@,0x00AA7698,0,0x00A863FC,0x00A86400,1,0x00000000,non_code:0xaa76e0
.?AVArkAnimationEventHandler@@,0x00AA76E0,0,0x00A86404,0x00A86408,1,0x00000000,non_code:0x30706942
.?AVArkRefObject@@,0x00AA7728,0,0x00A864B0,0x00A864B4,1,0x00000000,non_code:0xaa7770
.?AVArkModelResourceInstanceRef@@,0x00AA7770,0,0x00A864B8,0x00A864BC,1,0x00000000,non_code:0xaa77bc
.?AVArkAnimationPredefined@@,0x00AA77BC,0,0x00A864C0,0x00A864E0,8,0x00826770,non_code:0xaa7804
.?AVArkAnimationTimeController@@,0x00AA7804,0,0x00A864E4,0x00A86504,8,0x00826770,non_code:0xaa7850
.?AVArkAnimationNodeUpdate@@,0x00AA7850,0,0x00A86508,0x00A86528,8,0x00826770,non_code:0xaa789c
.?AVArkAnimationAnimatedTexture@@,0x00AA789C,0,0x00A8652C,0x00A8654C,8,0x00826770,non_code:0xaa78e8
.?AVArkAnimationDerivatives@@,0x00AA78E8,0,0x00A86550,0x00A86570,8,0x006FB560,non_code:0xaa7934
.?AVArkAnimationCyclic@@,0x00AA7934,0,0x00A86574,0x00A86598,9,0x006FFC80,non_code:0x40c90fdb
.?AVArkAnimationCyclicLinear@@,0x00AA7980,0,0x00A865A0,0x00A865C4,9,0x006FFC80,non_code:0x3727c5ac
.?AVArkAnimationTransform@@,0x00AA79D0,0,0x00A865CC,0x00A865DC,4,0x006FFF00,non_code:0xaa7a50
.?AVArkAnimationScale@@,0x00AA7A50,0,0x00A865E0,0x00A865F0,4,0x006FFF00,non_code:0xaa7aa0
.?AVArkAnimationRotation@@,0x00AA7AA0,0,0x00A865F4,0x00A86604,4,0x006FFF00,non_code:0xaa7af0
.?AVArkAnimationIntensity@@,0x00AA7AF0,0,0x00A86608,0x00A86618,4,0x009154A0,non_code:0xaa7b78
.?AVArkAnimationColor@@,0x00AA7B78,0,0x00A8661C,0x00A8662C,4,0x009154A0,non_code:0x0
.?AVArkAnimationAlpha@@,0x00AA7B8C,0,0x00A8663C,0x00A8664C,4,0x009154A0,non_code:0xaa7bd8
.?AVArkAnimationCyclicSin@@,0x00AA7BD8,0,0x00A86650,0x00A86674,9,0x006FFC80,non_code:0xaa7c28
.?AVArkAnimationTranslation@@,0x00AA7C28,0,0x00A86678,0x00A86688,4,0x006FFF00,non_code:0x506b7241
.?AVArkAnimationParticleSystemPredefined@@,0x00AA7C78,0,0x00A866DC,0x00A866FC,8,0x00826770,non_code:0xaa7cc4
.?AVArkAnimationParticleSystemPredefinedMod@@,0x00AA7CC4,0,0x00A86700,0x00A86720,8,0x00826770,non_code:0x656d614e
.?AVArkPropertyFinderChecker@ArkPropertyFinder@@,0x00AA7D14,0,0x00A86730,0x00A86738,2,0x00000000,non_code:0x454e4f4e
.?AVArkDarkMapFinder@?1??UpdateTargetObject@ArkTextureInfo@@QAEXXZ@,0x00AA7D5C,0,0x00A86744,0x00A8674C,2,0x00000000,non_code:0x5f
.?AVArkVersionInterface@@,0x00AA7DA8,0,0x00A86754,0x00A86760,3,0x00000000,non_code:0x56695f6d
.?AVArkAnimationFloatValue@@,0x00AA7DBC,0,0x00A86788,0x00A86798,4,0x009154A0,non_code:0x40
.?AV?$ArkObjectImpl@$0EOCH@VArkParameterBlueprint@@VArkObjectClassInterface@@V2@@@,0x00AA7DD0,0,0x00A867EC,0x00A86804,6,0x007263E0,non_code:0xaa7e50
.?AVArkParameterBlueprint@@,0x00AA7E50,0,0x00A86808,0x00A86820,6,0x007263E0,non_code:0x7366762e
.?AURT@?$ArkTraits@VArkUID@@@@,0x00AA7ED8,0,0x00A8682C,0x00A8684C,8,0x00978A50,non_code:0xaa7f28
.?AVArkObjectClass@@,0x00AA7F28,0,0x00A86850,0x00A86858,2,0x00000000,non_code:0x74786574
.?AV?$ArkObjectClassT@VArkPlayerObject@@@@,0x00AA7F70,0,0x00A86870,0x00A86878,2,0x00000000,non_code:0x6969
.?AVArkPlayerObject@@,0x00AA7FBC,0,0x00A86890,0x00A868A8,6,0x007163D0,non_code:0x41534956
.?AVArkObject@@,0x00AA8008,0,0x00A86B48,0x00A86B60,6,0x007263E0,non_code:0xaa801c
.?AV?$ArkObjectImpl@$0EODB@VArkParameterTool@@VArkObjectFileStorage@@VArkObjectClassInterface@@@@,0x00AA801C,0,0x00A86B64,0x00A86B7C,6,0x007263E0,non_code:0xaa8068
.?AVArkParameterTool@@,0x00AA8068,0,0x00A86B80,0x00A86B98,6,0x007263E0,non_code:0x30706942
.?AV?$ArkObjectClassT@VArkAIAgentObject@@@@,0x00AA80B8,0,0x00A86C14,0x00A86C1C,2,0x00000000,non_code:0xaa8104
.?AVArkAIAgentObject@@,0x00AA8104,0,0x00A86C20,0x00A86C38,6,0x0072BCC0,non_code:0x60000000
.?AV?$ArkObjectImpl@$0FNMJ@VArkInteractiveWorldObject@@VArkServerInteractiveWorldObjectImpl@@VArkClientInteractiveWorldObjectImpl@@@@,0x00AA8150,0,0x00A86C4C,0x00A86C64,6,0x007263E0,non_code:0xaa819c
.?AVArkInteractiveWorldObject@@,0x00AA819C,0,0x00A86C68,0x00A86C80,6,0x0072D030,non_code:0xaa81ec
.?AV?$ArkObjectImpl@$0FNMH@VArkMapLocationObject@@VArkServerMapLocationImpl@@VArkObjectClassInterface@@@@,0x00AA81EC,0,0x00A86C84,0x00A86C9C,6,0x007263E0,non_code:0xaa8238
.?AVArkMapLocationObject@@,0x00AA8238,0,0x00A86CA0,0x00A86CB8,6,0x007263E0,non_code:0x455ac000
.?AV?$ArkObjectImpl@$0EOEG@VArkPersonalAvatarObject@@VArkServerPersonalAvatarImpl@@VArkClientPersonalAvatarImpl@@@@,0x00AA8288,0,0x00A86CFC,0x00A86D14,6,0x007263E0,non_code:0xaa82d4
.?AVArkPersonalAvatarObject@@,0x00AA82D4,0,0x00A86D18,0x00A86D30,6,0x0072F230,non_code:0x61726150
.?AV?$ArkObjectImpl@$0EOCO@VArkParameterCreatureClasses@@VArkObjectClassInterface@@V2@@@,0x00AA8324,0,0x00A86D50,0x00A86D68,6,0x007263E0,non_code:0xaa8370
.?AVArkParameterCreatureClasses@@,0x00AA8370,0,0x00A86D6C,0x00A86D84,6,0x007263E0,non_code:0x3d
.?AV?$ArkObjectImpl@$0EODA@VArkParameterSkill@@VArkObjectClassInterface@@V2@@@,0x00AA83C0,0,0x00A86D9C,0x00A86DB4,6,0x007263E0,non_code:0xaa840c
.?AVArkParameterSkill@@,0x00AA840C,0,0x00A86DB8,0x00A86DD0,6,0x007263E0,non_code:0xaa845c
.?AV?$ArkObjectImpl@$0EOCE@VArkClaimedResourceObject@@VArkServerClaimedResourceImpl@@VArkClientClaimedResourceImpl@@@@,0x00AA845C,0,0x00A86DD4,0x00A86DEC,6,0x007263E0,non_code:0xaa84a8
.?AVArkClaimedResourceObject@@,0x00AA84A8,0,0x00A86DF0,0x00A86E08,6,0x007263E0,non_code:0xaa84f8
.?AV?$ArkObjectImpl@$0EOED@VArkSurgeonObject@@VArkServerSurgeonImpl@@VArkClientSurgeonImpl@@@@,0x00AA84F8,0,0x00A86E0C,0x00A86E24,6,0x007263E0,non_code:0x3c23d70a
.?AVArkSurgeonObject@@,0x00AA8544,0,0x00A86E4C,0x00A86E64,6,0x00735320,non_code:0xaa8594
.?AV?$ArkObjectImpl@$0FNNA@VArkMediaObject@@VArkServerMediaImpl@@VArkClientMediaImpl@@@@,0x00AA8594,0,0x00A86E68,0x00A86E80,6,0x007263E0,non_code:0xaa85e0
.?AVArkMediaObject@@,0x00AA85E0,0,0x00A86E84,0x00A86E9C,6,0x007263E0,non_code:0xaa8630
.?AV?$ArkObjectImpl@$0EODC@VArkPlayerAdObject@@VArkServerPlayerAdImpl@@VArkClientPlayerAdImpl@@@@,0x00AA8630,0,0x00A86EA0,0x00A86EB8,6,0x007263E0,non_code:0xaa867c
.?AVArkPlayerAdObject@@,0x00AA867C,0,0x00A86EBC,0x00A86ED4,6,0x00736B90,non_code:0xaa86cc
.?AV?$ArkObjectImpl@$0EOEF@VArkParameterScreen@@VArkObjectClassInterface@@V2@@@,0x00AA86CC,0,0x00A86ED8,0x00A86EF0,6,0x007263E0,non_code:0xaa8718
.?AVArkParameterScreen@@,0x00AA8718,0,0x00A86EF4,0x00A86F0C,6,0x007263E0,non_code:0xaa8768
.?AV?$ArkObjectImpl@$0EOCG@VArkParameterCommon@@VArkObjectClassInterface@@V2@@@,0x00AA8768,0,0x00A86F10,0x00A86F28,6,0x007263E0,non_code:0xaa87b4
.?AVArkParameterCommon@@,0x00AA87B4,0,0x00A86F2C,0x00A86F44,6,0x007263E0,non_code:0xaa8804
.?AV?$ArkObjectImpl@$0EOEI@VArkParameterGarmentClass@@VArkObjectClassInterface@@V2@@@,0x00AA8804,0,0x00A86F48,0x00A86F60,6,0x007263E0,non_code:0xaa8850
.?AVArkParameterGarmentClass@@,0x00AA8850,0,0x00A86F64,0x00A86F7C,6,0x007263E0,non_code:0xaa88a0
.?AV?$ArkObjectClassImpl@VArkExampleObject@@$0EOCA@@@,0x00AA88A0,0,0x00A86F80,0x00A86F88,2,0x00000000,non_code:0xaa88ec
.?AV?$ArkObjectClassImpl@VArkParameterCreature@@$0EOCL@@@,0x00AA88EC,0,0x00A86F8C,0x00A86F94,2,0x00000000,non_code:0xaa8938
.?AV?$ArkObjectClassImpl@VArkParameterTransformation@@$0EODN@@@,0x00AA8938,0,0x00A86F98,0x00A86FA0,2,0x00000000,non_code:0xaa8984
.?AV?$ArkObjectClassImpl@VArkParameterAction@@$0EOCB@@@,0x00AA8984,0,0x00A86FA4,0x00A86FAC,2,0x00000000,non_code:0xaa89d0
.?AV?$ArkObjectClassImpl@VArkParameterSkill@@$0EODA@@@,0x00AA89D0,0,0x00A86FB0,0x00A86FB8,2,0x00000000,non_code:0xaa8a1c
.?AV?$ArkObjectClassImpl@VArkParameterContainer@@$0EODO@@@,0x00AA8A1C,0,0x00A86FBC,0x00A86FC4,2,0x00000000,non_code:0xaa8a68
.?AV?$ArkObjectClassImpl@VArkParameterServerGlobal@@$0EOEA@@@,0x00AA8A68,0,0x00A86FC8,0x00A86FD0,2,0x00000000,non_code:0xaa8ab4
.?AV?$ArkObjectClassImpl@VArkParameterServerLocal@@$0EODF@@@,0x00AA8AB4,0,0x00A86FD4,0x00A86FDC,2,0x00000000,non_code:0xaa8b00
.?AV?$ArkObjectClassImpl@VArkParameterArmor@@$0EOCC@@@,0x00AA8B00,0,0x00A86FE0,0x00A86FE8,2,0x00000000,non_code:0xaa8b4c
.?AV?$ArkObjectClassImpl@VArkLandAreaObject@@$0FNME@@@,0x00AA8B4C,0,0x00A86FEC,0x00A86FF4,2,0x00000000,non_code:0xaa8b98
.?AV?$ArkObjectClassImpl@VArkMapLocationObject@@$0FNMH@@@,0x00AA8B98,0,0x00A86FF8,0x00A87000,2,0x00000000,non_code:0xaa8be4
.?AV?$ArkObjectClassImpl@VArkEstateObject@@$0FNNB@@@,0x00AA8BE4,0,0x00A87004,0x00A8700C,2,0x00000000,non_code:0xaa8c30
.?AV?$ArkObjectClassImpl@VArkInteractiveWorldObject@@$0FNMJ@@@,0x00AA8C30,0,0x00A87010,0x00A87018,2,0x00000000,non_code:0xaa8c7c
.?AV?$ArkObjectClassImpl@VArkRealWorldItem@@$0EOEC@@@,0x00AA8C7C,0,0x00A8701C,0x00A87024,2,0x00000000,non_code:0xaa8cc8
.?AV?$ArkObjectClassImpl@VArkRealWorldProvider@@$0EOEB@@@,0x00AA8CC8,0,0x00A87028,0x00A87030,2,0x00000000,non_code:0xaa8d14
.?AV?$ArkObjectClassImpl@VArkSurgeonObject@@$0EOED@@@,0x00AA8D14,0,0x00A87034,0x00A8703C,2,0x00000000,non_code:0xaa8d60
.?AV?$ArkObjectClassImpl@VArkParameterBlueprint@@$0EOCH@@@,0x00AA8D60,0,0x00A87040,0x00A87048,2,0x00000000,non_code:0xaa8dac
.?AV?$ArkObjectClassImpl@VArkParameterBlueprintBook@@$0EOCF@@@,0x00AA8DAC,0,0x00A8704C,0x00A87054,2,0x00000000,non_code:0xaa8df8
.?AV?$ArkObjectClassImpl@VArkParameterTool@@$0EODB@@@,0x00AA8DF8,0,0x00A87058,0x00A87060,2,0x00000000,non_code:0xaa8e44
.?AV?$ArkObjectClassImpl@VArkParameterSetObject@@$0EOCP@@@,0x00AA8E44,0,0x00A87064,0x00A8706C,2,0x00000000,non_code:0xaa8e90
.?AV?$ArkObjectClassImpl@VArkParameterClothes@@$0EOCJ@@@,0x00AA8E90,0,0x00A87070,0x00A87078,2,0x00000000,non_code:0xaa8edc
.?AV?$ArkObjectClassImpl@VArkParameterMakeup@@$0EOEL@@@,0x00AA8EDC,0,0x00A8707C,0x00A87084,2,0x00000000,non_code:0xaa8f28
.?AV?$ArkObjectClassImpl@VArkParameterMiscellaneous@@$0EOCM@@@,0x00AA8F28,0,0x00A87088,0x00A87090,2,0x00000000,non_code:0xaa8f74
.?AV?$ArkObjectClassImpl@VArkParameterProfitPlan@@$0EOCN@@@,0x00AA8F74,0,0x00A87094,0x00A8709C,2,0x00000000,non_code:0xaa8fc0
.?AV?$ArkObjectClassImpl@VArkParameterPlayList@@$0EOCK@@@,0x00AA8FC0,0,0x00A870A0,0x00A870A8,2,0x00000000,non_code:0xaa900c
.?AV?$ArkObjectClassImpl@VArkParameterScreen@@$0EOEF@@@,0x00AA900C,0,0x00A870AC,0x00A870B4,2,0x00000000,non_code:0xaa9058
.?AV?$ArkObjectClassImpl@VArkClaimedResourceObject@@$0EOCE@@@,0x00AA9058,0,0x00A870B8,0x00A870C0,2,0x00000000,non_code:0xaa90a4
.?AV?$ArkObjectClassImpl@VArkParameterCommon@@$0EOCG@@@,0x00AA90A4,0,0x00A870C4,0x00A870CC,2,0x00000000,non_code:0xaa90f0
.?AV?$ArkObjectClassImpl@VArkTicketEventObject@@$0EOCI@@@,0x00AA90F0,0,0x00A870D0,0x00A870D8,2,0x00000000,non_code:0xaa913c
.?AV?$ArkObjectClassImpl@VArkMediaObject@@$0FNNA@@@,0x00AA913C,0,0x00A870DC,0x00A870E4,2,0x00000000,non_code:0xaa9188
.?AV?$ArkObjectClassImpl@VArkPlayerAdObject@@$0EODC@@@,0x00AA9188,0,0x00A870E8,0x00A870F0,2,0x00000000,non_code:0xaa91d4
