nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
504600.nif,13,5,3,2
504605.nif,11,4,3,0
504605.nif,11,4,3,1
504605.nif,13,5,3,2
504623.nif,10,4,3,0
504660.nif,10,4,3,0
504678.nif,10,4,3,0
504678.nif,10,4,3,1
504729.nif,11,4,3,0
504729.nif,14,6,3,2
504729.nif,14,6,3,3
504802.nif,10,4,3,0
504802.nif,10,4,3,1
504827.nif,12,6,3,2
504827.nif,15,4,3,0
504827.nif,18,5,3,1
504897.nif,38,32,3,46
504897.nif,44,11,3,13
504897.nif,44,11,3,14
504897.nif,47,10,3,12
504897.nif,50,12,3,15
504897.nif,56,13,3,16
504897.nif,56,13,3,17
504897.nif,60,14,3,18
504897.nif,60,14,3,19
504897.nif,62,15,3,20
504897.nif,62,15,3,21
504897.nif,64,16,3,22
504897.nif,64,16,3,23
504897.nif,66,17,3,24
504897.nif,66,17,3,25
504897.nif,69,24,3,36
504897.nif,73,25,3,37
504897.nif,78,28,3,41
504897.nif,78,28,3,42
504897.nif,86,18,3,26
504897.nif,86,18,3,27
504897.nif,88,19,3,28
504897.nif,88,19,3,29
504897.nif,90,20,3,30
504897.nif,90,20,3,31
504897.nif,92,21,3,32
504897.nif,92,21,3,33
504897.nif,96,26,3,38
504897.nif,96,26,3,39
504897.nif,99,27,3,40
504897.nif,104,29,3,43
504897.nif,108,31,3,45
504897.nif,113,4,3,0
504897.nif,113,4,3,1
504897.nif,115,5,3,2
504897.nif,115,5,3,3
504897.nif,117,6,3,4
504897.nif,117,6,3,5
504897.nif,119,7,3,6
504897.nif,119,7,3,7
504897.nif,121,8,3,8
504897.nif,121,8,3,9
504897.nif,123,9,3,10
504897.nif,123,9,3,11
504897.nif,126,30,3,44
504936.nif,69,21,7,16
504936.nif,74,20,7,15
504936.nif,79,22,7,17
504936.nif,160,23,7,18
504936.nif,165,39,7,22
504936.nif,168,34,7,21
504936.nif,172,44,7,23
504936.nif,172,44,7,24
504936.nif,172,44,7,25
504936.nif,174,55,7,52
504936.nif,174,55,7,53
504936.nif,174,55,7,54
504936.nif,177,56,7,55
504936.nif,177,56,7,56
504936.nif,177,56,7,57
504936.nif,180,57,7,58
504936.nif,180,57,7,59
504936.nif,180,57,7,60
504936.nif,183,58,7,61
504936.nif,183,58,7,62
504936.nif,183,58,7,63
504936.nif,183,58,7,64
504936.nif,186,59,7,65
504936.nif,186,59,7,66
504936.nif,186,59,7,67
504936.nif,189,60,7,68
504936.nif,189,60,7,69
504936.nif,189,60,7,70
504936.nif,192,61,7,71
504936.nif,192,61,7,72
504936.nif,192,61,7,73
504936.nif,195,62,7,74
504936.nif,195,62,7,75
504936.nif,195,62,7,76
504936.nif,198,63,7,77
504936.nif,198,63,7,78
504936.nif,198,63,7,79
504936.nif,201,45,7,26
504936.nif,204,46,7,27
504936.nif,204,46,7,28
504936.nif,204,46,7,29
504936.nif,207,47,7,30
504936.nif,207,47,7,31
504936.nif,207,47,7,32
504936.nif,210,48,7,33
504936.nif,210,48,7,34
504936.nif,210,48,7,35
504936.nif,213,49,7,36
504936.nif,213,49,7,37
504936.nif,213,49,7,38
504936.nif,213,49,7,39
504936.nif,216,50,7,40
504936.nif,216,50,7,41
504936.nif,220,51,7,42
504936.nif,220,51,7,43
504936.nif,220,51,7,44
504936.nif,222,52,7,45
504936.nif,222,52,7,46
504936.nif,222,52,7,47
504936.nif,224,53,7,48
504936.nif,224,53,7,49
504936.nif,226,54,7,50
504936.nif,226,54,7,51
504936.nif,241,24,7,19
504936.nif,244,29,7,20
504936.nif,247,8,7,0
504936.nif,250,9,7,1
504936.nif,250,9,7,2
504936.nif,254,10,7,3
504936.nif,254,10,7,4
504936.nif,258,11,7,5
504936.nif,261,12,7,6
504936.nif,261,12,7,7
504936.nif,265,13,7,8
505007.nif,30,10,3,6
505007.nif,30,10,3,7
505007.nif,30,10,3,8
505007.nif,33,16,3,21
505007.nif,33,16,3,22
505007.nif,33,16,3,23
505007.nif,36,18,3,27
505007.nif,36,18,3,28
505007.nif,36,18,3,29
505007.nif,39,19,3,30
505007.nif,39,19,3,31
505007.nif,39,19,3,32
505007.nif,42,20,3,33
505007.nif,42,20,3,34
505007.nif,42,20,3,35
505007.nif,45,21,3,36
505007.nif,45,21,3,37
505007.nif,45,21,3,38
505007.nif,48,22,3,39
505007.nif,48,22,3,40
505007.nif,48,22,3,41
505007.nif,51,11,3,9
505007.nif,54,12,3,10
505007.nif,54,12,3,11
505007.nif,57,13,3,12
505007.nif,57,13,3,13
505007.nif,57,13,3,14
505007.nif,60,14,3,15
505007.nif,60,14,3,16
505007.nif,60,14,3,17
505007.nif,63,15,3,18
505007.nif,63,15,3,19
505007.nif,63,15,3,20
505007.nif,66,17,3,24
505007.nif,66,17,3,25
505007.nif,66,17,3,26
505031.nif,56,9,3,5
505031.nif,56,9,3,6
505031.nif,56,9,3,7
505031.nif,60,16,3,23
505031.nif,60,16,3,24
505031.nif,60,16,3,25
505031.nif,64,17,3,26
505031.nif,64,17,3,27
505031.nif,64,17,3,28
505031.nif,68,18,3,29
505031.nif,68,18,3,30
505031.nif,68,18,3,31
505031.nif,72,19,3,32
505031.nif,72,19,3,33
505031.nif,72,19,3,34
505031.nif,76,20,3,35
505031.nif,76,20,3,36
505031.nif,76,20,3,37
505031.nif,80,10,3,8
505031.nif,83,11,3,9
505031.nif,83,11,3,10
505031.nif,87,12,3,11
505031.nif,87,12,3,12
505031.nif,87,12,3,13
505031.nif,91,13,3,14
505031.nif,91,13,3,15
505031.nif,91,13,3,16
505031.nif,94,14,3,17
505031.nif,94,14,3,18
505031.nif,94,14,3,19
505031.nif,98,15,3,20
505031.nif,98,15,3,21
505031.nif,98,15,3,22
505055.nif,13,7,3,6
505055.nif,19,4,3,0
505055.nif,19,4,3,1
505055.nif,21,5,3,2
505055.nif,21,5,3,3
505055.nif,21,5,3,4
505058.nif,13,5,3,1
505058.nif,17,6,3,2
505062.nif,9,4,3,0
505066.nif,12,4,3,0
505066.nif,14,5,3,1
505066.nif,14,5,3,2
505072.nif,9,4,3,0
505074.nif,53,37,3,53
505074.nif,53,37,3,54
505074.nif,56,43,3,65
505074.nif,56,43,3,66
505074.nif,60,44,3,67
505074.nif,60,44,3,68
505074.nif,60,44,3,69
505074.nif,64,45,3,70
505074.nif,64,45,3,71
505074.nif,68,46,3,72
505074.nif,68,46,3,73
505074.nif,72,38,3,55
505074.nif,75,39,3,56
505074.nif,75,39,3,57
505074.nif,79,40,3,58
505074.nif,79,40,3,59
505074.nif,79,40,3,60
505074.nif,83,41,3,61
505074.nif,83,41,3,62
505074.nif,86,42,3,63
505074.nif,86,42,3,64
505074.nif,111,28,3,35
505074.nif,111,28,3,36
505074.nif,115,29,3,37
505074.nif,115,29,3,38
505074.nif,119,30,3,39
505074.nif,119,30,3,40
505074.nif,123,25,3,29
505074.nif,126,26,3,30
505074.nif,126,26,3,31
505074.nif,130,27,3,32
505074.nif,130,27,3,33
505074.nif,130,27,3,34
505074.nif,148,34,3,47
505074.nif,148,34,3,48
505074.nif,152,35,3,49
505074.nif,152,35,3,50
505074.nif,156,36,3,51
505074.nif,156,36,3,52
505074.nif,160,31,3,41
505074.nif,163,32,3,42
505074.nif,163,32,3,43
505074.nif,167,33,3,44
505074.nif,167,33,3,45
505074.nif,167,33,3,46
505074.nif,179,4,3,0
505074.nif,179,4,3,1
505074.nif,182,5,3,2
505074.nif,182,5,3,3
505074.nif,186,6,3,4
505074.nif,186,6,3,5
505074.nif,189,7,3,6
505074.nif,189,7,3,7
505074.nif,193,8,3,8
505074.nif,193,8,3,9
505074.nif,196,9,3,10
505074.nif,196,9,3,11
505074.nif,200,10,3,12
505074.nif,200,10,3,13
505074.nif,203,11,3,14
505074.nif,203,11,3,15
505209.nif,25,13,3,9
505209.nif,25,13,3,10
505209.nif,29,14,3,11
505209.nif,32,15,3,12
505209.nif,32,15,3,13
505209.nif,36,16,3,14
505209.nif,36,16,3,15
505209.nif,36,16,3,16
505209.nif,40,17,3,17
505209.nif,40,17,3,18
505209.nif,46,12,3,8
505209.nif,51,11,3,7
505209.nif,56,10,3,6
505225.nif,32,22,3,26
505225.nif,35,23,3,27
505225.nif,39,15,3,12
505225.nif,39,15,3,13
505225.nif,43,16,3,14
505225.nif,47,17,3,15
505225.nif,47,17,3,16
505225.nif,50,18,3,17
505225.nif,50,18,3,18
505225.nif,54,19,3,19
505225.nif,54,19,3,20
505225.nif,54,19,3,21
505225.nif,57,20,3,22
505225.nif,57,20,3,23
505225.nif,60,21,3,24
505225.nif,60,21,3,25
505225.nif,65,4,3,0
505225.nif,70,11,3,7
505225.nif,74,12,3,8
505225.nif,74,12,3,9
505225.nif,78,14,3,11
505225.nif,84,13,3,10
505358.nif,12,4,3,0
505358.nif,17,6,3,2
505358.nif,17,6,3,3
505358.nif,19,7,3,4
505358.nif,19,7,3,5
505358.nif,22,5,3,1
505368.nif,6,7,46,2
505368.nif,6,7,46,3
505368.nif,16,17,46,0
505368.nif,16,17,46,1
505368.nif,25,26,46,4
505368.nif,25,26,46,5
505368.nif,31,32,46,6
505368.nif,31,32,46,7
505368.nif,36,37,46,8
505368.nif,36,37,46,9
505536.nif,9,4,3,0
505591.nif,6,7,79,77
505591.nif,6,7,79,78
505591.nif,10,11,79,84
505591.nif,10,11,79,85
505591.nif,15,16,79,92
505591.nif,15,16,79,93
505591.nif,20,21,79,94
505591.nif,20,21,79,95
505591.nif,20,21,79,96
505591.nif,25,26,79,97
505591.nif,25,26,79,98
505591.nif,25,26,79,99
505591.nif,30,31,79,100
505591.nif,30,31,79,101
505591.nif,35,36,79,102
505591.nif,35,36,79,103
505591.nif,40,41,79,79
505591.nif,40,41,79,80
505591.nif,40,41,79,81
505591.nif,54,55,79,82
505591.nif,54,55,79,83
505591.nif,59,60,79,86
505591.nif,59,60,79,87
505591.nif,63,64,79,88
505591.nif,63,64,79,89
505591.nif,67,68,79,90
505591.nif,67,68,79,91
505591.nif,175,144,79,75
505591.nif,180,145,79,76
505591.nif,185,101,79,27
505591.nif,188,102,79,28
505591.nif,191,103,79,29
505591.nif,196,126,79,52
505591.nif,201,167,79,155
505591.nif,206,121,79,47
505591.nif,211,122,79,48
505591.nif,216,120,79,46
505591.nif,221,88,79,14
505591.nif,226,95,79,21
505591.nif,231,94,79,20
505591.nif,236,93,79,19
505591.nif,241,92,79,18
505591.nif,246,100,79,26
505591.nif,251,85,79,11
505591.nif,256,96,79,22
505591.nif,261,125,79,51
505591.nif,266,97,79,23
505591.nif,271,124,79,50
505591.nif,276,123,79,49
505591.nif,281,98,79,24
505591.nif,286,86,79,12
505591.nif,291,119,79,45
505591.nif,296,99,79,25
505591.nif,302,87,79,13
505591.nif,305,89,79,15
505591.nif,308,90,79,16
505591.nif,313,91,79,17
505591.nif,320,164,79,145
505591.nif,326,162,79,136
505591.nif,331,149,79,107
505591.nif,335,151,79,109
505591.nif,339,153,79,111
505591.nif,343,156,79,121
505591.nif,347,159,79,132
505591.nif,347,159,79,133
505591.nif,351,161,79,135
505591.nif,357,148,79,106
505591.nif,361,150,79,108
505591.nif,365,152,79,110
505591.nif,369,154,79,112
505591.nif,373,158,79,130
505591.nif,373,158,79,131
505591.nif,377,160,79,134
505591.nif,389,146,79,104
505591.nif,393,104,79,30
505591.nif,399,147,79,105
505591.nif,403,105,79,31
505591.nif,411,80,79,0
505591.nif,411,80,79,1
505591.nif,415,81,79,2
505591.nif,415,81,79,3
505591.nif,421,82,79,4
505591.nif,421,82,79,5
505591.nif,424,83,79,6
505591.nif,424,83,79,7
505591.nif,428,84,79,8
505591.nif,428,84,79,9
505591.nif,428,84,79,10
505591.nif,433,127,79,53
505591.nif,438,128,79,54
505591.nif,443,129,79,55
505591.nif,448,106,79,32
505591.nif,453,107,79,33
505591.nif,458,108,79,34
505591.nif,463,109,79,35
505591.nif,468,110,79,36
505591.nif,473,111,79,37
505591.nif,478,112,79,38
505591.nif,483,113,79,39
505591.nif,488,130,79,56
505591.nif,493,114,79,40
505591.nif,498,131,79,57
505591.nif,503,132,79,58
505591.nif,508,115,79,41
505591.nif,513,116,79,42
505591.nif,518,133,79,59
505591.nif,523,117,79,43
505591.nif,528,118,79,44
505591.nif,533,134,79,60
505591.nif,538,166,79,154
505751.nif,17,6,3,2
505751.nif,17,6,3,3
505751.nif,20,7,3,4
505751.nif,20,7,3,5
505751.nif,22,8,3,6
505751.nif,22,8,3,7
505751.nif,22,8,3,8
505751.nif,24,9,3,9
505751.nif,24,9,3,10
505751.nif,24,9,3,11
505751.nif,26,10,3,12
505751.nif,26,10,3,13
505775.nif,38,18,3,20
505775.nif,38,18,3,21
505775.nif,41,24,3,32
505775.nif,41,24,3,33
505775.nif,43,26,3,37
505775.nif,43,26,3,38
505775.nif,43,26,3,39
505775.nif,45,27,3,40
505775.nif,45,27,3,41
505775.nif,47,28,3,42
505775.nif,47,28,3,43
505775.nif,49,19,3,22
505775.nif,52,20,3,23
505775.nif,52,20,3,24
505775.nif,54,21,3,25
505775.nif,54,21,3,26
505775.nif,57,22,3,27
505775.nif,57,22,3,28
505775.nif,60,23,3,29
505775.nif,60,23,3,30
505775.nif,60,23,3,31
505775.nif,63,25,3,34
505775.nif,63,25,3,35
505775.nif,63,25,3,36
505775.nif,67,30,3,45
505775.nif,72,29,3,44
505775.nif,78,4,3,0
505775.nif,78,4,3,1
505775.nif,82,5,3,2
505775.nif,82,5,3,3
505775.nif,88,6,3,4
505775.nif,88,6,3,5
505775.nif,88,6,3,6
505775.nif,92,7,3,7
505775.nif,92,7,3,8
505775.nif,92,7,3,9
505775.nif,99,31,3,46
505813.nif,20,6,3,2
505813.nif,20,6,3,3
505813.nif,24,8,3,6
505813.nif,24,8,3,7
505813.nif,27,9,3,8
505813.nif,27,9,3,9
505813.nif,27,9,3,10
505813.nif,30,10,3,11
505813.nif,30,10,3,12
505813.nif,30,10,3,13
505813.nif,33,11,3,14
505813.nif,33,11,3,15
505813.nif,36,12,3,16
505813.nif,36,12,3,17
505813.nif,39,7,3,4
505813.nif,39,7,3,5
505844.nif,5,6,130,10
505844.nif,16,17,130,9
505844.nif,27,28,130,6
505844.nif,38,39,130,8
505844.nif,49,50,130,7
505844.nif,62,63,130,18
505844.nif,68,69,130,11
505844.nif,77,78,130,12
505844.nif,83,84,130,17
505844.nif,93,94,130,16
505844.nif,98,99,130,0
505844.nif,104,105,130,19
505844.nif,113,114,130,21
505844.nif,113,114,130,22
505844.nif,113,114,130,23
505844.nif,118,119,130,20
505844.nif,142,136,130,27
505844.nif,142,136,130,28
505844.nif,153,135,130,24
505844.nif,153,135,130,25
505844.nif,153,135,130,26
505844.nif,159,131,130,1
505844.nif,159,131,130,2
505844.nif,159,131,130,3
505844.nif,163,132,130,4
505844.nif,163,132,130,5
505853.nif,13,4,3,0
505853.nif,20,5,3,1
505879.nif,13,5,3,1
505879.nif,20,4,3,0
505928.nif,12,4,3,0
505935.nif,13,4,3,0
505935.nif,20,5,3,1
505939.nif,9,4,3,0
505943.nif,13,5,3,1
505943.nif,20,4,3,0
505947.nif,53,16,3,12
505947.nif,53,16,3,13
505947.nif,56,17,3,14
505947.nif,56,17,3,15
505947.nif,58,18,3,16
505947.nif,58,18,3,17
505947.nif,58,18,3,18
505947.nif,60,19,3,19
505947.nif,65,33,3,46
505947.nif,65,33,3,47
505947.nif,68,35,3,50
505947.nif,68,35,3,51
505947.nif,72,32,3,44
505947.nif,72,32,3,45
505947.nif,75,34,3,48
505947.nif,75,34,3,49
505947.nif,79,20,3,20
505947.nif,79,20,3,21
505947.nif,82,21,3,22
505947.nif,82,21,3,23
505947.nif,86,22,3,24
505947.nif,86,22,3,25
505947.nif,89,23,3,26
505947.nif,89,23,3,27
505947.nif,93,24,3,28
505947.nif,93,24,3,29
505947.nif,96,25,3,30
505947.nif,96,25,3,31
505947.nif,100,26,3,32
505947.nif,100,26,3,33
505947.nif,103,27,3,34
505947.nif,103,27,3,35
505947.nif,107,28,3,36
505947.nif,107,28,3,37
505947.nif,110,29,3,38
505947.nif,110,29,3,39
505947.nif,114,30,3,40
505947.nif,114,30,3,41
505947.nif,117,31,3,42
505947.nif,117,31,3,43
505947.nif,121,47,3,63
505947.nif,126,46,3,62
505947.nif,131,36,3,52
505947.nif,136,37,3,53
505947.nif,141,38,3,54
505947.nif,146,39,3,55
505947.nif,151,40,3,56
505947.nif,156,41,3,57
505947.nif,161,42,3,58
505947.nif,166,43,3,59
505947.nif,171,44,3,60
505947.nif,176,45,3,61
506231.nif,13,4,3,0
506231.nif,20,5,3,1
506236.nif,113,85,74,12
506236.nif,117,86,74,13
506236.nif,121,87,74,14
506236.nif,124,88,74,15
506236.nif,127,89,74,16
506236.nif,130,90,74,17
506236.nif,133,91,74,18
506236.nif,137,75,74,0
506236.nif,141,76,74,1
506236.nif,149,82,74,7
506236.nif,152,83,74,8
506236.nif,155,84,74,9
506236.nif,159,77,74,2
506236.nif,163,78,74,3
506236.nif,173,97,74,25
506236.nif,177,98,74,26
506236.nif,187,95,74,23
506236.nif,191,96,74,24
506236.nif,201,92,74,19
506236.nif,204,93,74,20
506236.nif,204,93,74,21
506236.nif,208,94,74,22
506236.nif,213,79,74,4
506236.nif,221,80,74,5
506236.nif,225,81,74,6
506363.nif,9,4,3,0
506367.nif,9,4,3,0
506376.nif,9,4,3,0
506379.nif,9,4,3,0
506379.nif,9,4,3,1
506384.nif,9,4,3,0
506387.nif,9,4,3,0
506408.nif,9,4,3,0
506408.nif,9,4,3,1
506411.nif,9,4,3,0
506411.nif,9,4,3,1
506431.nif,10,4,3,0
506431.nif,13,5,3,1
506455.nif,8,9,47,3
506455.nif,15,16,47,4
506455.nif,20,21,47,5
506455.nif,29,30,47,1
506455.nif,36,37,47,2
506455.nif,40,41,47,0
506474.nif,10,4,3,0
506474.nif,13,5,3,1
506480.nif,10,4,3,0
506480.nif,13,5,3,1
506485.nif,10,4,3,0
506485.nif,13,5,3,1
506490.nif,10,4,3,0
506490.nif,13,5,3,1
506967.nif,13,4,3,0
506967.nif,20,5,3,1
506979.nif,8,9,21,0
506979.nif,13,14,21,1
506984.nif,9,10,21,2
506984.nif,9,10,21,3
506984.nif,15,16,21,0
506984.nif,15,16,21,1
506995.nif,9,4,3,0
507011.nif,9,4,3,0
507014.nif,9,4,3,0
507028.nif,9,4,3,0
507032.nif,23,17,3,19
507032.nif,23,17,3,20
507032.nif,28,18,3,21
507032.nif,28,18,3,22
507032.nif,34,9,3,5
507032.nif,34,9,3,6
507032.nif,36,10,3,7
507032.nif,36,10,3,8
507032.nif,39,11,3,9
507032.nif,39,11,3,10
507032.nif,42,12,3,11
507032.nif,45,13,3,12
507032.nif,45,13,3,13
507032.nif,47,14,3,14
507032.nif,47,14,3,15
507032.nif,49,15,3,16
507032.nif,49,15,3,17
507032.nif,52,16,3,18
507032.nif,77,8,3,4
507032.nif,81,6,3,2
507032.nif,85,7,3,3
507067.nif,21,7,3,3
507067.nif,21,7,3,4
507067.nif,23,8,3,5
507067.nif,25,9,3,6
507067.nif,25,9,3,7
507067.nif,28,10,3,8
507067.nif,28,10,3,9
507067.nif,30,11,3,10
507067.nif,30,11,3,11
507067.nif,32,12,3,12
507067.nif,32,12,3,13
507067.nif,34,13,3,14
507067.nif,40,14,3,15
507067.nif,46,6,3,2
507067.nif,52,5,3,1
507084.nif,31,10,3,6
507084.nif,37,9,3,5
507084.nif,43,8,3,4
507084.nif,49,11,3,7
507084.nif,49,11,3,8
507084.nif,53,15,3,15
507084.nif,53,15,3,16
507084.nif,57,16,3,17
507084.nif,57,16,3,18
507084.nif,61,17,3,19
507084.nif,61,17,3,20
507084.nif,64,18,3,21
507084.nif,64,18,3,22
507084.nif,67,19,3,23
507084.nif,67,19,3,24
507084.nif,70,20,3,25
507084.nif,74,21,3,26
507084.nif,74,21,3,27
507084.nif,77,22,3,28
507084.nif,77,22,3,29
507084.nif,80,23,3,30
507084.nif,80,23,3,31
507084.nif,84,12,3,9
507084.nif,84,12,3,10
507084.nif,87,13,3,11
507084.nif,87,13,3,12
507084.nif,90,14,3,13
507084.nif,90,14,3,14
507084.nif,94,24,3,32
507084.nif,100,25,3,33
507084.nif,107,7,3,3
507084.nif,112,6,3,2
507119.nif,23,8,3,4
507119.nif,23,8,3,5
507119.nif,25,9,3,6
507119.nif,25,9,3,7
507119.nif,27,10,3,8
507119.nif,27,10,3,9
507119.nif,29,11,3,10
507119.nif,29,11,3,11
507119.nif,31,12,3,12
507119.nif,31,12,3,13
507119.nif,33,13,3,14
507119.nif,33,13,3,15
507119.nif,35,14,3,16
507119.nif,39,4,3,0
507119.nif,46,6,3,2
507119.nif,50,7,3,3
507124.nif,25,12,3,8
507124.nif,30,13,3,9
507124.nif,36,6,3,2
507124.nif,39,7,3,3
507124.nif,42,8,3,4
507124.nif,45,9,3,5
507124.nif,48,10,3,6
507124.nif,51,11,3,7
507141.nif,9,4,3,0
507141.nif,9,4,3,1
507163.nif,28,13,3,10
507163.nif,28,13,3,11
507163.nif,30,17,3,18
507163.nif,30,17,3,19
507163.nif,33,18,3,20
507163.nif,33,18,3,21
507163.nif,36,19,3,22
507163.nif,36,19,3,23
507163.nif,39,14,3,12
507163.nif,39,14,3,13
507163.nif,42,15,3,14
507163.nif,42,15,3,15
507163.nif,44,16,3,16
507163.nif,44,16,3,17
507163.nif,48,11,3,7
507163.nif,51,12,3,8
507163.nif,51,12,3,9
507163.nif,56,8,3,4
507163.nif,60,9,3,5
507163.nif,64,10,3,6
507194.nif,13,4,3,0
507194.nif,20,5,3,1
507199.nif,12,4,3,0
507202.nif,16,5,3,1
507202.nif,16,5,3,2
507202.nif,18,6,3,3
507202.nif,18,6,3,4
507202.nif,20,7,3,5
507202.nif,20,7,3,6
507202.nif,23,8,3,7
507202.nif,23,8,3,8
507202.nif,25,9,3,9
507202.nif,25,9,3,10
507202.nif,28,10,3,11
507202.nif,28,10,3,12
507222.nif,16,6,3,2
507222.nif,16,6,3,3
507222.nif,18,7,3,4
507222.nif,18,7,3,5
507222.nif,20,8,3,6
507222.nif,20,8,3,7
507222.nif,24,9,3,8
507238.nif,12,4,3,0
507264.nif,13,4,3,0
507264.nif,20,5,3,1
507292.nif,13,4,3,0
507292.nif,20,5,3,1
507296.nif,13,4,3,0
507296.nif,20,5,3,1
507299.nif,9,4,3,0
507310.nif,9,4,3,0
507313.nif,9,4,3,0
507319.nif,9,4,3,0
507323.nif,9,4,3,0
507329.nif,16,5,3,1
507329.nif,16,5,3,2
507329.nif,18,6,3,3
507329.nif,18,6,3,4
507329.nif,20,7,3,5
507329.nif,20,7,3,6
507329.nif,23,8,3,7
507329.nif,23,8,3,8
507897.nif,9,10,78,29
507897.nif,9,10,78,30
507897.nif,16,17,78,23
507897.nif,16,17,78,24
507897.nif,23,24,78,25
507897.nif,23,24,78,26
507897.nif,30,31,78,27
507897.nif,30,31,78,28
507897.nif,37,38,78,129
507897.nif,37,38,78,130
507897.nif,44,45,78,31
507897.nif,44,45,78,32
507897.nif,48,49,78,5
507897.nif,48,49,78,6
507897.nif,54,55,78,0
507897.nif,54,55,78,1
507897.nif,61,62,78,7
507897.nif,61,62,78,8
507897.nif,61,62,78,9
507897.nif,154,81,78,10
507897.nif,154,81,78,11
507897.nif,158,82,78,12
507897.nif,158,82,78,13
507897.nif,162,84,78,16
507897.nif,166,85,78,17
507897.nif,166,85,78,18
507897.nif,166,85,78,19
507897.nif,170,86,78,20
507897.nif,170,86,78,21
507897.nif,170,86,78,22
507897.nif,176,83,78,14
507897.nif,176,83,78,15
507897.nif,182,79,78,2
507897.nif,182,79,78,3
507897.nif,189,95,78,33
507897.nif,189,95,78,34
507897.nif,195,96,78,35
507897.nif,195,96,78,36
507897.nif,201,97,78,37
507897.nif,201,97,78,38
507897.nif,207,98,78,39
507897.nif,207,98,78,40
507897.nif,213,99,78,41
507897.nif,213,99,78,42
507897.nif,219,100,78,43
507897.nif,219,100,78,44
507897.nif,225,101,78,45
507897.nif,225,101,78,46
507897.nif,231,102,78,47
507897.nif,231,102,78,48
507897.nif,237,103,78,49
507897.nif,237,103,78,50
507897.nif,243,104,78,51
507897.nif,243,104,78,52
507897.nif,249,105,78,53
507897.nif,249,105,78,54
507897.nif,255,106,78,55
507897.nif,255,106,78,56
507897.nif,261,107,78,57
507897.nif,261,107,78,58
507897.nif,267,108,78,59
507897.nif,267,108,78,60
507897.nif,273,109,78,61
507897.nif,273,109,78,62
507897.nif,279,110,78,63
507897.nif,279,110,78,64
507897.nif,285,111,78,65
507897.nif,285,111,78,66
507897.nif,291,112,78,67
507897.nif,291,112,78,68
507897.nif,297,113,78,69
507897.nif,297,113,78,70
507897.nif,303,114,78,71
507897.nif,303,114,78,72
507897.nif,309,115,78,73
507897.nif,309,115,78,74
507897.nif,315,116,78,75
507897.nif,315,116,78,76
507897.nif,321,117,78,77
507897.nif,321,117,78,78
507897.nif,327,118,78,79
507897.nif,327,118,78,80
507897.nif,333,119,78,81
507897.nif,333,119,78,82
507897.nif,339,120,78,83
507897.nif,339,120,78,84
507897.nif,345,121,78,85
507897.nif,345,121,78,86
507897.nif,351,122,78,87
507897.nif,351,122,78,88
507897.nif,357,123,78,89
507897.nif,357,123,78,90
507897.nif,363,124,78,91
507897.nif,363,124,78,92
507897.nif,369,125,78,93
507897.nif,369,125,78,94
507897.nif,375,126,78,95
507897.nif,375,126,78,96
507897.nif,381,127,78,97
507897.nif,381,127,78,98
507897.nif,387,128,78,99
507897.nif,387,128,78,100
507897.nif,393,129,78,101
507897.nif,393,129,78,102
507897.nif,399,130,78,103
507897.nif,399,130,78,104
507897.nif,405,131,78,105
507897.nif,405,131,78,106
507897.nif,411,132,78,107
507897.nif,411,132,78,108
507897.nif,417,133,78,109
507897.nif,417,133,78,110
507897.nif,423,134,78,111
507897.nif,423,134,78,112
507897.nif,429,135,78,113
507897.nif,429,135,78,114
507897.nif,435,136,78,115
507897.nif,435,136,78,116
507897.nif,441,137,78,117
