nif,parent_ninode_block,texture_effect_block,kind
503798.nif,200,19,NINODE_EFFECTS
503798.nif,200,20,NINODE_EFFECTS
503798.nif,209,17,NINODE_EFFECTS
503798.nif,209,18,NINODE_EFFECTS
503798.nif,218,15,NINODE_EFFECTS
503798.nif,218,16,NINODE_EFFECTS
503798.nif,227,13,NINODE_EFFECTS
503798.nif,227,14,NINODE_EFFECTS
503798.nif,236,10,NINODE_EFFECTS
503798.nif,236,12,NINODE_EFFECTS
503798.nif,245,8,NINODE_EFFECTS
503798.nif,245,9,NINODE_EFFECTS
503798.nif,254,40,NINODE_EFFECTS
503798.nif,254,41,NINODE_EFFECTS
503798.nif,263,38,NINODE_EFFECTS
503798.nif,263,39,NINODE_EFFECTS
503798.nif,272,36,NINODE_EFFECTS
503798.nif,272,37,NINODE_EFFECTS
503798.nif,281,23,NINODE_EFFECTS
503798.nif,281,35,NINODE_EFFECTS
503798.nif,289,11,NINODE_EFFECTS
503798.nif,294,7,NINODE_EFFECTS
503916.nif,54,36,NINODE_EFFECTS
503916.nif,60,33,NINODE_EFFECTS
503916.nif,60,34,NINODE_EFFECTS
503916.nif,60,35,NINODE_EFFECTS
503916.nif,225,31,NINODE_EFFECTS
503916.nif,225,32,NINODE_EFFECTS
504184.nif,89,6,NINODE_EFFECTS
504184.nif,94,5,NINODE_EFFECTS
504216.nif,16,5,NINODE_EFFECTS
504216.nif,28,4,NINODE_EFFECTS
504231.nif,15,6,NINODE_EFFECTS
504231.nif,19,4,NINODE_EFFECTS
504231.nif,19,5,NINODE_EFFECTS
504246.nif,13,5,NINODE_EFFECTS
504246.nif,16,4,NINODE_EFFECTS
504277.nif,12,7,NINODE_EFFECTS
504277.nif,16,6,NINODE_EFFECTS
504298.nif,13,4,NINODE_EFFECTS
504298.nif,13,5,NINODE_EFFECTS
504299.nif,12,4,NINODE_EFFECTS
504299.nif,12,5,NINODE_EFFECTS
504401.nif,47,43,NINODE_EFFECTS
504489.nif,9,5,NINODE_EFFECTS
504496.nif,9,5,NINODE_EFFECTS
504503.nif,9,5,NINODE_EFFECTS
504678.nif,9,5,NINODE_EFFECTS
504729.nif,13,5,NINODE_EFFECTS
504897.nif,36,22,NINODE_EFFECTS
504897.nif,37,23,NINODE_EFFECTS
504936.nif,68,19,NINODE_EFFECTS
504936.nif,73,18,NINODE_EFFECTS
504936.nif,78,17,NINODE_EFFECTS
504936.nif,159,16,NINODE_EFFECTS
504936.nif,171,14,NINODE_EFFECTS
504936.nif,171,15,NINODE_EFFECTS
505007.nif,29,4,NINODE_EFFECTS
505007.nif,29,5,NINODE_EFFECTS
505007.nif,29,6,NINODE_EFFECTS
505007.nif,29,7,NINODE_EFFECTS
505007.nif,29,8,NINODE_EFFECTS
505007.nif,29,9,NINODE_EFFECTS
505031.nif,55,4,NINODE_EFFECTS
505031.nif,55,5,NINODE_EFFECTS
505031.nif,55,6,NINODE_EFFECTS
505031.nif,55,7,NINODE_EFFECTS
505031.nif,55,8,NINODE_EFFECTS
505055.nif,12,6,NINODE_EFFECTS
505058.nif,16,4,NINODE_EFFECTS
505066.nif,11,6,NINODE_EFFECTS
505074.nif,52,13,NINODE_EFFECTS
505074.nif,52,14,NINODE_EFFECTS
505074.nif,52,15,NINODE_EFFECTS
505074.nif,52,23,NINODE_EFFECTS
505074.nif,52,24,NINODE_EFFECTS
505074.nif,110,19,NINODE_EFFECTS
505074.nif,110,20,NINODE_EFFECTS
505074.nif,110,21,NINODE_EFFECTS
505074.nif,110,22,NINODE_EFFECTS
505074.nif,147,12,NINODE_EFFECTS
505074.nif,147,16,NINODE_EFFECTS
505074.nif,147,17,NINODE_EFFECTS
505074.nif,147,18,NINODE_EFFECTS
505209.nif,24,7,NINODE_EFFECTS
505209.nif,24,8,NINODE_EFFECTS
505209.nif,24,9,NINODE_EFFECTS
505209.nif,45,6,NINODE_EFFECTS
505209.nif,50,5,NINODE_EFFECTS
505209.nif,55,4,NINODE_EFFECTS
505225.nif,38,8,NINODE_EFFECTS
505225.nif,38,9,NINODE_EFFECTS
505225.nif,38,10,NINODE_EFFECTS
505225.nif,69,7,NINODE_EFFECTS
505225.nif,77,6,NINODE_EFFECTS
505225.nif,83,5,NINODE_EFFECTS
505591.nif,5,71,NINODE_EFFECTS
505591.nif,5,72,NINODE_EFFECTS
505591.nif,5,73,NINODE_EFFECTS
505591.nif,5,74,NINODE_EFFECTS
505591.nif,5,75,NINODE_EFFECTS
505591.nif,174,140,NINODE_EFFECTS
505591.nif,179,138,NINODE_EFFECTS
505591.nif,387,136,NINODE_EFFECTS
505591.nif,388,137,NINODE_EFFECTS
505591.nif,397,142,NINODE_EFFECTS
505591.nif,398,143,NINODE_EFFECTS
505591.nif,410,141,NINODE_EFFECTS
505591.nif,420,135,NINODE_EFFECTS
505591.nif,420,139,NINODE_EFFECTS
505751.nif,16,4,NINODE_EFFECTS
505751.nif,16,5,NINODE_EFFECTS
505775.nif,37,14,NINODE_EFFECTS
505775.nif,37,15,NINODE_EFFECTS
505775.nif,37,16,NINODE_EFFECTS
505775.nif,37,17,NINODE_EFFECTS
505775.nif,66,13,NINODE_EFFECTS
505775.nif,71,12,NINODE_EFFECTS
505775.nif,77,11,NINODE_EFFECTS
505775.nif,81,10,NINODE_EFFECTS
505775.nif,87,9,NINODE_EFFECTS
505775.nif,98,8,NINODE_EFFECTS
505813.nif,19,4,NINODE_EFFECTS
505813.nif,19,5,NINODE_EFFECTS
505844.nif,112,116,NINODE_EFFECTS
505844.nif,152,134,NINODE_EFFECTS
505844.nif,158,133,NINODE_EFFECTS
505947.nif,120,6,NINODE_EFFECTS
505947.nif,125,5,NINODE_EFFECTS
505947.nif,130,15,NINODE_EFFECTS
505947.nif,135,14,NINODE_EFFECTS
505947.nif,140,13,NINODE_EFFECTS
505947.nif,145,12,NINODE_EFFECTS
505947.nif,150,11,NINODE_EFFECTS
505947.nif,155,10,NINODE_EFFECTS
505947.nif,160,9,NINODE_EFFECTS
505947.nif,165,8,NINODE_EFFECTS
505947.nif,170,7,NINODE_EFFECTS
505947.nif,175,4,NINODE_EFFECTS
507032.nif,22,5,NINODE_EFFECTS
507032.nif,27,4,NINODE_EFFECTS
507067.nif,39,4,NINODE_EFFECTS
507084.nif,93,5,NINODE_EFFECTS
507084.nif,99,4,NINODE_EFFECTS
507119.nif,38,5,NINODE_EFFECTS
507124.nif,24,5,NINODE_EFFECTS
507124.nif,29,4,NINODE_EFFECTS
507163.nif,27,5,NINODE_EFFECTS
507163.nif,27,6,NINODE_EFFECTS
507163.nif,27,7,NINODE_EFFECTS
507163.nif,50,4,NINODE_EFFECTS
507202.nif,15,4,NINODE_EFFECTS
507222.nif,15,5,NINODE_EFFECTS
507222.nif,23,4,NINODE_EFFECTS
507329.nif,15,4,NINODE_EFFECTS
507897.nif,153,80,NINODE_EFFECTS
508326.nif,33,38,NINODE_EFFECTS
508493.nif,100,71,NINODE_EFFECTS
508493.nif,129,71,NINODE_EFFECTS
508493.nif,129,72,NINODE_EFFECTS
508586.nif,40,4,NINODE_EFFECTS
508654.nif,11,6,NINODE_EFFECTS
508947.nif,14,4,NINODE_EFFECTS
508947.nif,14,5,NINODE_EFFECTS
509815.nif,79,10,NINODE_EFFECTS
509815.nif,79,11,NINODE_EFFECTS
509815.nif,79,12,NINODE_EFFECTS
509815.nif,80,13,NINODE_EFFECTS
509815.nif,150,8,NINODE_EFFECTS
509815.nif,160,6,NINODE_EFFECTS
509815.nif,160,7,NINODE_EFFECTS
509815.nif,167,20,NINODE_EFFECTS
509815.nif,167,21,NINODE_EFFECTS
509815.nif,174,18,NINODE_EFFECTS
509815.nif,174,19,NINODE_EFFECTS
509815.nif,181,16,NINODE_EFFECTS
509815.nif,181,17,NINODE_EFFECTS
509815.nif,188,14,NINODE_EFFECTS
509815.nif,188,15,NINODE_EFFECTS
509815.nif,195,5,NINODE_EFFECTS
509815.nif,195,9,NINODE_EFFECTS
510849.nif,9,4,NINODE_EFFECTS
510994.nif,18,5,NINODE_EFFECTS
511.nif,8,12,NINODE_EFFECTS
511.nif,13,17,NINODE_EFFECTS
511.nif,18,22,NINODE_EFFECTS
511.nif,29,33,NINODE_EFFECTS
511.nif,34,38,NINODE_EFFECTS
511.nif,39,43,NINODE_EFFECTS
511.nif,49,53,NINODE_EFFECTS
511.nif,56,60,NINODE_EFFECTS
511.nif,66,70,NINODE_EFFECTS
511.nif,73,77,NINODE_EFFECTS
511.nif,80,84,NINODE_EFFECTS
511.nif,87,91,NINODE_EFFECTS
511.nif,99,103,NINODE_EFFECTS
511.nif,106,110,NINODE_EFFECTS
511.nif,113,117,NINODE_EFFECTS
511.nif,120,124,NINODE_EFFECTS
511003.nif,9,5,NINODE_EFFECTS
511066.nif,9,5,NINODE_EFFECTS
511073.nif,9,5,NINODE_EFFECTS
511084.nif,9,4,NINODE_EFFECTS
511090.nif,9,5,NINODE_EFFECTS
511113.nif,9,5,NINODE_EFFECTS
511189.nif,9,5,NINODE_EFFECTS
511229.nif,9,5,NINODE_EFFECTS
511284.nif,9,5,NINODE_EFFECTS
511516.nif,4,45,NINODE_EFFECTS
511516.nif,74,56,NINODE_EFFECTS
511516.nif,82,55,NINODE_EFFECTS
511575.nif,237,97,NINODE_EFFECTS
511575.nif,241,96,NINODE_EFFECTS
511575.nif,283,95,NINODE_EFFECTS
511575.nif,296,94,NINODE_EFFECTS
511575.nif,302,93,NINODE_EFFECTS
511575.nif,310,92,NINODE_EFFECTS
511575.nif,349,91,NINODE_EFFECTS
511575.nif,354,90,NINODE_EFFECTS
511767.nif,20,38,NINODE_EFFECTS
511767.nif,23,32,NINODE_EFFECTS
511767.nif,39,56,NINODE_EFFECTS
511767.nif,42,50,NINODE_EFFECTS
511767.nif,57,72,NINODE_EFFECTS
511767.nif,60,66,NINODE_EFFECTS
511767.nif,249,177,NINODE_EFFECTS
511767.nif,278,176,NINODE_EFFECTS
511767.nif,380,175,NINODE_EFFECTS
511767.nif,400,174,NINODE_EFFECTS
511767.nif,405,173,NINODE_EFFECTS
511767.nif,410,172,NINODE_EFFECTS
511767.nif,415,171,NINODE_EFFECTS
511767.nif,420,170,NINODE_EFFECTS
511767.nif,425,169,NINODE_EFFECTS
511767.nif,472,168,NINODE_EFFECTS
511767.nif,493,181,NINODE_EFFECTS
511767.nif,514,180,NINODE_EFFECTS
511767.nif,575,179,NINODE_EFFECTS
511767.nif,582,178,NINODE_EFFECTS
511945.nif,166,114,NINODE_EFFECTS
511945.nif,166,115,NINODE_EFFECTS
511945.nif,166,116,NINODE_EFFECTS
511945.nif,166,117,NINODE_EFFECTS
511945.nif,166,118,NINODE_EFFECTS
511945.nif,226,113,NINODE_EFFECTS
511945.nif,230,111,NINODE_EFFECTS
511945.nif,234,110,NINODE_EFFECTS
511945.nif,238,109,NINODE_EFFECTS
511945.nif,242,108,NINODE_EFFECTS
511945.nif,246,107,NINODE_EFFECTS
511945.nif,250,106,NINODE_EFFECTS
511945.nif,254,105,NINODE_EFFECTS
511945.nif,258,104,NINODE_EFFECTS
511945.nif,262,103,NINODE_EFFECTS
511945.nif,266,102,NINODE_EFFECTS
511945.nif,270,101,NINODE_EFFECTS
511945.nif,274,99,NINODE_EFFECTS
511945.nif,278,98,NINODE_EFFECTS
511945.nif,282,97,NINODE_EFFECTS
511945.nif,286,96,NINODE_EFFECTS
511945.nif,290,95,NINODE_EFFECTS
511945.nif,294,94,NINODE_EFFECTS
511945.nif,298,93,NINODE_EFFECTS
511945.nif,302,92,NINODE_EFFECTS
511945.nif,306,91,NINODE_EFFECTS
511945.nif,310,90,NINODE_EFFECTS
511945.nif,314,89,NINODE_EFFECTS
511945.nif,318,87,NINODE_EFFECTS
511945.nif,322,86,NINODE_EFFECTS
511945.nif,326,85,NINODE_EFFECTS
511945.nif,330,84,NINODE_EFFECTS
511945.nif,334,83,NINODE_EFFECTS
511945.nif,338,82,NINODE_EFFECTS
511945.nif,342,81,NINODE_EFFECTS
511945.nif,346,80,NINODE_EFFECTS
511945.nif,350,79,NINODE_EFFECTS
511945.nif,354,78,NINODE_EFFECTS
511945.nif,358,77,NINODE_EFFECTS
511945.nif,362,75,NINODE_EFFECTS
511945.nif,366,74,NINODE_EFFECTS
511945.nif,370,73,NINODE_EFFECTS
511945.nif,374,72,NINODE_EFFECTS
511945.nif,378,71,NINODE_EFFECTS
511945.nif,382,70,NINODE_EFFECTS
511945.nif,386,69,NINODE_EFFECTS
511945.nif,390,68,NINODE_EFFECTS
511945.nif,394,67,NINODE_EFFECTS
511945.nif,398,66,NINODE_EFFECTS
511945.nif,402,65,NINODE_EFFECTS
511945.nif,406,63,NINODE_EFFECTS
511945.nif,410,62,NINODE_EFFECTS
511945.nif,414,61,NINODE_EFFECTS
511945.nif,418,60,NINODE_EFFECTS
511945.nif,422,59,NINODE_EFFECTS
511945.nif,426,58,NINODE_EFFECTS
511945.nif,430,57,NINODE_EFFECTS
511945.nif,434,56,NINODE_EFFECTS
511945.nif,438,55,NINODE_EFFECTS
511945.nif,442,54,NINODE_EFFECTS
511945.nif,447,53,NINODE_EFFECTS
511945.nif,451,51,NINODE_EFFECTS
511945.nif,455,50,NINODE_EFFECTS
511945.nif,459,49,NINODE_EFFECTS
511945.nif,463,121,NINODE_EFFECTS
511945.nif,467,120,NINODE_EFFECTS
511945.nif,471,119,NINODE_EFFECTS
511945.nif,475,112,NINODE_EFFECTS
511945.nif,479,100,NINODE_EFFECTS
511945.nif,483,88,NINODE_EFFECTS
511945.nif,487,76,NINODE_EFFECTS
511945.nif,491,64,NINODE_EFFECTS
511945.nif,495,52,NINODE_EFFECTS
511945.nif,499,48,NINODE_EFFECTS
512126.nif,6,62,NINODE_EFFECTS
512126.nif,6,63,NINODE_EFFECTS
512126.nif,6,64,NINODE_EFFECTS
512126.nif,91,107,NINODE_EFFECTS
512126.nif,113,139,NINODE_EFFECTS
512126.nif,155,166,NINODE_EFFECTS
512126.nif,168,179,NINODE_EFFECTS
512126.nif,168,180,NINODE_EFFECTS
512126.nif,182,203,NINODE_EFFECTS
512126.nif,182,204,NINODE_EFFECTS
512126.nif,182,205,NINODE_EFFECTS
512126.nif,207,218,NINODE_EFFECTS
512126.nif,207,219,NINODE_EFFECTS
512126.nif,221,232,NINODE_EFFECTS
512126.nif,221,233,NINODE_EFFECTS
512126.nif,235,246,NINODE_EFFECTS
512126.nif,235,247,NINODE_EFFECTS
512126.nif,270,281,NINODE_EFFECTS
512126.nif,270,282,NINODE_EFFECTS
512126.nif,463,425,NINODE_EFFECTS
512126.nif,468,424,NINODE_EFFECTS
512126.nif,473,423,NINODE_EFFECTS
512126.nif,478,422,NINODE_EFFECTS
512126.nif,483,420,NINODE_EFFECTS
512126.nif,488,419,NINODE_EFFECTS
512126.nif,493,418,NINODE_EFFECTS
512126.nif,498,417,NINODE_EFFECTS
512126.nif,503,416,NINODE_EFFECTS
512126.nif,508,415,NINODE_EFFECTS
512126.nif,513,414,NINODE_EFFECTS
512126.nif,518,413,NINODE_EFFECTS
512126.nif,523,412,NINODE_EFFECTS
512126.nif,528,411,NINODE_EFFECTS
512126.nif,533,410,NINODE_EFFECTS
512126.nif,538,408,NINODE_EFFECTS
512126.nif,543,407,NINODE_EFFECTS
512126.nif,548,406,NINODE_EFFECTS
512126.nif,553,405,NINODE_EFFECTS
512126.nif,558,404,NINODE_EFFECTS
512126.nif,563,403,NINODE_EFFECTS
512126.nif,568,402,NINODE_EFFECTS
512126.nif,573,401,NINODE_EFFECTS
512126.nif,578,400,NINODE_EFFECTS
512126.nif,583,399,NINODE_EFFECTS
512126.nif,588,398,NINODE_EFFECTS
512126.nif,593,396,NINODE_EFFECTS
512126.nif,598,395,NINODE_EFFECTS
512126.nif,603,394,NINODE_EFFECTS
512126.nif,608,393,NINODE_EFFECTS
512126.nif,613,392,NINODE_EFFECTS
512126.nif,618,391,NINODE_EFFECTS
512126.nif,623,390,NINODE_EFFECTS
512126.nif,628,389,NINODE_EFFECTS
512126.nif,633,388,NINODE_EFFECTS
512126.nif,638,387,NINODE_EFFECTS
512126.nif,643,386,NINODE_EFFECTS
512126.nif,648,384,NINODE_EFFECTS
512126.nif,653,383,NINODE_EFFECTS
512126.nif,658,382,NINODE_EFFECTS
512126.nif,663,381,NINODE_EFFECTS
512126.nif,668,380,NINODE_EFFECTS
512126.nif,673,379,NINODE_EFFECTS
512126.nif,678,378,NINODE_EFFECTS
512126.nif,683,377,NINODE_EFFECTS
512126.nif,688,376,NINODE_EFFECTS
512126.nif,693,375,NINODE_EFFECTS
512126.nif,698,374,NINODE_EFFECTS
512126.nif,703,372,NINODE_EFFECTS
512126.nif,708,371,NINODE_EFFECTS
512126.nif,713,370,NINODE_EFFECTS
512126.nif,718,369,NINODE_EFFECTS
512126.nif,723,368,NINODE_EFFECTS
512126.nif,728,367,NINODE_EFFECTS
512126.nif,733,366,NINODE_EFFECTS
512126.nif,738,365,NINODE_EFFECTS
512126.nif,743,364,NINODE_EFFECTS
512126.nif,748,363,NINODE_EFFECTS
512126.nif,753,362,NINODE_EFFECTS
512126.nif,758,360,NINODE_EFFECTS
512126.nif,763,359,NINODE_EFFECTS
512126.nif,768,358,NINODE_EFFECTS
512126.nif,773,357,NINODE_EFFECTS
512126.nif,778,356,NINODE_EFFECTS
512126.nif,783,355,NINODE_EFFECTS
512126.nif,788,354,NINODE_EFFECTS
512126.nif,793,353,NINODE_EFFECTS
512126.nif,798,352,NINODE_EFFECTS
512126.nif,803,351,NINODE_EFFECTS
512126.nif,808,350,NINODE_EFFECTS
512126.nif,813,348,NINODE_EFFECTS
512126.nif,818,347,NINODE_EFFECTS
512126.nif,823,346,NINODE_EFFECTS
512126.nif,828,427,NINODE_EFFECTS
512126.nif,833,426,NINODE_EFFECTS
512126.nif,838,421,NINODE_EFFECTS
512126.nif,843,409,NINODE_EFFECTS
512126.nif,848,397,NINODE_EFFECTS
512126.nif,853,385,NINODE_EFFECTS
512126.nif,858,373,NINODE_EFFECTS
512126.nif,863,361,NINODE_EFFECTS
512126.nif,868,349,NINODE_EFFECTS
512126.nif,873,345,NINODE_EFFECTS
512403.nif,26,8,NINODE_EFFECTS
512403.nif,32,4,NINODE_EFFECTS
512403.nif,32,5,NINODE_EFFECTS
512403.nif,32,6,NINODE_EFFECTS
512403.nif,32,7,NINODE_EFFECTS
512582.nif,45,38,NINODE_EFFECTS
512582.nif,51,37,NINODE_EFFECTS
512681.nif,4,35,NINODE_EFFECTS
512681.nif,13,18,NINODE_EFFECTS
512681.nif,25,30,NINODE_EFFECTS
512745.nif,28,6,NINODE_EFFECTS
512745.nif,28,7,NINODE_EFFECTS
512745.nif,42,4,NINODE_EFFECTS
512745.nif,42,5,NINODE_EFFECTS
512749.nif,15,4,NINODE_EFFECTS
512749.nif,15,5,NINODE_EFFECTS
512753.nif,21,11,NINODE_EFFECTS
512753.nif,21,12,NINODE_EFFECTS
512753.nif,33,9,NINODE_EFFECTS
512753.nif,33,10,NINODE_EFFECTS
512757.nif,23,11,NINODE_EFFECTS
512757.nif,23,12,NINODE_EFFECTS
512757.nif,56,10,NINODE_EFFECTS
512757.nif,61,9,NINODE_EFFECTS
512762.nif,19,14,NINODE_EFFECTS
512762.nif,33,13,NINODE_EFFECTS
512762.nif,37,12,NINODE_EFFECTS
512768.nif,16,10,NINODE_EFFECTS
512772.nif,38,9,NINODE_EFFECTS
512772.nif,45,8,NINODE_EFFECTS
512772.nif,62,7,NINODE_EFFECTS
512777.nif,24,11,NINODE_EFFECTS
512777.nif,58,10,NINODE_EFFECTS
512781.nif,33,63,NINODE_EFFECTS
512781.nif,138,91,NINODE_EFFECTS
512781.nif,160,90,NINODE_EFFECTS
512781.nif,166,88,NINODE_EFFECTS
512781.nif,166,89,NINODE_EFFECTS
512781.nif,176,86,NINODE_EFFECTS
512781.nif,176,87,NINODE_EFFECTS
512781.nif,190,83,NINODE_EFFECTS
512781.nif,190,84,NINODE_EFFECTS
512781.nif,200,81,NINODE_EFFECTS
512781.nif,200,82,NINODE_EFFECTS
512781.nif,210,79,NINODE_EFFECTS
512781.nif,210,80,NINODE_EFFECTS
512781.nif,220,77,NINODE_EFFECTS
512781.nif,220,78,NINODE_EFFECTS
512781.nif,230,75,NINODE_EFFECTS
512781.nif,230,76,NINODE_EFFECTS
512781.nif,240,74,NINODE_EFFECTS
512781.nif,247,71,NINODE_EFFECTS
512781.nif,247,72,NINODE_EFFECTS
512781.nif,261,70,NINODE_EFFECTS
512781.nif,261,98,NINODE_EFFECTS
512781.nif,271,96,NINODE_EFFECTS
512781.nif,271,97,NINODE_EFFECTS
512781.nif,282,94,NINODE_EFFECTS
512781.nif,282,95,NINODE_EFFECTS
512781.nif,296,92,NINODE_EFFECTS
512781.nif,296,93,NINODE_EFFECTS
512781.nif,306,73,NINODE_EFFECTS
512781.nif,306,85,NINODE_EFFECTS
512829.nif,18,10,NINODE_EFFECTS
512829.nif,18,11,NINODE_EFFECTS
512829.nif,18,12,NINODE_EFFECTS
512848.nif,17,10,NINODE_EFFECTS
512848.nif,17,11,NINODE_EFFECTS
512848.nif,17,12,NINODE_EFFECTS
512848.nif,33,9,NINODE_EFFECTS
512852.nif,17,10,NINODE_EFFECTS
512852.nif,17,11,NINODE_EFFECTS
512852.nif,17,12,NINODE_EFFECTS
512852.nif,17,13,NINODE_EFFECTS
512856.nif,26,4,NINODE_EFFECTS
512856.nif,26,5,NINODE_EFFECTS
512856.nif,26,6,NINODE_EFFECTS
512860.nif,16,4,NINODE_EFFECTS
512860.nif,16,5,NINODE_EFFECTS
512860.nif,16,6,NINODE_EFFECTS
512863.nif,30,11,NINODE_EFFECTS
512863.nif,37,10,NINODE_EFFECTS
512863.nif,46,9,NINODE_EFFECTS
512863.nif,53,8,NINODE_EFFECTS
512871.nif,14,5,NINODE_EFFECTS
512871.nif,28,4,NINODE_EFFECTS
512875.nif,17,5,NINODE_EFFECTS
512875.nif,17,6,NINODE_EFFECTS
512875.nif,35,4,NINODE_EFFECTS
512879.nif,16,4,NINODE_EFFECTS
512879.nif,16,5,NINODE_EFFECTS
512883.nif,16,6,NINODE_EFFECTS
512883.nif,21,4,NINODE_EFFECTS
512883.nif,21,5,NINODE_EFFECTS
512887.nif,16,4,NINODE_EFFECTS
512887.nif,16,5,NINODE_EFFECTS
512887.nif,16,6,NINODE_EFFECTS
513823.nif,17,10,NINODE_EFFECTS
513823.nif,17,11,NINODE_EFFECTS
513823.nif,17,12,NINODE_EFFECTS
513823.nif,17,13,NINODE_EFFECTS
513835.nif,26,7,NINODE_EFFECTS
513835.nif,33,6,NINODE_EFFECTS
513967.nif,3,22,NINODE_EFFECTS
513967.nif,23,28,NINODE_EFFECTS
513967.nif,59,51,NINODE_EFFECTS
513967.nif,59,52,NINODE_EFFECTS
513981.nif,14,7,NINODE_EFFECTS
513981.nif,14,8,NINODE_EFFECTS
513981.nif,14,9,NINODE_EFFECTS
513998.nif,33,8,NINODE_EFFECTS
513998.nif,33,9,NINODE_EFFECTS
513998.nif,51,6,NINODE_EFFECTS
513998.nif,51,7,NINODE_EFFECTS
513998.nif,64,4,NINODE_EFFECTS
513998.nif,64,5,NINODE_EFFECTS
514326.nif,33,8,NINODE_EFFECTS
514326.nif,33,9,NINODE_EFFECTS
514326.nif,46,6,NINODE_EFFECTS
514326.nif,46,7,NINODE_EFFECTS
514326.nif,59,4,NINODE_EFFECTS
514326.nif,59,5,NINODE_EFFECTS
515286.nif,14,8,NINODE_EFFECTS
516607.nif,14,7,NINODE_EFFECTS
516607.nif,14,8,NINODE_EFFECTS
516608.nif,16,10,NINODE_EFFECTS
516608.nif,16,11,NINODE_EFFECTS
516609.nif,61,4,NINODE_EFFECTS
516609.nif,61,5,NINODE_EFFECTS
516609.nif,61,6,NINODE_EFFECTS
516609.nif,61,7,NINODE_EFFECTS
516609.nif,61,8,NINODE_EFFECTS
516609.nif,61,9,NINODE_EFFECTS
516609.nif,61,10,NINODE_EFFECTS
516609.nif,61,11,NINODE_EFFECTS
516609.nif,61,12,NINODE_EFFECTS
516609.nif,61,13,NINODE_EFFECTS
516609.nif,61,14,NINODE_EFFECTS
516609.nif,61,15,NINODE_EFFECTS
516609.nif,61,16,NINODE_EFFECTS
516609.nif,61,17,NINODE_EFFECTS
516609.nif,61,18,NINODE_EFFECTS
516609.nif,61,19,NINODE_EFFECTS
516623.nif,6,16,NINODE_EFFECTS
516623.nif,21,31,NINODE_EFFECTS
517100.nif,21,13,NINODE_EFFECTS
517100.nif,21,14,NINODE_EFFECTS
517100.nif,35,12,NINODE_EFFECTS
517100.nif,42,11,NINODE_EFFECTS
517159.nif,27,17,NINODE_EFFECTS
517159.nif,27,18,NINODE_EFFECTS
517159.nif,41,16,NINODE_EFFECTS
517159.nif,48,15,NINODE_EFFECTS
517159.nif,55,14,NINODE_EFFECTS
517159.nif,62,13,NINODE_EFFECTS
517207.nif,64,23,NINODE_EFFECTS
517207.nif,96,22,NINODE_EFFECTS
517207.nif,100,21,NINODE_EFFECTS
517207.nif,120,20,NINODE_EFFECTS
517322.nif,21,9,NINODE_EFFECTS
517332.nif,29,9,NINODE_EFFECTS
517384.nif,25,7,NINODE_EFFECTS
517747.nif,24,6,NINODE_EFFECTS
517769.nif,13,6,NINODE_EFFECTS
517769.nif,16,5,NINODE_EFFECTS
517965.nif,28,17,NINODE_EFFECTS
517965.nif,43,16,NINODE_EFFECTS
517965.nif,61,15,NINODE_EFFECTS
517988.nif,14,5,NINODE_EFFECTS
517988.nif,14,6,NINODE_EFFECTS
517988.nif,22,4,NINODE_EFFECTS
518014.nif,13,6,NINODE_EFFECTS
518014.nif,16,5,NINODE_EFFECTS
518352.nif,24,6,NINODE_EFFECTS
518514.nif,25,6,NINODE_EFFECTS
518514.nif,25,7,NINODE_EFFECTS
518811.nif,29,8,NINODE_EFFECTS
518811.nif,29,9,NINODE_EFFECTS
518811.nif,29,10,NINODE_EFFECTS
518811.nif,29,11,NINODE_EFFECTS
519236.nif,9,5,NINODE_EFFECTS
519569.nif,14,7,NINODE_EFFECTS
519569.nif,14,8,NINODE_EFFECTS
519569.nif,14,9,NINODE_EFFECTS
52294.nif,52,18,NINODE_EFFECTS
52343.nif,114,11,NINODE_EFFECTS
523651.nif,9,5,NINODE_EFFECTS
523669.nif,9,5,NINODE_EFFECTS
523679.nif,9,4,NINODE_EFFECTS
523684.nif,9,5,NINODE_EFFECTS
523689.nif,14,8,NINODE_EFFECTS
52377.nif,58,13,NINODE_EFFECTS
523892.nif,35,29,NINODE_EFFECTS
523892.nif,35,30,NINODE_EFFECTS
523892.nif,43,28,NINODE_EFFECTS
523892.nif,49,27,NINODE_EFFECTS
523892.nif,54,26,NINODE_EFFECTS
523892.nif,80,25,NINODE_EFFECTS
523892.nif,86,24,NINODE_EFFECTS
52422.nif,88,25,NINODE_EFFECTS
524987.nif,5,9,NINODE_EFFECTS
524987.nif,20,12,NINODE_EFFECTS
524987.nif,20,13,NINODE_EFFECTS
52513.nif,94,15,NINODE_EFFECTS
52513.nif,110,15,NINODE_EFFECTS
525766.nif,9,5,NINODE_EFFECTS
528888.nif,15,7,NINODE_EFFECTS
530514.nif,23,17,NINODE_EFFECTS
534092.nif,7,13,NINODE_EFFECTS
534092.nif,29,34,NINODE_EFFECTS
534092.nif,51,59,NINODE_EFFECTS
534376.nif,9,4,NINODE_EFFECTS
535460.nif,18,4,NINODE_EFFECTS
535859.nif,44,17,NINODE_EFFECTS
535859.nif,44,18,NINODE_EFFECTS
535859.nif,44,19,NINODE_EFFECTS
535859.nif,44,20,NINODE_EFFECTS
536062.nif,4,10,NINODE_EFFECTS
536080.nif,7,13,NINODE_EFFECTS
536080.nif,29,34,NINODE_EFFECTS
536080.nif,51,59,NINODE_EFFECTS
