file,ext_len,subclass43,ext_hex,mesh,morph,skin,particle,blocks,mirror
246081.nif,85,,03000000010000404002000000ec86853f0490ad407c7214c184f4f33eddb888be1fc9a93e107a5d42c3b8323f02000000ec86853f0490ad407c7214c184f4f33eddb888be1fc9a93e107a5d42c3b8323f02000000,1,0,0,0,16,1
538133.nif,85,,030000000100004040020000003fc670c08412d7c04f1ea2c100000000000000000000000087d6e942c2b8323f02000000eca36fc0a436e9c09398c2c100000000000000000000000087d6e942c2b8323f02000000,1,0,0,0,14,1
246026.nif,85,,030000000100004040020000002a52d64000c6004174a4a8c1b74be03ea7922bbe8a6ca4bedce6c742c3b8323f020000002a52d64000c6004174a4a8c1b74be03ea7922bbe8a6ca4be0e8d0543c3b8323f02000000,1,0,0,0,15,1
246084.nif,85,,030000000100004040020000002f6eef3f855fa0c0683315c1a792abbeb056bebe847702bf351e4a42c3b8323f020000002f6eef3f855fa0c0683315c1a792abbeb056bebe847702bf351e4a42c3b8323f02000000,1,0,0,0,16,1
246089.nif,85,,0300000001000040400200000039647fbfd82a07408deec9c04cbe0cbf920a86bea78b7ac04e116642c3b8323f010000002a7428c00e66db3eeeced3c04cbe0cbf94922bbc73a826c02fdd1842c3b8323f01000000,1,0,0,0,15,1
238492.nif,85,,03000000010000404002000000fa9d61bdfa9d613daab792bf00000000db0fc93fdb0fc93ff2709142c3b8323f0100000027a041c02a1d40bf50194d4025becb3d1c850c4092f45e3fccff3c42c3b8323f01000000,1,0,0,0,12,1
238702.nif,85,,030000000100004040020000000000000000000000a32339c100000000000000000998c43de385a142c3b8323f010000006666a6bffaff7f35107ae5c000000000b8f49fbe3820c03f2d726f42c3b8323f01000000,1,0,0,0,12,1
239245.nif,85,,03000000010000404002000000c72a953e5ad8c33f1d5a30c0000000000000000000000000be5f5f42c3b8323f01000000c72a953e5ad8c33f1d5a30c065ff7b3ec8add43e73927fbf25c63f42c3b8323f01000000,1,0,0,0,12,1
239249.nif,85,,0300000001000040400200000055f790be36e53640c98e89c069772c3f0000000000000000a6db5a42c3b8323f0100000055f790be36e53640c98e89c0b27c6f3e6977ac3eba128cbfd90e2042c3b8323f01000000,1,0,0,0,12,1
538156.nif,85,,0300000001000040400200000022ab1d4047e6f5bfdf6c45c000000000ce2585be939d1e3f0000c842c2b8323f020000003333474048a74ebfd7513fc0000000004a82b4be9bb8713f0000c842c2b8323f02000000,1,0,0,0,13,1
239252.nif,85,,03000000010000404002000000c174e23ef88d033fe6cc0abfda7c303f10a38dbf82ce423f304c6242c3b8323f01000000c174e23ef88d033fe6cc0abf19d4073dfb04c1bf0ab6b03ffc181742c3b8323f01000000,1,0,0,0,13,1
239256.nif,85,,03000000010000404002000000d49ad0c0d157c2c0cb1077c1000000000000000000000000b0928d42c3b8323f01000000287e4240849e3741fbcb54c1000000008477823ee5577e40a6aac742c3b8323f01000000,1,0,0,0,12,1
240121.nif,85,,0300000001000040400200000067d53f4149680f40e3353f3edb0fc93f0000000000000000be9f6c42c3b8323f01000000041cfac08273e6bfd77a05c19fe621bfda7a4e3f88d00dc0bd232a42c3b8323f01000000,1,0,0,0,12,1
240310.nif,85,,03000000010000404002000000d9080141861bde40d218e1c05ce4a83e3451cfbee104ebbe237b2043c3b8323f0100000000914ac169002641a53102c05ce4a83e3451cfbed14b363f2db2ec42c3b8323f01000000,1,0,0,0,12,1
240314.nif,85,,03000000010000404002000000e084623eb8581f40fd49413ddb0fc93f00000000000000007eecb942c3b8323f0100000064afe3bfb8581f40fd49413d46b3433fc8ad54be5a3be93e4bb9a242c3b8323f01000000,1,0,0,0,12,1
240317.nif,85,,0300000001000040400200000062d65dc0c1a838c03194e2c00000000000000000000000002b762842c3b8323f0100000062d65dc0c1a838c0319492c0f366df3e0b41043f43776bbfc50f7442c3b8323f01000000,1,0,0,0,12,1
240324.nif,85,,03000000010000404002000000163098c0faef153f45d8f3c0000000000000000000000000d656a042c3b8323f01000000163098c0faef153f45d8f3c0eb4b8c3e172bc8bc00000000dfe07342c3b8323f01000000,1,0,0,0,12,1
240327.nif,85,,03000000010000404002000000000000000000000066da52c0000000000000000000000000aa31e142c3b8323f010000009a9989c00000000066da52c0000000006c9d5d3e077213bf1265b242c3b8323f01000000,1,0,0,0,12,1
240332.nif,85,,0300000001000040400200000000000000e752843fcd2383c00000000000000000db0fc93fa4dfe541c3b8323f0100000000000000e752843fcd2383c0cfa276be46b3c33e79037f40d2ef0242c3b8323f01000000,1,0,0,0,12,1
240338.nif,85,,0300000001000040400200000039eebcbfc45a24c039eebcbfdb0fc93fdb0fc93fdb0fc93f3277ad42c3b8323f0100000039eebc3f39eebcbf3ca51b4060b319bf512016bdafb42f404013a842c3b8323f01000000,1,0,0,0,16,1
240343.nif,85,,0300000001000040400200000009365ebe0690c03987fe8cc0000000000000000000000000359e4b42c3b8323f01000000dbf9cebf0690c03987fe8cc000000000000000003082debe359e1d42c3b8323f01000000,1,0,0,0,12,1
240347.nif,85,,03000000010000404002000000025b9fbd850b09be9a99b1c10000000000000000000000005463e442c3b8323f01000000025b9fbd6c7849416d4592c149ef1b3f00000000000000005423ef42c3b8323f01000000,1,0,0,0,12,1
240352.nif,85,,0300000001000040400200000050c2fa40f3e34f3df31f84c00000000000000000e4cb964083001342c3b8323f0100000050c2fa40f3e34f3df31f84c000000000b8f49f3ed496844083001342c3b8323f01000000,1,0,0,0,12,1
493591.nif,85,,0300000001000040400200000040fbadc07c0a8f406536d4bf0b4184bf10a38d3fba128cbf33331742c2b8323f0200000040fbadc07c0a8f406536d4bf0b4184bf10a38d3fba128cbf33331742c2b8323f02000000,1,0,0,0,21,1
240761.nif,85,,03000000010000404002000000000000008d0b8f3f3cbd6cc1000000000000000000000000ef29be42c3b8323f01000000000000008d0b8f3f3cbd6cc10000000000000000c2251abf225db342c3b8323f01000000,1,0,0,0,12,1
241721.nif,85,,0300000001000040400200000003a023ba6ea32a4188f48b3edb0fc93f0000000000000000a1b8ae42c3b8323f01000000cfa09c408a13124149a209c06d28b13f00000000322b1ebfcdbb6f42f3665f3f01000000,1,0,0,0,12,1
245996.nif,85,,03000000010000404002000000ae81a53f6c21d2405890aa3f9756e83e706cce3e5ce428bfd94ec842c3b8323f01000000ae81a53f6c21d2405890aa3f9756e83e706cce3e5ce428bfd94e8542c3b8323f01000000,1,0,0,0,12,1
524158.nif,85,,03000000010000404002000000ff32be41e4144b413b015bc12cb36d3faeadfebe3098853f60254043c2b8323f01000000ff32be41e4144b413b015bc12cb36d3faeadfebe3098853f60254043c2b8323f01000000,1,0,0,0,12,1
524164.nif,85,,030000000100004040020000003dacadc1d26f2941376cddc02cb36d3fafadfebe3098853fcd4c3743c3b8323f010000003dacadc1d26f2941376cddc02cb36d3fafadfebe3098853fcd4c3743c3b8323f01000000,1,0,0,0,12,1
524162.nif,85,,030000000100004040020000003b705dc1772d324198869c40e44043bf35fa0e3cc2a93c408d37ee43c3b8323f010000003b705dc1772d324198869c40e44043bf35fa0e3cc2a93c408d37ee43c3b8323f01000000,1,0,0,0,12,1
524790.nif,85,,03000000010000404002000000365991c091d5ac40edf513c1d740d83e706cce3e00000000cb619842c2b8323f01000000365991c091d5ac40edf513c1d740d83e706cce3e00000000cb619842c2b8323f01000000,1,0,0,0,12,1
524166.nif,85,,03000000010000404002000000e6b1463eeaccbd3cc3f598c0ba1ad13e9387f7befed3b13ee9267c42c2b8323f01000000e6b1463eeaccbd3cc3f598c0ba1ad13e9387f7befed3b13ee9267c42c2b8323f01000000,1,0,0,0,12,1
524160.nif,85,,030000000100004040020000006406c0406b7d4dc08cdb4dc12cb36d3faeadfebe3098853fbc548c43c2b8323f010000006406c0406b7d4dc08cdb4dc12cb36d3faeadfebe3098853fbc548c43c2b8323f01000000,1,0,0,0,12,1
396574.nif,121,,030000000100004040030000000e8d82bcb57c33bd1f9ee5be0000000048d9743ee4cb963f16eaee41c3b8323f010000000e8d82bcb57c33bd1f9ee5be0000000048d9743ee4cb963f16eaee41c3b8323f010000000e8d82bcb57c33bd1f9ee5be0000000048d9743ee4cb963f16eaba41c3b8323f01000000,1,0,0,0,15,1
396552.nif,121,,030000000100004040030000005a4792c0cbb991407660a5c10000000000000000b39216c00565af42c2b8323f020000005a4792c0cbb991407660a5c10000000000000000b39216c00565af42c2b8323f020000005a4792c0cbb991407660a5c10000000000000000b39216c00565a342c2b8323f02000000,1,0,0,0,12,1
591247.nif,85,,030000000100004040020000001a6c1abe26017a40c22f0140db0fc93f00000000000000000b24cb41c3b8323f0100000099d30bc026e4b73f1fa24fc07cd9203f66a83b3fff5e85bf19332942c3b8323f01000000,1,0,0,0,12,0
406608.nif,85,,030000000100004040020000000abf903f7e52853faa02fbc100000000000000003fa87a3fec11f442c3b8323f0100000090c90fc1a8c6c4c0c7baebc100000000b056be3e205c423fcbe1d042c3b8323f01000000,1,0,0,0,49,1
592708.nif,85,,030000000100004040020000000000000000000000000090c000000000000000000000000066669e41c3b8323f010000000000000000000000000090c000000000000000000000000066669e41c3b8323f01000000,1,0,0,0,15,0
592853.nif,85,,030000000100004040020000003333b33f000000000000c0bf16982f3f000000004e5125bf6666ea41c3b8323f010000003333b33f000000000000c0bf16982f3f000000004e5125bf6666ea41c3b8323f01000000,1,0,0,0,16,0
592626.nif,85,,030000000100004040020000003333b33f000000000000c0bf16982f3f000000004e5125bf6666ea41c3b8323f010000003333b33f000000000000c0bf16982f3f000000004e5125bf6666ea41c3b8323f01000000,1,0,0,0,16,0
592615.nif,85,,03000000010000404002000000000000000000000011fc8fc0000000000000000000000000849e9041c3b8323f01000000000000000000000011fc8fc0000000000000000000000000849e9041c3b8323f01000000,1,0,0,0,15,0
592628.nif,85,,030000000100004040020000000000000000000000000040c06146323f00000000000000009a99e941c3b8323f010000000000000000000000000040c06146323f00000000000000009a99e941c3b8323f01000000,1,0,0,0,15,0
377928.nif,85,,030000000100004040020000006ec25dbea930a23f4861bac10000000000000000000000009ca43443c3b8323f020000006ec25dbec28648c14861bac142e4d23debc8fdbd3820403f020b2543c3b8323f02000000,1,0,0,0,75,1
507141.nif,85,,030000000100004040020000003d2ca8bff8c24541a6bba1c20000000000000000db0fc9be9edfbb43c3b8323f020000003d2ca8bff8c24541a6bba1c20000000000000000db0fc9be9edfbb43c3b8323f02000000,1,0,0,0,15,1
503197.nif,85,,030000000100004040020000008d5e1dbeffb213c0c96558c20000000089c3e43b2cc9143f251686439992403f020000008d5e1dbeffb213c0c96558c20000000089c3e43b2cc9143f251686439992403f02000000,1,0,0,0,18,1
68336.nif,85,,030000000100004040020000002254c53f4ab5cbbf6ea761bf73927fbe7fa8913e3cfe26c0516b7e42c3b8323f0100000056d4803ffd6ae63f7d9194bf41513a3fdedeb93cdede39bd026bb942c3b8323f01000000,1,0,0,1,37,1
500913.nif,85,,03000000010000404002000000faffff34faffff3480b745c100000000000000000000000016aa5942c3b8323f02000000faffff34faffff3480b745c100000000000000000000000016aa5942c3b8323f02000000,1,0,0,0,20,1
500836.nif,85,,03000000010000404002000000000000005c72903f1c7a1fbfab7f883f0000000000000000a8e60843c3b8323f02000000000000005c72903f1c7a1fbfab7f883f0000000000000000a8e60843c3b8323f02000000,1,0,0,0,15,1
500845.nif,85,,0300000001000040400200000000000000809f77400b631140ab7f883f000000000000000096739143c3b8323f0200000000000000809f77400b631140ab7f883f000000000000000096739143c3b8323f02000000,1,0,0,0,15,1
500846.nif,85,,03000000010000404002000000060080b620624fbf0855c6c0ab7f883f0000000000000000cf379843c3b8323f02000000060080b620624fbf0855c6c0ab7f883f0000000000000000cf379843c3b8323f02000000,1,0,0,0,15,1
500847.nif,85,,030000000100004040020000000000000060ead33fa5f769bfab7f883f00000000000000001d5ad743c3b8323f020000000000000060ead33fa5f769bfab7f883f00000000000000001d5ad743c3b8323f02000000,1,0,0,0,15,1
500848.nif,85,,0300000001000040400200000006008036a30601402a748ebfab7f883f00000000000000006d67e643c3b8323f0200000006008036a30601402a748ebfab7f883f00000000000000006d67e643c3b8323f02000000,1,0,0,0,15,1
500857.nif,85,,03000000010000404002000000000000005c72903f1c7a1fbfab7f883f0000000000000000a8e60843c3b8323f02000000000000005c72903f1c7a1fbfab7f883f0000000000000000a8e60843c3b8323f02000000,1,0,0,0,15,1
500858.nif,85,,03000000010000404002000000000000005457e23f50e479bfab7f883f0000000000000000e15a8743c3b8323f02000000000000005457e23f50e479bfab7f883f0000000000000000e15a8743c3b8323f02000000,1,0,0,0,15,1
500859.nif,85,,03000000010000404002000000000000001ac0d33fdac869bfab7f883f00000000000000003fa58b43c3b8323f02000000000000001ac0d33fdac869bfab7f883f00000000000000003fa58b43c3b8323f02000000,1,0,0,0,15,1
500860.nif,85,,030000000100004040020000000600803621c8f13f817885bfab7f883f0000000000000000ec21c643c3b8323f020000000600803621c8f13f817885bfab7f883f0000000000000000ec21c643c3b8323f02000000,1,0,0,0,15,1
500861.nif,85,,030000000100004040020000000600803637e0d33fc4ec69bfab7f883f0000000000000000cd3cd243c3b8323f020000000600803637e0d33fc4ec69bfab7f883f0000000000000000cd3cd243c3b8323f02000000,1,0,0,0,15,1
493318.nif,85,,03000000010000404002000000d993d83ea8529b409a777cbe76ecc33f150597be35fa0ebcfdd69342c2b8323f02000000d993d83ea8529b409a777cbe76ecc33f150597be35fa0ebcfdd69342c2b8323f02000000,1,0,0,0,15,1
493327.nif,85,,030000000100004040020000000d37ac3f3fe3d7407d78663e7c4ecd3fe67c9bbe35fa8ebcf43ded42c2b8323f020000000d37ac3f3fe3d7407d78663e7c4ecd3fe67c9bbe35fa8ebcf43ded42c2b8323f02000000,1,0,0,0,15,1
493328.nif,85,,030000000100004040020000008599ae3f2fa8b1402fc0febd5f28c63f077293befb04413def09c642c2b8323f020000008599ae3f2fa8b1402fc0febd5f28c63f077293befb04413def09c642c2b8323f02000000,1,0,0,0,15,1
395790.nif,85,,03000000010000404002000000c8ee323e12a2703fdcd7d4c100000000000000000000000075930043c2b8323f020000000fd134c015550f3edcd7d4c100000000000000000000000075930043c2b8323f02000000,1,0,0,0,16,1
395794.nif,85,,03000000010000404002000000795882408099cf3e79e98dc2000000000000000000000000f6c8a243c2b8323f0200000064905f3f8099cf3e79e98dc2000000000000000000000000f6c8a243c2b8323f02000000,1,0,0,0,15,1
395798.nif,85,,030000000100004040020000002cc7babdb613ddbe36cd2fc2000000000000000000000000297c5443c2b8323f020000002cc7babdb613ddbe36cd2fc2000000000000000000000000297c5443c2b8323f02000000,1,0,0,0,20,1
407156.nif,85,,0300000001000040400200000071e60fbf76c396becb21d3c20000000000000000000000008ff2f143c2b8323f02000000483386be2ffa8c40cb21d3c20000000000000000000000008ff2f143c2b8323f02000000,1,0,0,0,23,1
395700.nif,85,,030000000100004040020000001a69053fa62966bfca5289c2000000000000000000000000dbf98b43c2b8323f020000001a69053fa62966bfca5289c2000000000000000028fa23bf75138143c2b8323f02000000,1,0,0,0,15,1
395706.nif,85,,03000000010000404002000000ae13523d695133bf103a50c200000000000000000000000073684c43c2b8323f02000000ae13523d695133bf103a50c200000000000000000000000073684c43c2b8323f02000000,1,0,0,0,16,1
395707.nif,85,,03000000010000404002000000011318bd74ec7cbf002f03c20000000000000000000000002db20e43c2b8323f02000000011318bd74ec7cbf002f03c2000000000000000001fae23e2db20e43c2b8323f02000000,1,0,0,0,16,1
592141.nif,85,,030000000100004040020000000000000006000036f4ec08c2000000000000000082ce423f06a10543c3b8323f020000000000000006000036f4ec08c2000000000000000082ce423f06a10543c3b8323f02000000,1,0,0,0,27,0
592130.nif,85,,030000000100004040020000000000000000000000c65c5dc200000000000000006b0a453fa8064643c3b8323f030000000000000000000000c65c5dc200000000000000006b0a453fa8064643c3b8323f03000000,1,0,0,0,27,0
592152.nif,85,,0300000001000040400200000097add13fe0f3bf3fc43182c200000000000000005120163f7d5f4743c3b8323f0300000097add13fe0f3bf3fc43182c200000000000000005120163f7d5f4743c3b8323f03000000,1,0,0,0,26,0
592046.nif,85,,03000000010000404002000000060000b6ff3edc40224cb5c20000000000000000000000006fd2b34302100a3f03000000060000b6ff3edc40224cb5c20000000000000000000000006fd2b34302100a3f03000000,1,0,0,0,20,0
591676.nif,85,,030000000100004040020000000000000000000000239bd2c200000000000000005e0a5a3f12139843c3b8323f030000000000000000000000239bd2c200000000000000005e0a5a3f12139843c3b8323f03000000,1,0,0,0,27,0
469516.nif,85,,03000000010000404002000000333323c1cdccbc408a10b6c2000000000000000000000000cbd1eb43c2b8323f02000000c74b264144a94f428a10b6c2000000006b9d5d3d71150ebfcbd1eb43c2b8323f02000000,1,0,0,0,37,1
592157.nif,85,,0300000001000040400200000000000000000000007af64ec200000000000000009161463f44eb2a43d2de4e3f0300000000000000000000007af64ec200000000000000009161463f44eb2a43d2de4e3f03000000,1,0,0,0,27,0
490918.nif,85,,03000000010000404002000000e15db63feb8b5440d2efd2c10000000000000000000000008340e142c2b8323f02000000e15db63feb8b5440d2efd2c10000000000000000000000008340e142c2b8323f02000000,1,0,0,0,17,1
490920.nif,85,,030000000100004040020000005beb933f4fe98a409b9517c2000000000000000000000000fc893c43c2b8323f020000004bc85941ea048d419b9517c20000000000000000850a1bbf21902043c2b8323f02000000,1,0,0,0,18,1
469511.nif,85,,03000000010000404002000000a3234b41b5a6bec2444b00c300000000000000000000000073b03a44c2b8323f02000000e3a5d7c11b2f45c2be3f00c30000000088c364bb298d3cbff8032b44c2b8323f02000000,1,0,0,0,15,1
490976.nif,85,,03000000010000404002000000fa0d073fb2bc1b3edcd7a6c10000000000000000000000003749ff42c2b8323f020000004aef84c08603a340dcd7a6c1000000000000000045b3433f6a7ce142c2b8323f02000000,1,0,0,0,18,1
407173.nif,85,,03000000010000404002000000d95f094176e08ac0211002c3000000000000000000000000c395dd432cb36d3f0200000047838ac1d5097fc1211002c30000000000000000f0bc0bc0c395dd432cb36d3f02000000,1,0,0,0,15,1
407178.nif,85,,03000000010000404002000000e5c40541250611c00641f8c2000000000000000000000000a82e2344780a303f01000000e5c405412b8788c10641f8c2000000000000000004c18ebfa82e2344780a303f01000000,1,0,0,0,17,1
500785.nif,85,,0300000001000040400200000000000000060000b607b065c200000000000000000000000081957643c3b8323f0200000000000000060000b607b065c200000000000000000000000081957643c3b8323f02000000,1,0,0,0,16,1
500807.nif,85,,03000000010000404002000000f41f2dbc006f21c0fff235c200000000000000000000000014ce3743c3b8323f02000000f41f2dbc006f21c0fff235c200000000000000000000000014ce3743c3b8323f02000000,1,0,0,0,16,1
500815.nif,85,,03000000010000404002000000060000360000000048ff15c200000000000000000000000000c02c43c3b8323f02000000060000360000000048ff15c200000000000000000000000000c02c43c3b8323f02000000,1,0,0,0,16,1
528043.nif,85,,030000000100004040020000007b1422c1baf7a9c0d94eafc15077563ef366df3e72ff663f1f05ea42c3b8323f010000007b1422c1baf7a9c0d94eafc15077563ef366df3e72ff663f1f05ea42c3b8323f01000000,1,0,0,0,14,1
528046.nif,85,,0300000001000040400200000086c921c1c8efb7c00523b8c15077563ef366df3ef3665f3fd5b83743c3b8323f0100000086c921c1c8efb7c00523b8c15077563ef366df3ef3665f3fd5b83743c3b8323f01000000,1,0,0,0,14,1
592365.nif,85,,030000000100004040020000009a998940000000009a9911c15e0a5a3e0000000000000000cdcc0b439430373f010000009a998940000000009a9911c15e0a5a3e0000000000000000cdcc0b439430373f01000000,1,0,0,0,15,0
511073.nif,85,,030000000100004040020000000ab0593b98c0f13f098a39c05d0ada3dc2b8b2be22989a3fb8de2742c2b8323f010000000ab0593b98c0f13f098a39c05d0ada3dc2b8b2be22989a3fb8de2742c2b8323f01000000,1,0,0,0,13,1
511084.nif,85,,0300000001000040400200000044f0b9bd408fb7bd02bc22c1000000000000000022989a3fee5a3b42c2b8323f0100000044f0b9bd408fb7bd02bc22c1000000000000000022989a3fee5a3b42c2b8323f01000000,1,0,0,0,13,1
511066.nif,85,,03000000010000404002000000032c0d3d50fc843f350cffbfca56143f0000000000000000bf6eaf42c2b8323f01000000032c0d3d50fc843f350cffbfca56143f0000000000000000bf6eaf42c2b8323f01000000,1,0,0,0,13,1
511090.nif,85,,030000000100004040020000004432043d9d81d13dce884ec00000000000000000db0fc93f76e0ae41c2b8323f010000004432043d9d81d13dce884ec00000000000000000db0fc93f76e0ae41c2b8323f01000000,1,0,0,0,13,1
511003.nif,85,,03000000010000404002000000fbae983f3194cbbefd3610c200000000000000000000000089211743c2b8323f01000000fbae983f3194cbbefd3610c200000000000000000000000089211743c2b8323f01000000,1,0,0,0,13,1
592368.nif,85,,03000000010000404002000000000000009a9999be333393c08f3b953e0000000082cec2be0000c842e3ad2a3f010000000000000000000000000000008a6c243f00000000000000000000c842c3b8323f01000000,1,0,0,0,20,0
592373.nif,85,,030000000100004040020000000954bd3bfda7d5bbe336a0c10000000000000000ae308dbe217fa542c3b8323f010000000954bd3bfda7d5bbe336a0c10000000000000000ae308dbe217fa542c3b8323f01000000,1,0,0,0,20,0
592560.nif,85,,03000000010000404002000000f83f3dbaff9f6b3accdd9ec100000000000000001cfab8bedbaaa542c3b8323f01000000f83f3dbaff9f6b3accdd9ec100000000000000001cfab8bedbaaa542c3b8323f01000000,1,0,0,0,20,0
592561.nif,85,,03000000010000404002000000f4654e3dfb67b83bfbdc9ec1000000000000000063d9cabea953a542c3b8323f01000000f4654e3dfb67b83bfbdc9ec1000000000000000063d9cabea953a542c3b8323f01000000,1,0,0,0,20,0
592320.nif,85,,03000000010000404002000000848dea41b97ce1413d0a84c1ae308dbe64f7b6bf2a8dbcbef2527e43c3b8b23e01000000848dea41b97ce1413d0a84c1ae308dbe64f7b6bf2a8dbcbef2527e43c3b8b23e01000000,1,0,0,0,15,0
592317.nif,85,,0300000001000040400200000000000000000000007ac2cfc027670b3f0000000000000000a69b0e42c3b8323f0100000000000000000000007ac2cfc027670b3f0000000000000000a69b0e42c3b8323f01000000,1,0,0,0,15,0
511229.nif,85,,030000000100004040020000001094cb3e000000004ee20ec100000000000000000000000032151542c2b8323f010000001094cb3e000000004ee20ec100000000000000000000000032151542c2b8323f01000000,1,0,0,0,13,1
511284.nif,85,,03000000010000404002000000fc23c2bdfd9f0eba40dde8be3098053f0000000000000000355e7542c2b8323f01000000fc23c2bdfd9f0eba40dde8be3098053f0000000000000000355e7542c2b8323f01000000,1,0,0,0,13,1
592381.nif,85,,0300000001000040400200000028f2df40129065bbf90f3bc0db0f493f00000000d9e917be73378242c3b8323f0100000028f2df40129065bbf90f3bc0db0f493f00000000d9e917be73378242c3b8323f01000000,1,0,0,0,15,0
592384.nif,85,,030000000100004040020000000defc33c129065bb41f109c034514f3f0000000000000000a2052242c3b8323f010000000defc33c129065bb41f109c034514f3f0000000000000000a2052242c3b8323f01000000,1,0,0,0,15,0
592314.nif,85,,03000000010000404002000000f99402c11cf0e9407b1483c1475c033f0000000005363b3fd3cd3743b27cef3e01000000f99402c11cf0e9407b1483c1475c033f0000000005363b3fd3cd3743b27cef3e01000000,1,0,0,0,15,0
511113.nif,85,,03000000010000404002000000412c033f24ef4c3ff38e90c2000000000000000000000000cf77a643c2b8323f02000000412c033f24ef4c3ff38e90c2000000000000000000000000cf77a643c2b8323f02000000,1,0,0,0,13,1
582796.nif,121,,030000000100004040030000001e4ea83e73f4c43f08cb38bffe40993fa5e96bbea792abbb96e18c42c3b8323f010000001e4ea83e73f4c43f08cb38bffe40993fa5e96bbea792abbb96e18c42c3b8323f010000001e4ea83e73f4c43f08cb38bffe40993fa5e96bbea792abbb96e18c42c3b8323f01000000,1,0,0,0,21,1
460897.nif,85,,03000000010000404002000000876a22bff6efbabcc8476ac2000000000000000000000000d90e1344c3b8323f01000000876a22bf06e0babcc8476ac2f097eebe64820a3f0000000066e69043c3b8323f01000000,1,0,0,0,31,1
511527.nif,85,,03000000010000404002000000b075893ec843f73e342d99be56ef863fc3b8b2be06fa0ebda392bd41c3b8323f01000000b075893ec843f73e342d99be56ef863fc3b8b2be06fa0ebda392bd41c3b8323f01000000,1,0,0,0,12,1
396349.nif,121,,03000000010000404003000000b116afbeb2baeac0a83a81c098aea040d51aa73eae1a663f7d1f7343c3b8323f02000000bcae13c1a33bd0408f53ddc125b686bf02100ac068e4133fc1cac942c3b8323f020000003bdf63c1b2baeac01ff404c20956b340dd4b213fffd3b13e27b17142c3b8323f02000000,1,0,0,0,21,1
397629.nif,121,,030000000100004040030000009016afbe349de6c02c9abfc083aa9d40000000006c9dddbd00c08143c3b8323f02000000c89825c0d1cbcc4011b6bbc1cd49aa40b0d21b40d9e917bed34ddb42c3b8323f0200000017540f41349de6c0812615c24a91aa406e469d3db8f49fbe33339242c3b8323f02000000,1,0,0,0,21,1
500950.nif,85,,0300000001000040400200000004e5763fc9b0d0405a8197c0a2c33a3fce2585be0000000007df8342c3b8323f0200000004e5763fc9b0d0405a8197c0a2c33a3fce2585be0000000007df8342c3b8323f02000000,1,0,0,0,16,1
503437.nif,85,,030000000100004040020000000900c0b6060080376668b0c20000000000000000f0ad153f83a0c643c3b8323f030000000900c0b6060080376668b0c20000000000000000f0ad153f83a0c643c3b8323f03000000,1,0,0,0,19,1
503440.nif,85,,03000000010000404002000000f6ffff360b00e037999bb0c200000000000000008f3b15bf12c3d743c3b8323f03000000f6ffff360b00e037999bb0c200000000000000008f3b15bf12c3d743c3b8323f03000000,1,0,0,0,19,1
503443.nif,85,,03000000010000404002000000090040b8060080b7a72869c200000000000000001cfab8be6fe28043c3b8323f02000000090040b8060080b7a72869c200000000000000001cfab8be6fe28043c3b8323f02000000,1,0,0,0,19,1
503446.nif,85,,030000000100004040020000000000000000000000ea046ac20000000000000000a9b8dcbe37897243c3b8323f020000000000000000000000ea046ac20000000000000000a9b8dcbe37897243c3b8323f02000000,1,0,0,0,19,1
503461.nif,85,,030000000100004040020000000900c036060000b6d9fd86c2000000000000000008052cbf81d59343c3b8323f020000000900c036060000b6d9fd86c2000000000000000008052cbf81d59343c3b8323f02000000,1,0,0,0,30,1
503465.nif,85,,030000000100004040020000000900c036faff7fb5a31251c20000000000000000939d1ebf0ce26043c3b8323f020000000900c036faff7fb5a31251c20000000000000000939d1ebf0ce26043c3b8323f02000000,1,0,0,0,30,1
503469.nif,85,,03000000010000404002000000c9ab9c40fe7d0e411a51c3c19ff4c93e00000000fdad00bfc9363243c3b8323f02000000c9ab9c40fe7d0e411a51c3c19ff4c93e00000000fdad00bfc9363243c3b8323f02000000,1,0,0,0,30,1
503473.nif,85,,030000000100004040020000000d3487be6e87363ee7ddb34200000000a56549c0a09d09bf6accc843c3b8323f020000000d3487be6e87363ee7ddb34200000000a56549c0a09d09bf6accc843c3b8323f02000000,1,0,0,0,27,1
503474.nif,85,,03000000010000404002000000f3ff3f36faff7fb50641d2c20000000000000000000000001263cf43c3b8323f01000000f3ff3f36faff7fb50641d2c20000000000000000000000001263cf43c3b8323f01000000,1,0,0,0,27,1
503475.nif,85,,030000000100004040020000000000000000000000397422c200000000000000000000000058f93043c3b8323f010000000000000000000000397422c200000000000000000000000058f93043c3b8323f01000000,1,0,0,0,27,1
503476.nif,85,,03000000010000404002000000753cc340fb5c6941de71fcc1aad6c8bf00000000076b62c0a2854143c3b8323f01000000753cc340fb5c6941de71fcc1aad6c8bf00000000076b62c0a2854143c3b8323f01000000,1,0,0,0,28,1
503501.nif,85,,03000000010000404002000000faff7fb5faff7fb5db8a09c200000000000000000000000073281243c3b8323f02000000faff7fb5faff7fb5db8a09c200000000000000000000000073281243c3b8323f02000000,1,0,0,0,18,1
503502.nif,85,,03000000010000404002000000ff42cf3c34f80bbf4cb711c2000000000000000060b319bf850b1643c3b8323f02000000ff42cf3c34f80bbf4cb711c2000000000000000060b319bf850b1643c3b8323f02000000,1,0,0,0,15,1
