file,flag_state,nif_version,exporter,mesh,morph,skin,blocks,geom_triangles,entry_count,mirror
203361.nif,000000,4.1.0.12,4.1.0.12,1,0,0,15,1337,4,1
208052.nif,000000,4.1.0.12,4.1.0.12,1,0,0,15,1335,4,1
208061.nif,000000,4.1.0.12,4.1.0.12,1,0,0,15,1335,4,1
208070.nif,000000,4.1.0.12,4.1.0.12,1,0,0,15,1335,4,1
40616.nif,000000,4.1.0.12,4.0.0.0,1,0,0,39,600,6,1
40617.nif,000000,4.1.0.12,4.0.0.0,1,0,0,39,616,6,1
346764.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,20,1122,3,1
346783.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,20,1122,3,1
207817.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,80,2,1
206197.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,15,4612,2,1
206203.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,15,3830,2,1
206208.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,15,1906,2,1
198119.nif,000000,4.1.0.12,4.1.0.12,1,0,0,110,2662,50,1
198031.nif,000000,4.1.0.12,4.1.0.12,1,0,0,18,2568,6,1
198032.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,2302,6,1
198033.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,2251,6,1
40618.nif,000000,4.1.0.12,4.0.0.0,1,0,0,57,640,9,1
59572.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,27,144,3,1
59584.nif,000000,4.1.0.12,4.0.0.2,1,0,0,31,195,5,1
59592.nif,000000,4.1.0.12,4.0.0.2,1,0,0,63,227,9,1
59600.nif,000000,4.1.0.12,4.0.0.2,1,0,0,55,219,8,1
59608.nif,000000,4.1.0.12,4.0.0.2,1,0,0,47,211,7,1
59616.nif,000000,4.1.0.12,4.0.0.2,1,0,0,31,197,5,1
73295.nif,000000,4.1.0.12,4.1.0.12,1,0,0,18,227,2,1
59629.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,10,2,1
59633.nif,000000,4.1.0.12,4.0.0.2,1,0,0,25,44,4,1
59639.nif,000000,4.1.0.12,4.0.0.2,1,0,0,26,20,4,1
59644.nif,000000,4.1.0.12,4.0.0.2,1,0,0,26,166,5,1
59651.nif,000000,4.1.0.12,4.0.0.2,1,0,0,17,20,2,1
59655.nif,000000,4.1.0.12,4.0.0.2,1,0,0,12,10,2,1
59659.nif,000000,4.1.0.12,4.0.0.2,1,0,0,27,28,4,1
407152.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,22,108,3,1
408309.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,18,26,0,1
407153.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,26,0,1
216667.nif,000000,4.1.0.12,4.1.0.12,1,0,0,42,2796,9,1
321381.nif,000000,4.1.0.12,4.1.0.12,1,0,0,42,2728,9,1
406143.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,114,1886,32,1
413700.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,118,1467,29,1
285728.nif,000000,4.1.0.12,4.1.0.12,1,0,0,21,18,2,1
430449.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,30,18,3,1
430450.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,24,16,2,1
260704.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,18,24,3,1
425863.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,20,96,3,1
418307.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,15,1920,1,1
314633.nif,000000,4.1.0.12,4.1.0.12,1,0,1,60,48,6,1
186795.nif,000000,4.1.0.12,4.1.0.12,1,0,0,36,92,3,1
153712.nif,000000,4.1.0.12,4.1.0.12,1,0,0,18,14,17,1
158743.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,29,64,1,1
15807.nif,000000,4.1.0.12,4.0.0.2,1,0,0,29,168,2,1
389863.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,44,256,2,1
394580.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,28,1260,4,1
394604.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,31,1260,4,1
390096.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,66,1962,6,1
390097.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,51,136,4,1
390095.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,43,56,2,1
333465.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,39,3192,10,1
169847.nif,000000,4.1.0.12,4.1.0.12,1,0,0,20,180,6,1
182275.nif,000000,4.1.0.12,4.1.0.12,1,0,0,25,4158,7,1
214322.nif,000000,4.1.0.12,4.1.0.12,1,0,0,22,16,23,1
225093.nif,000000,4.1.0.12,4.1.0.12,1,0,0,16,14,1,1
112340.nif,000000,4.1.0.12,4.0.0.2,1,0,0,20,4,4,1
397398.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,17,14,13,1
107707.nif,000000,4.1.0.12,4.0.0.2,1,0,0,64,4108,11,1
38700.nif,000000,4.1.0.12,4.0.0.2,1,0,0,11,290,2,1
38701.nif,000000,4.1.0.12,4.0.0.2,1,0,0,33,1862,7,1
38736.nif,000000,4.1.0.12,4.0.0.2,1,0,0,16,484,2,1
38737.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,805,1,1
38738.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,1133,1,1
103994.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,966,1,1
109125.nif,000000,4.1.0.12,4.0.0.2,1,0,0,31,1673,6,1
76094.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,132,1,1
166377.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,421,1,1
229658.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,32,1,1
229666.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,32,1,1
305517.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,400,1,1
305524.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,272,1,1
305528.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,400,1,1
305531.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,138,1,1
305534.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,138,1,1
305539.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,90,1,1
229462.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,48,1,1
229469.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,48,1,1
229649.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,32,1,1
229655.nif,000000,4.1.0.12,4.1.0.12,1,0,0,11,32,1,1
426763.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,17,304,1,1
427179.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,374,1,1
427182.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,34,1,1
427183.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,60,1,1
427184.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,64,1,1
427189.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,17,504,1,1
427190.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,150,1,1
427191.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,16,372,1,1
107991.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
107995.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
108320.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
108324.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
146464.nif,000000,4.1.0.12,4.0.0.2,1,0,0,13,2,1,1
205879.nif,0000ff,4.1.0.12,4.1.0.12,1,0,1,59,1156,1,1
416992.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,27,388,1,1
35044.nif,0000ff,4.1.0.12,4.1.0.12,1,0,1,52,404,1,1
35653.nif,0000ff,4.1.0.12,4.1.0.12,1,0,1,50,560,1,1
35671.nif,0000ff,4.1.0.12,4.1.0.12,1,0,1,23,278,1,1
416973.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,21,452,1,1
319855.nif,000000,4.1.0.12,4.1.0.12,1,0,0,172,2378,47,1
28281.nif,0000ff,4.1.0.12,4.0.0.2,1,0,0,183,1202,28,1
313211.nif,000000,4.1.0.12,4.1.0.12,1,0,0,9,56,0,1
188654.nif,000000,4.1.0.12,4.1.0.12,1,0,0,12,136,1,1
413932.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,18,44,1,1
410628.nif,00ffff,4.1.0.12,4.1.0.12,1,0,0,32,72,4,1
113767.nif,000000,4.1.0.12,4.0.0.2,1,0,0,23,448,2,1
410614.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,31,176,1,1
261773.nif,000000,4.1.0.12,4.1.0.12,1,0,0,17,14,17,1
183726.nif,000000,4.1.0.12,4.1.0.12,1,0,0,14,2,1,1
183730.nif,000000,4.1.0.12,4.1.0.12,1,0,0,14,2,1,1
183734.nif,000000,4.1.0.12,4.1.0.12,1,0,0,14,2,1,1
410620.nif,00ffff,4.1.0.12,4.1.0.12,1,0,1,32,208,1,1
12788.nif,000000,4.1.0.12,4.0.0.2,1,0,0,17,92,1,1
147498.nif,0000ff,4.1.0.12,4.1.0.12,1,0,0,110,192,0,1
