TYPE_NAME,FIELD_NAME,COL,HIST,MOD
NiPSEmitterDeclinationVarCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterDeclinationVarCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterDeclinationVarCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterDeclinationVarCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterLifeSpanCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterPlanarAngleVarCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Unknown 2,PRESENCE,present,ABSENT
NiPSEmitterRadiusCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterRotAngleCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterRotAngleVarCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Modifier Name,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterRotSpeedVarCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Flags,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Frequency,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Phase,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Start Time,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Target,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Unknown 3,PRESENCE,present,ABSENT
NiPSEmitterSpeedCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 1,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 10,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 11,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 12,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 2,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 3,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 4,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 5,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 6,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 7,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 8,PRESENCE,present,ABSENT
NiPSFacingQuadGenerator,Unknown 9,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Flags,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Frequency,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Interpolator,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Phase,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Start Time,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Target,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Unknown 2,PRESENCE,present,ABSENT
NiPSForceActiveCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 1,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 10,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 11,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 12,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 13,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 14,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 15,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 16,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 17,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 18,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 19,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 2,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 20,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 21,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 22,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 23,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 24,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 25,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 26,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 27,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 28,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 29,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 3,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 30,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 31,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 32,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 33,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 34,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 35,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 36,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 4,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 5,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 6,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 7,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 8,PRESENCE,present,ABSENT
NiPSGravityForce,Unknown 9,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Flags,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Frequency,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Phase,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Start Time,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Target,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Unknown 2,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Unknown 3,PRESENCE,present,ABSENT
NiPSGravityStrengthCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSMeshEmitter,Name,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 1,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 10,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 11,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 12,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 13,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 14,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 15,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 16,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 17,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 18,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 19,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 2,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 20,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 21,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 22,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 23,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 24,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 25,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 26,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 27,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 28,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 3,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 4,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 5,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 6,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 7,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 8,PRESENCE,present,ABSENT
NiPSMeshEmitter,Unknown 9,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Bounding Box,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Collision Object,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Controller,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Emitter,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Extra Data,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Extra Data List,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Flags,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Generator,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Has Bounding Box,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Has Old Extra Data,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Name,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Num Extra Data List,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Num Properties,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Old Extra Internal Id,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Old Extra Prop Name,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Old Extra String,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Properties,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Rotation,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Scale,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Simulator,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Skyrim Shader Type,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Translation,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 1,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 10,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 11,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 12,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 15,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 16,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 17,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 19,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 2,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 20,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 21,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 22,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 23,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 24,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 25,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 26,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 27,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 28,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 29,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 3,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 30,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 31,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 32,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 33,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 34,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 35,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 36,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 37,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 38,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 39,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 4,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 5,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 6,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 7,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 8,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown 9,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown Byte,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Unknown Short 1,PRESENCE,present,ABSENT
NiPSMeshParticleSystem,Velocity,PRESENCE,present,ABSENT
NiPSParticleSystem,Bounding Box,PRESENCE,present,ABSENT
NiPSParticleSystem,Collision Object,PRESENCE,present,ABSENT
NiPSParticleSystem,Controller,PRESENCE,present,ABSENT
NiPSParticleSystem,Emitter,PRESENCE,present,ABSENT
NiPSParticleSystem,Extra Data,PRESENCE,present,ABSENT
NiPSParticleSystem,Extra Data List,PRESENCE,present,ABSENT
NiPSParticleSystem,Flags,PRESENCE,present,ABSENT
NiPSParticleSystem,Generator,PRESENCE,present,ABSENT
NiPSParticleSystem,Has Bounding Box,PRESENCE,present,ABSENT
NiPSParticleSystem,Has Old Extra Data,PRESENCE,present,ABSENT
NiPSParticleSystem,Name,PRESENCE,present,ABSENT
NiPSParticleSystem,Num Extra Data List,PRESENCE,present,ABSENT
NiPSParticleSystem,Num Properties,PRESENCE,present,ABSENT
NiPSParticleSystem,Old Extra Internal Id,PRESENCE,present,ABSENT
NiPSParticleSystem,Old Extra Prop Name,PRESENCE,present,ABSENT
NiPSParticleSystem,Old Extra String,PRESENCE,present,ABSENT
NiPSParticleSystem,Properties,PRESENCE,present,ABSENT
NiPSParticleSystem,Rotation,PRESENCE,present,ABSENT
NiPSParticleSystem,Scale,PRESENCE,present,ABSENT
NiPSParticleSystem,Simulator,PRESENCE,present,ABSENT
NiPSParticleSystem,Skyrim Shader Type,PRESENCE,present,ABSENT
NiPSParticleSystem,Translation,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 1,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 10,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 11,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 12,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 15,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 16,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 17,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 19,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 2,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 20,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 21,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 22,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 27,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 28,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 29,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 3,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 30,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 31,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 32,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 33,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 34,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 35,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 36,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 37,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 38,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 39,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 4,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 5,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 6,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 7,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 8,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown 9,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown Byte,PRESENCE,present,ABSENT
NiPSParticleSystem,Unknown Short 1,PRESENCE,present,ABSENT
NiPSParticleSystem,Velocity,PRESENCE,present,ABSENT
NiPSPlanarCollider,Name,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Byte 4,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Floats 5,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Int 1,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Int 2,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Link 6,PRESENCE,present,ABSENT
NiPSPlanarCollider,Unknown Short 3,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Flags,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Frequency,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Next Controller,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Phase,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Start Time,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Stop Time,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Target,PRESENCE,present,ABSENT
NiPSResetOnLoopCtlr,Unknown Integer,PRESENCE,present,ABSENT
NiPSSimulator,Complete Points,PRESENCE,present,ABSENT
NiPSSimulator,Num Complete Points,PRESENCE,present,ABSENT
NiPSSimulator,Num Simulation Steps,PRESENCE,present,ABSENT
NiPSSimulator,Num Submit Points,PRESENCE,present,ABSENT
NiPSSimulator,Simulation Steps,PRESENCE,present,ABSENT
NiPSSimulator,Submit Points,PRESENCE,present,ABSENT
NiPSSimulatorCollidersStep,Colliders,PRESENCE,present,ABSENT
NiPSSimulatorCollidersStep,Num Colliders,PRESENCE,present,ABSENT
NiPSSimulatorForcesStep,Forces,PRESENCE,present,ABSENT
NiPSSimulatorForcesStep,Num Forces,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Color Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Color Loop Behavior,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Grow Generation,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Grow Time,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Num Color Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Num Rotation Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Num Size Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Rotation Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Rotation Loop Behavior,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Shrink Generation,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Shrink Time,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Size Keys,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Size Loop Behavior,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Unknown 1,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Unknown 2,PRESENCE,present,ABSENT
NiPSSimulatorGeneralStep,Unknown 3,PRESENCE,present,ABSENT
NiPSSimulatorMeshAlignStep,Num Rotation Keys,PRESENCE,present,ABSENT
NiPSSimulatorMeshAlignStep,Rotation Keys,PRESENCE,present,ABSENT
NiPSSimulatorMeshAlignStep,Rotation Loop Behavior,PRESENCE,present,ABSENT
NiPSSphereEmitter,Name,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 10,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 11,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 12,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 13,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 14,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 15,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 16,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 17,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 18,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 19,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 2,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 20,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 21,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 22,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 3,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 4,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 5,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 6,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 7,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 8,PRESENCE,present,ABSENT
NiPSSphereEmitter,Unknown 9,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 1,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 2,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 3,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 4,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 5,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 6,PRESENCE,present,ABSENT
NiPSSphericalCollider,Unknown 7,PRESENCE,present,ABSENT
NiPSysAgeDeathModifier,Order,FIELD_TYPE,uint,NiPSysModifierOrder
NiPSysAirFieldAirFrictionCtlr,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiPSysAirFieldAirFrictionCtlr,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiPSysAirFieldAirFrictionCtlr,Manager Controlled,PRESENCE,ABSENT,present
NiPSysAirFieldInheritVelocityCtlr,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiPSysAirFieldInheritVelocityCtlr,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
