entry_index,name,size_stored,offset,size_plain,compression,sha256_stored,sha256_plain,header_string,version_hex,version_label,header_version_text,text_version_match,field_c,field_d,scan_status
4635,31218.nif,49883,363007150,49883,raw,9A5407898AEDD95BD9579960ACC47B29C3151461C244F9B4F8745A3894042A1D,9A5407898AEDD95BD9579960ACC47B29C3151461C244F9B4F8745A3894042A1D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x54939F19,0xCF8056C4,SCANNED
4636,524177.nif,64950,363057033,64950,raw,C416F489E94B21CC1A6E37686158E3DB3BD4EDE463DD41E9B2ABE66EDB5EC1E7,C416F489E94B21CC1A6E37686158E3DB3BD4EDE463DD41E9B2ABE66EDB5EC1E7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x44323A75,0x0FD6A4AB,SCANNED
4637,524178.nif,81928,363121983,81928,raw,823005705A413AA52D5617D4BBDB20FF907947EF6FBEC44452409D60CA3C32D4,823005705A413AA52D5617D4BBDB20FF907947EF6FBEC44452409D60CA3C32D4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x42784EBC,0x3518FC09,SCANNED
4638,524179.nif,71390,363203911,71390,raw,773DFF539E70BD6656443558CDFA91DEC7BE0BB72A562636E27263F9FCD068E3,773DFF539E70BD6656443558CDFA91DEC7BE0BB72A562636E27263F9FCD068E3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC57D30EA,0x2ED576E5,SCANNED
4639,524180.nif,26924,363275301,26924,raw,9C1FC04BE608FC08FC07CC9F449D57A70434423B825DD61B012AB5FD1EC0CA8F,9C1FC04BE608FC08FC07CC9F449D57A70434423B825DD61B012AB5FD1EC0CA8F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3E4FBE9E,0xDEA15C35,SCANNED
4640,524182.nif,74322,363302225,74322,raw,6770460359585940CE10696006573E642A9E62137106956B1AC0374550F79BDF,6770460359585940CE10696006573E642A9E62137106956B1AC0374550F79BDF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x399493DA,0xC4B7CF58,SCANNED
4641,524183.nif,104102,363376547,104102,raw,29F01D393B8D366FAF6FC4BB41C2581C03E3333817F05F8CD27A97FA98566F56,29F01D393B8D366FAF6FC4BB41C2581C03E3333817F05F8CD27A97FA98566F56,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xD92C4385,0x87FF395D,SCANNED
4642,524187.nif,35604,363480649,35604,raw,54AD2E44CC9403A3D3DF446A1270B52C3095C5768A2A58B4B1D9EF798FAEF127,54AD2E44CC9403A3D3DF446A1270B52C3095C5768A2A58B4B1D9EF798FAEF127,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE627E564,0xF3CF71E4,SCANNED
4643,524184.nif,67928,363516253,67928,raw,6DA21FB7E5FE3F29A80BB77388B8192FA3034E0005E180A2151B110B2EA9F191,6DA21FB7E5FE3F29A80BB77388B8192FA3034E0005E180A2151B110B2EA9F191,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x04840719,0x7B04FB5A,SCANNED
4644,524185.nif,14022,363584181,14022,raw,F5855EF0A7DA7334CE222B35453D30330B36B9BEDA0BB8F48F4AC8651E611F46,F5855EF0A7DA7334CE222B35453D30330B36B9BEDA0BB8F48F4AC8651E611F46,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5BC15B29,0xD83A09A7,SCANNED
4645,524186.nif,43984,363598203,43984,raw,B1122162DDC7A6793777D2FD1EB5A27FC2ADD270562A4861BCD0A1E06DCC8AFE,B1122162DDC7A6793777D2FD1EB5A27FC2ADD270562A4861BCD0A1E06DCC8AFE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBA50E7F7,0xDE3C23F9,SCANNED
4646,400581.nif,26701,363642187,26701,raw,E7572CF91C3F3760C07733A73BDBB9C30AD52D4D7B3DE75B9CD932913D65F816,E7572CF91C3F3760C07733A73BDBB9C30AD52D4D7B3DE75B9CD932913D65F816,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6F3D3953,0x15E9B44E,SCANNED
4647,400586.nif,29429,363668888,29429,raw,93F3CD4663E7E4BCE698D86C3775814C512816CB993A989A35005B071FE3257B,93F3CD4663E7E4BCE698D86C3775814C512816CB993A989A35005B071FE3257B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x05F4C62C,0xB8310526,SCANNED
4648,400588.nif,77532,363698317,77532,raw,BFB8C836175B136CA659DE0F96127C98EC4DDE3A76A784BB705C0B9E877F9E00,BFB8C836175B136CA659DE0F96127C98EC4DDE3A76A784BB705C0B9E877F9E00,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC9C81728,0xF311E423,SCANNED
4649,400587.nif,55359,363775849,55359,raw,21C2D0C26DD1B39C8E7A1E66821DCEDB66948026069FF44F6AF43351F467B03A,21C2D0C26DD1B39C8E7A1E66821DCEDB66948026069FF44F6AF43351F467B03A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB71E10A4,0xD0A11E39,SCANNED
4650,465794.nif,71156,363831208,71156,raw,86455268DD533B9CFA9693AF54C62FDBDA87F98111B26C5EF4A66EA8C8190BC4,86455268DD533B9CFA9693AF54C62FDBDA87F98111B26C5EF4A66EA8C8190BC4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1F469768,0x20117160,SCANNED
4651,400591.nif,28137,363902364,28137,raw,892E8783C3A069703B6FF8A43EED3564C30A948EAF26959B3D3D972F376A702D,892E8783C3A069703B6FF8A43EED3564C30A948EAF26959B3D3D972F376A702D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8F1324B6,0x10F0F54F,SCANNED
4652,400592.nif,28430,363930501,28430,raw,265F7D540409773B81645FD6754B1F610EFA9C1C03496D2B1E8A59417B7E186A,265F7D540409773B81645FD6754B1F610EFA9C1C03496D2B1E8A59417B7E186A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCA08E2F8,0x028FA329,SCANNED
4653,400589.nif,40125,363958931,40125,raw,73FB83220D469E7BA051F92C7A2D133D83E2F1931A96E6567AC61907708AB902,73FB83220D469E7BA051F92C7A2D133D83E2F1931A96E6567AC61907708AB902,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDC4921AC,0xBA101981,SCANNED
4654,400590.nif,45425,363999056,45425,raw,1B298752CCA6B6D08EC73A5BBCE0E64C9033FADCD415C987E29AA05391B601C3,1B298752CCA6B6D08EC73A5BBCE0E64C9033FADCD415C987E29AA05391B601C3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9FC0B8D5,0x31594CAC,SCANNED
4655,400593.nif,17657,364044481,17657,raw,1AA8769DA6A38D2BC507A3E519D1971A09065C8C2BE94E3D13693E23F3886EC4,1AA8769DA6A38D2BC507A3E519D1971A09065C8C2BE94E3D13693E23F3886EC4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xEC9BC407,0x301B6DBA,SCANNED
4656,400594.nif,31408,364062138,31408,raw,79829B9217E8C7AD32DBF43247337D4080FC4CBB5793FC1D3FB39F70E9780772,79829B9217E8C7AD32DBF43247337D4080FC4CBB5793FC1D3FB39F70E9780772,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6E99CA8E,0xE82333D7,SCANNED
4657,400595.nif,9737,364093546,9737,raw,79B9D02942619B44B0C2BA8678AFE32346A372EA64D5F29A411E80D112E83352,79B9D02942619B44B0C2BA8678AFE32346A372EA64D5F29A411E80D112E83352,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0A72B174,0x3CFFB8D4,SCANNED
4658,400596.nif,42688,364103283,42688,raw,D58A38841E7C6F23A67743CE6B261BD73791FA64066476F7473FF64D58BD4FFE,D58A38841E7C6F23A67743CE6B261BD73791FA64066476F7473FF64D58BD4FFE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA320B5C9,0xC4FF1838,SCANNED
4659,37874.nif,30248,364145971,30248,raw,0A09E6CBC229A2E1D55A030EF98256B03DB9C1B2C603050988FBBDEF51917157,0A09E6CBC229A2E1D55A030EF98256B03DB9C1B2C603050988FBBDEF51917157,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB187C449,0x131FBB57,SCANNED
4660,37879.nif,28696,364176219,28696,raw,C5173A7D524488B336958194AA4D2BA58979A958569049799656AD42EF959C73,C5173A7D524488B336958194AA4D2BA58979A958569049799656AD42EF959C73,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1069525C,0x4119C7E0,SCANNED
4661,37880.nif,25888,364204915,25888,raw,603B70061614027808D4FBDC52E9A4BFE26ACA12213F2E09C276FE24FFD0389B,603B70061614027808D4FBDC52E9A4BFE26ACA12213F2E09C276FE24FFD0389B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x60A06FB9,0x80AD3926,SCANNED
4662,37881.nif,33032,364230803,33032,raw,E907BB801AB908C755C0DD90EEA620C3FC2A69821C78FDFF5D38D384815C118B,E907BB801AB908C755C0DD90EEA620C3FC2A69821C78FDFF5D38D384815C118B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB0E1CA65,0x44A113D4,SCANNED
4663,37882.nif,40888,364263835,40888,raw,BE821513D051C6EF08695097CC98B4275F39A9D77A22423045A103513AF73B57,BE821513D051C6EF08695097CC98B4275F39A9D77A22423045A103513AF73B57,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x04B76D4E,0x58737270,SCANNED
4664,37883.nif,60392,364304723,60392,raw,E306F731558706910AFAAFC9858D1DE26509641F1C1894C1A66A69B0B2BACCD1,E306F731558706910AFAAFC9858D1DE26509641F1C1894C1A66A69B0B2BACCD1,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x474CF6C4,0x8752103C,SCANNED
4665,37884.nif,20532,364365115,20532,raw,C7D07FC55B95C0C5027146C0856CC70B002C01981C87F860FB7DA8F671C02EC3,C7D07FC55B95C0C5027146C0856CC70B002C01981C87F860FB7DA8F671C02EC3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA78954CA,0xDFB1FB0D,SCANNED
4666,109790.nif,17403,364385647,17403,raw,7F800B8433D5805EEB303529CEAB2904A24B8CBCE5ED3B2348B33A49646D0C02,7F800B8433D5805EEB303529CEAB2904A24B8CBCE5ED3B2348B33A49646D0C02,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA8E7BC3C,0xC2604751,SCANNED
4667,37885.nif,21688,364403050,21688,raw,92AE9B004B715537BDA52DBE8B2616E7807F4ADEE6D235E35ACAB5F0C082ADD1,92AE9B004B715537BDA52DBE8B2616E7807F4ADEE6D235E35ACAB5F0C082ADD1,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDD412D0C,0xAC229A65,SCANNED
4668,37886.nif,8948,364424738,8948,raw,D5D13B4EDACAFBE4A6A7760FD0324A9B8389EC92145FAD608962FA4511B66C4B,D5D13B4EDACAFBE4A6A7760FD0324A9B8389EC92145FAD608962FA4511B66C4B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBC49ADE9,0x573621A4,SCANNED
4669,37887.nif,29004,364433686,29004,raw,AA11CC66A4FA41B66703494E6F38ADC7AB250BA3599C2C9AD9FF9358A95A9C8A,AA11CC66A4FA41B66703494E6F38ADC7AB250BA3599C2C9AD9FF9358A95A9C8A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x217B23F1,0x319DC564,SCANNED
4670,417226.nif,6073,364462690,6073,raw,5270E3B0C31696D980F191971BB27836C7326C5F8E1879F84E7B1BCBAD0CE6FD,5270E3B0C31696D980F191971BB27836C7326C5F8E1879F84E7B1BCBAD0CE6FD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC562D9E7,0xE5F0F599,SCANNED
4671,417227.nif,7005,364468763,7005,raw,13EB4C232074325059AD19D5888CFE734600A85813D60985135D5705941D8333,13EB4C232074325059AD19D5888CFE734600A85813D60985135D5705941D8333,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF4E962DF,0x18E3180D,SCANNED
4672,418599.nif,5993,364475768,5993,raw,19EFB4A8CA2F313014D3F77FBC5E22A593F7F47747725024483209B75B6842CC,19EFB4A8CA2F313014D3F77FBC5E22A593F7F47747725024483209B75B6842CC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x267A45F8,0x71858A90,SCANNED
4673,417230.nif,6337,364481761,6337,raw,7755A51C9F82FE10749C5601CAA96F436D9ECE2204B6167995A65C02A7B42857,7755A51C9F82FE10749C5601CAA96F436D9ECE2204B6167995A65C02A7B42857,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF22F04C2,0x45695DE5,SCANNED
4674,417229.nif,6129,364488098,6129,raw,E0D190D85F94E7D8110B937C1D992AEF0C5A291129CAE4A0CB6E3091DE77F2FA,E0D190D85F94E7D8110B937C1D992AEF0C5A291129CAE4A0CB6E3091DE77F2FA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC1B46741,0x56FE9890,SCANNED
4675,417237.nif,5685,364494227,5685,raw,875B86416EBE0B685B894D3867441A234A7B0C5E25EE96ADE9758997E6179F03,875B86416EBE0B685B894D3867441A234A7B0C5E25EE96ADE9758997E6179F03,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC3DC2CEE,0xC570B657,SCANNED
4676,417238.nif,8541,364499912,8541,raw,155385E4B20274D40E62BDA3589B6AE9955FD5FE63E99F361C8CD9B9234887E3,155385E4B20274D40E62BDA3589B6AE9955FD5FE63E99F361C8CD9B9234887E3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xBDC8FC42,0x0FC54DF7,SCANNED
4677,417228.nif,5337,364508453,5337,raw,D16C84FAE765FB0AC35B7FB6A8657CE5C4BE36C947FED864B6755650D322EE48,D16C84FAE765FB0AC35B7FB6A8657CE5C4BE36C947FED864B6755650D322EE48,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2FA61730,0x92F38320,SCANNED
4678,417240.nif,7187,364513790,7187,raw,0E2775D805ADBACC994FC12004BDCF08D1B2BC58D519D108ED0D33C0FEEAC580,0E2775D805ADBACC994FC12004BDCF08D1B2BC58D519D108ED0D33C0FEEAC580,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0F5E37FD,0xDC4399E6,SCANNED
4679,427619.nif,9636,364520977,9636,raw,1CCC9D462AA55A0932CF1E09130DE202F49239909653202676723FAAFE6D71AB,1CCC9D462AA55A0932CF1E09130DE202F49239909653202676723FAAFE6D71AB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDB099D98,0x5CAD669C,SCANNED
4680,146749.nif,5968,364530613,5968,raw,556BE98DEDC4050F4200A516B3037BDE5F4A4F9A49AB1A5C355A7E14D8BACD89,556BE98DEDC4050F4200A516B3037BDE5F4A4F9A49AB1A5C355A7E14D8BACD89,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x87CFDD8D,0xCEFC7161,SCANNED
4681,146750.nif,5216,364536581,5216,raw,2BE11C18848ADD6317ABED3270768F569BFB793B26F537230CEBE6516AF7AACF,2BE11C18848ADD6317ABED3270768F569BFB793B26F537230CEBE6516AF7AACF,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x32E3D4FE,0xD26A992F,SCANNED
4682,146751.nif,4506,364541797,4506,raw,F5B63AD462A119E254FA1AD49C30C9288B9C2015FF3341977C1341D9563F410E,F5B63AD462A119E254FA1AD49C30C9288B9C2015FF3341977C1341D9563F410E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB162926B,0x7D6658AF,SCANNED
4683,146752.nif,6057,364546303,6057,raw,744506F904DF85218F1D3263BA434BDE352AB93C24AB5AF2D37A8E558E9CB4D6,744506F904DF85218F1D3263BA434BDE352AB93C24AB5AF2D37A8E558E9CB4D6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0E0DB95F,0x72C63F24,SCANNED
4684,204964.nif,6086,364552360,6086,raw,B4E6CD9322FBE4D3E86E58641B105E76D89EB1AB2FEE6E9895FFB833803B5E74,B4E6CD9322FBE4D3E86E58641B105E76D89EB1AB2FEE6E9895FFB833803B5E74,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4DF0C826,0xC140B63F,SCANNED
4685,146753.nif,4132,364558446,4132,raw,3B0975EBB7C02E0CC919AB58D9CB28999614D4703F64CDDE34DF63B5FB5037E0,3B0975EBB7C02E0CC919AB58D9CB28999614D4703F64CDDE34DF63B5FB5037E0,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x509ADB2E,0xD639F782,SCANNED
4686,146754.nif,5345,364562578,5345,raw,48182AF47FC1392CD2EDC0EAB0B7F1741891EEF027A843EA0A99CC656D83163E,48182AF47FC1392CD2EDC0EAB0B7F1741891EEF027A843EA0A99CC656D83163E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9D8FF25D,0x50FAF8CC,SCANNED
4687,146756.nif,6086,364567923,6086,raw,B4E6CD9322FBE4D3E86E58641B105E76D89EB1AB2FEE6E9895FFB833803B5E74,B4E6CD9322FBE4D3E86E58641B105E76D89EB1AB2FEE6E9895FFB833803B5E74,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x4DF0C826,0xC140B63F,SCANNED
4688,501571.nif,44213,364574009,44213,raw,A9B37190CB85997AFD51F1BD08C484DC51372E5E7E840843F8231B3F9085D374,A9B37190CB85997AFD51F1BD08C484DC51372E5E7E840843F8231B3F9085D374,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE9160F8F,0xB78841CB,SCANNED
4689,501572.nif,49705,364618222,49705,raw,8434069F50E675D9EBC783537E552714934A70A67FD3CABCE9448F90850E64E5,8434069F50E675D9EBC783537E552714934A70A67FD3CABCE9448F90850E64E5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x23DE8CA8,0x668860F5,SCANNED
4690,501826.nif,101953,364667927,101953,raw,5443439B32E8CDBB9F7D4455111148F33DABFAFD02FB0DFC2BFD5B2F6F45FDFB,5443439B32E8CDBB9F7D4455111148F33DABFAFD02FB0DFC2BFD5B2F6F45FDFB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x12060D4C,0x1D659E21,SCANNED
4691,501573.nif,61529,364769880,61529,raw,E375BA1896D154A94945CBE5F2E653767EFCB3068902CF9679E988C75011DD0D,E375BA1896D154A94945CBE5F2E653767EFCB3068902CF9679E988C75011DD0D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8BE152E4,0x6DD14881,SCANNED
4692,501576.nif,67425,364831409,67425,raw,60F38231F033F75105235CE03D0ABA9CC92B0B45371FF326ED6B718D47E82D1A,60F38231F033F75105235CE03D0ABA9CC92B0B45371FF326ED6B718D47E82D1A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFA434E2B,0x21C5DAC1,SCANNED
4693,501574.nif,33633,364898834,33633,raw,DBB8DEE2B61A0524BF9C85C18549CBCC394F9553A0364E26ABF7C038A62E94E4,DBB8DEE2B61A0524BF9C85C18549CBCC394F9553A0364E26ABF7C038A62E94E4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8E21EB4D,0x02421A13,SCANNED
4694,501575.nif,34042,364932467,34042,raw,3E23281937CAD4332A311A3DBD54C19D68462531C0AC22D2918765F7C00DFE95,3E23281937CAD4332A311A3DBD54C19D68462531C0AC22D2918765F7C00DFE95,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF75FA622,0x2DA91277,SCANNED
4695,501577.nif,55033,364966509,55033,raw,F2891FF50F9520E561CD16CC49DC85FF70C5BABA02C8F6A4C4BA9E02B4121CDE,F2891FF50F9520E561CD16CC49DC85FF70C5BABA02C8F6A4C4BA9E02B4121CDE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3609D16E,0xB733C4BC,SCANNED
4696,501578.nif,45197,365021542,45197,raw,2AC64FEF6ADB177F669299432F504B2325BE624F1D88A854B63A426AC43AEC49,2AC64FEF6ADB177F669299432F504B2325BE624F1D88A854B63A426AC43AEC49,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3BACC029,0x3F87F0E6,SCANNED
4697,501579.nif,29506,365066739,29506,raw,F7E65F965AEE084EABA2BA58B52549BD6E89C82DB18934F56D2AE7A3F0116788,F7E65F965AEE084EABA2BA58B52549BD6E89C82DB18934F56D2AE7A3F0116788,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x151520DE,0x13768CCD,SCANNED
4698,501581.nif,43522,365096245,43522,raw,8AAE506A3D0E475C782F8FE1A9F33B94B423D117397D1C3A77378C0DEF414682,8AAE506A3D0E475C782F8FE1A9F33B94B423D117397D1C3A77378C0DEF414682,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF66403D8,0x2F070DE6,SCANNED
4699,501582.nif,16135,365139767,16135,raw,40042435418FB6C7060E52E44CE4DAA844F5D66777D76296419D78A49760B660,40042435418FB6C7060E52E44CE4DAA844F5D66777D76296419D78A49760B660,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xCC4B8FCC,0x616A2FD4,SCANNED
4700,501580.nif,48926,365155902,48926,raw,D5C9ABCA8736E140C29C6869F47F52238534415D6F149D90803588967F70A664,D5C9ABCA8736E140C29C6869F47F52238534415D6F149D90803588967F70A664,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFAFBF04F,0xB4020019,SCANNED
4701,353148.nif,38423,365204828,38423,raw,DF9C93BCB29BBC72760186225735069967AC9736B74EA6E86082B47A43C5F1D7,DF9C93BCB29BBC72760186225735069967AC9736B74EA6E86082B47A43C5F1D7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7565E8E7,0x3AB246EC,SCANNED
4702,353149.nif,35839,365243251,35839,raw,196CD6BB5894EE67861C5B6646A73A5FCFAB25B2E33BD2BA2146DC8BBE7CBF48,196CD6BB5894EE67861C5B6646A73A5FCFAB25B2E33BD2BA2146DC8BBE7CBF48,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x338297F5,0xF19A176A,SCANNED
4703,353150.nif,88575,365279090,88575,raw,C9921CA6C33E684F76AE5DCAEA50D77025A1039F9C9BF35D0B0F39AF6F23AB99,C9921CA6C33E684F76AE5DCAEA50D77025A1039F9C9BF35D0B0F39AF6F23AB99,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x3CD7DF83,0x73DD63D1,SCANNED
4704,353151.nif,37081,365367665,37081,raw,655C79FB6A597C5D4730C135ED3B321D21E9FD2CCFE055AEEE0B0161BF2C4ECB,655C79FB6A597C5D4730C135ED3B321D21E9FD2CCFE055AEEE0B0161BF2C4ECB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB66A16FD,0x0295FA37,SCANNED
4705,353152.nif,33303,365404746,33303,raw,FB0BA030DDFBE5478BBA9221B0B8E0953C441F8583EA113774C78B7CCDEC4E6C,FB0BA030DDFBE5478BBA9221B0B8E0953C441F8583EA113774C78B7CCDEC4E6C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9E446687,0x77042505,SCANNED
4706,353153.nif,23155,365438049,23155,raw,A9FBDCE1A43856CD6DA9AFFBD6DE84836FF248194E692120A8C342F16447284D,A9FBDCE1A43856CD6DA9AFFBD6DE84836FF248194E692120A8C342F16447284D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x9D080652,0x44E28EF0,SCANNED
4707,353154.nif,40775,365461204,40775,raw,A565E49434B64621418BC1C5B562ED6692D7987E6B1969DBB049D31CF0FBDFB8,A565E49434B64621418BC1C5B562ED6692D7987E6B1969DBB049D31CF0FBDFB8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x45878B07,0x86BD9E85,SCANNED
4708,353155.nif,41575,365501979,41575,raw,0AB095F85239CE4A6DB738C527C103C2E9FB4C8E66AEAFBFAC1DB963F3A84F8D,0AB095F85239CE4A6DB738C527C103C2E9FB4C8E66AEAFBFAC1DB963F3A84F8D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2DA5195A,0xDD8889D2,SCANNED
4709,353156.nif,23871,365543554,23871,raw,E8760B831945DDC73D885B854C84C13B961BB35CC5B94D9A32BA23AF3ED3F4E2,E8760B831945DDC73D885B854C84C13B961BB35CC5B94D9A32BA23AF3ED3F4E2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF9EDA736,0x3D3D345A,SCANNED
