entry_index,name,size_stored,offset,size_plain,compression,sha256_stored,sha256_plain,header_string,version_hex,version_label,header_version_text,text_version_match,field_c,field_d,scan_status
0,505775.nif,306034,0,306034,raw,4D7F9C2CBA4267968047EEBDA995E5DB86A6FC5C36AAB25905E54B66CE464E4E,4D7F9C2CBA4267968047EEBDA995E5DB86A6FC5C36AAB25905E54B66CE464E4E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFA14E2FB,0xDBC754BF,SCANNED
1,505813.nif,2043493,306034,2043493,raw,75E203E042CC4E0960E0A4606F80B8488504A5CE1C41FE79332246445EE902DC,75E203E042CC4E0960E0A4606F80B8488504A5CE1C41FE79332246445EE902DC,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2CA65EB8,0xA6B4C352,SCANNED
2,508854.nif,24352,2349527,24352,raw,B230A6EEF0DFC0DC009DB6F380DB45F546D59F62AF1ABB8F76D478BC79B2F186,B230A6EEF0DFC0DC009DB6F380DB45F546D59F62AF1ABB8F76D478BC79B2F186,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5B65EACF,0x5B65EACF,SCANNED
3,508947.nif,5156,2373879,5156,raw,E7EEA16EADDEAE8ADA7BC6C51B7C805A2EDD1B4C9AA49F9BEFB626555FF6A10F,E7EEA16EADDEAE8ADA7BC6C51B7C805A2EDD1B4C9AA49F9BEFB626555FF6A10F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0CBC041E,0x0CBC041E,SCANNED
4,505007.nif,370897,2379035,370897,raw,C0518262EF3EF21BF4878236D92CC44F603D541A7736C98162B67FF1EA2E6065,C0518262EF3EF21BF4878236D92CC44F603D541A7736C98162B67FF1EA2E6065,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF50A9350,0xC68CB9C0,SCANNED
5,505031.nif,331256,2749932,331256,raw,4F51E86F8ABFF500EB739B58BB9794652E3ECA69C26DCEBC4F31835C840591E0,4F51E86F8ABFF500EB739B58BB9794652E3ECA69C26DCEBC4F31835C840591E0,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x33369053,0xA9AA980C,SCANNED
6,505225.nif,133189,3081188,133189,raw,E788AABADB3686F235F2251D462353532A85773A6B2459F22BD77D10C77DAB67,E788AABADB3686F235F2251D462353532A85773A6B2459F22BD77D10C77DAB67,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x30F86DB7,0x30F86DB7,SCANNED
7,510661.nif,1210,3214377,1210,raw,41EFFD570751E06CCF51FDE821596E8BD25FFCABA29DCFD7C806135E93217722,41EFFD570751E06CCF51FDE821596E8BD25FFCABA29DCFD7C806135E93217722,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x31F81982,0x31F81982,SCANNED
8,505209.nif,39766,3215587,39766,raw,4CCFCAC230D08BB59CECCEAF728987CABEBC5E44AFFAD96926ABE086A9CE4AC5,4CCFCAC230D08BB59CECCEAF728987CABEBC5E44AFFAD96926ABE086A9CE4AC5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6BB8EA46,0x6BB8EA46,SCANNED
9,505055.nif,45615,3255353,45615,raw,49B2A3DE164992DDD2829E4796E7930D7A73EE5D62D4BD5651F05ABBFB81E2A2,49B2A3DE164992DDD2829E4796E7930D7A73EE5D62D4BD5651F05ABBFB81E2A2,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8BB2816A,0xF57E3690,SCANNED
10,505058.nif,289895,3300968,289895,raw,E22596196B1CC81252946663701A030E74B5A971C68F7DB76FE7DBF3ACB9225F,E22596196B1CC81252946663701A030E74B5A971C68F7DB76FE7DBF3ACB9225F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1FBF4A41,0xDA60B761,SCANNED
11,505074.nif,368691,3590863,368691,raw,4BA6496DAB20EFE4E60CDAC27012D92DFC6EC7A077FC2F205AAD318AABF12224,4BA6496DAB20EFE4E60CDAC27012D92DFC6EC7A077FC2F205AAD318AABF12224,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF8558BF1,0xB747D256,SCANNED
12,504936.nif,624132,3959554,624132,raw,0C9021C80F57F9E3B5340804AD5C59655A9CAFB4BDBCD1B0DF11689334A3E87B,0C9021C80F57F9E3B5340804AD5C59655A9CAFB4BDBCD1B0DF11689334A3E87B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x155C837D,0xCB318CCA,SCANNED
13,505062.nif,1236,4583686,1236,raw,BD79D2D85C1C8C6C209C970B426B2810EF5B677DCD2C47C8EB7068AAC0AE62CE,BD79D2D85C1C8C6C209C970B426B2810EF5B677DCD2C47C8EB7068AAC0AE62CE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF6C1C6C0,0xA83C7DB7,SCANNED
14,508623.nif,1225,4584922,1225,raw,A721919E94F139CAD9F9A20624BFD8FBD88BBCE7F2471930F99B127163CCCA5F,A721919E94F139CAD9F9A20624BFD8FBD88BBCE7F2471930F99B127163CCCA5F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x11DE6697,0x0FAB5A7B,SCANNED
15,508626.nif,1225,4586147,1225,raw,CD027BCC63DA6EC9E45F5C53C60C08108938147062FDCB64AAAE88F29A5D89E3,CD027BCC63DA6EC9E45F5C53C60C08108938147062FDCB64AAAE88F29A5D89E3,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0EAEA9BB,0xAF5548CD,SCANNED
16,508629.nif,1225,4587372,1225,raw,C5689E8AC927AF88AD264056A736F3F7AEBD888FA272967F9FA0CD1833462469,C5689E8AC927AF88AD264056A736F3F7AEBD888FA272967F9FA0CD1833462469,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x02E554B1,0xE4539C9A,SCANNED
17,508632.nif,1225,4588597,1225,raw,1E36EB1281E6FF421E019B7EEC154F6B1F3DE0559205383852B91782B1CB99A7,1E36EB1281E6FF421E019B7EEC154F6B1F3DE0559205383852B91782B1CB99A7,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x163953AF,0x3958E063,SCANNED
18,508635.nif,1225,4589822,1225,raw,A5115ADF7119B934AF9668DC2EEF7FF33B15AC97F42849DB16FE528392D20A4A,A5115ADF7119B934AF9668DC2EEF7FF33B15AC97F42849DB16FE528392D20A4A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1A72AEA5,0x725E3434,SCANNED
19,505072.nif,1705,4591047,1705,raw,678AA936ED2D21ECE7B7DFD82122DC011CEA9827301C61A6077FE8B5FB5C96CD,678AA936ED2D21ECE7B7DFD82122DC011CEA9827301C61A6077FE8B5FB5C96CD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x385D4C10,0x365E8A98,SCANNED
20,505066.nif,188708,4592752,188708,raw,21FF9E69B742EF348DBCE29F0BFF40718E1DE3A21B105F79B42B53BB44EB1D0B,21FF9E69B742EF348DBCE29F0BFF40718E1DE3A21B105F79B42B53BB44EB1D0B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xC79FEB48,0xEDF9CDEF,SCANNED
21,508654.nif,189865,4781460,189865,raw,9EB606CE5DACBD8A49D7758341D3E2E674726F63C13D1C32204BB2AEFD832A5E,9EB606CE5DACBD8A49D7758341D3E2E674726F63C13D1C32204BB2AEFD832A5E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x841ACD5C,0x158A615D,SCANNED
22,505591.nif,1297588,4971325,1297588,raw,5FF6560145DF732829A477D5C3191190ECB0A1EF537F663D696988417A3D7EFD,5FF6560145DF732829A477D5C3191190ECB0A1EF537F663D696988417A3D7EFD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x065672B2,0x4A84350B,SCANNED
23,505751.nif,143089,6268913,143089,raw,5ABCB4F1BCFA77B17AA80603B9D409001462862229104A0F437BD92ADCDC4A7D,5ABCB4F1BCFA77B17AA80603B9D409001462862229104A0F437BD92ADCDC4A7D,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x53293F59,0x4958BF43,SCANNED
24,507032.nif,1369164,6412002,1369164,raw,48462D58EAA72E61001C746410D1A6549CBA3B52171B69D7F0C94EAE4F5A1461,48462D58EAA72E61001C746410D1A6549CBA3B52171B69D7F0C94EAE4F5A1461,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7D436833,0x54692A4A,SCANNED
25,507084.nif,528322,7781166,528322,raw,AD47121571C1C5D1936032FB82F2305A6BCB261198D4D960DF8F534A79785A3C,AD47121571C1C5D1936032FB82F2305A6BCB261198D4D960DF8F534A79785A3C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x63FEF343,0x776901CF,SCANNED
26,507124.nif,353932,8309488,353932,raw,07A7DDD69FB1A7745FC94F19240DC95CB5508DF201A971791877BE7FF43B59DE,07A7DDD69FB1A7745FC94F19240DC95CB5508DF201A971791877BE7FF43B59DE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x1672DCE9,0x3EE77AE7,SCANNED
27,507119.nif,132122,8663420,132122,raw,7EECA0C708EB343FD78D6C04EF1D7BFA8E7960A21C2469CE4D050416E89CECC4,7EECA0C708EB343FD78D6C04EF1D7BFA8E7960A21C2469CE4D050416E89CECC4,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB8614A87,0xF1B583C9,SCANNED
28,507067.nif,124767,8795542,124767,raw,16DD0AE11D6B300C7654172D6582F94D2D6DFCE2F423EDDB439D57262EF2EBF8,16DD0AE11D6B300C7654172D6582F94D2D6DFCE2F423EDDB439D57262EF2EBF8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x23A3EE71,0x58E923D8,SCANNED
29,507299.nif,126844,8920309,126844,raw,921014CF69142235D8A8ACBDA0347640FD8D33192FF82A9392C633B1866D511C,921014CF69142235D8A8ACBDA0347640FD8D33192FF82A9392C633B1866D511C,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x8C23B01D,0x270AA9BA,SCANNED
30,505844.nif,795658,9047153,795658,raw,600F9DF3439CDF022BC77B474D4A5E46DA081E22DF53C988F7671BE5802162F9,600F9DF3439CDF022BC77B474D4A5E46DA081E22DF53C988F7671BE5802162F9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x77BEB389,0x77BEB389,SCANNED
31,507222.nif,36496,9842811,36496,raw,3A25D3B07C90985AD77AAC25B5314930B192AE72001E33C7135F8E4C0F3C80A6,3A25D3B07C90985AD77AAC25B5314930B192AE72001E33C7135F8E4C0F3C80A6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x87BA7B2E,0x5860A007,SCANNED
32,353832.nif,58214,9879307,58214,raw,0E37FD3BAB0F105908F66B81CB30799900538D4D5C3B9920BB330582967F1720,0E37FD3BAB0F105908F66B81CB30799900538D4D5C3B9920BB330582967F1720,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x4B9776D5,0x4B9776D5,SCANNED
33,353833.nif,58214,9937521,58214,raw,941CE5DA7AC76A3345D8A1A599868A06FCAC57EB44206FFD592EC0653955A6B7,941CE5DA7AC76A3345D8A1A599868A06FCAC57EB44206FFD592EC0653955A6B7,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x982874BC,0x982874BC,SCANNED
34,353834.nif,58214,9995735,58214,raw,BC7B44E824E24E51D7C621DF5A9358DFF823BEC7A6C60BC82102D18EDF20535B,BC7B44E824E24E51D7C621DF5A9358DFF823BEC7A6C60BC82102D18EDF20535B,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x4E5AD442,0x4E5AD442,SCANNED
35,353835.nif,58214,10053949,58214,raw,EA43A9EDDE984D7F46A49FA7670D83443D9AB3A94E4889A1CFC3C8522EB1A869,EA43A9EDDE984D7F46A49FA7670D83443D9AB3A94E4889A1CFC3C8522EB1A869,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0xC0659FF1,0xC0659FF1,SCANNED
36,353595.nif,1931943,10112163,1931943,raw,59A41F14612D783EAE8A2ACCAAE209381844D1673740412DD2A46308C381A389,59A41F14612D783EAE8A2ACCAAE209381844D1673740412DD2A46308C381A389,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF77EF6A7,0xF77EF6A7,SCANNED
37,353844.nif,80595,12044106,80595,raw,50E9CA5C3F4DED4D9311F6908E6765E4D2BCAB59BE659E6772828EE3FFC363C6,50E9CA5C3F4DED4D9311F6908E6765E4D2BCAB59BE659E6772828EE3FFC363C6,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0x2A983F15,0x2A983F15,SCANNED
38,519569.nif,19813,12124701,19813,raw,5DC3458034CC7134ABDD732FAD87C13284ECDF742AB1B86E2C56576E2F2120E9,5DC3458034CC7134ABDD732FAD87C13284ECDF742AB1B86E2C56576E2F2120E9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7E96E2C5,0xE87254DE,SCANNED
39,512460.nif,6127,12144514,6127,raw,B6E026ECD02FA1B1F1D207C310EAF187D1E4FC74D3C657E7086507790958328A,B6E026ECD02FA1B1F1D207C310EAF187D1E4FC74D3C657E7086507790958328A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x21B022F6,0x6309DD45,SCANNED
40,512403.nif,24755,12150641,24755,raw,785485774C69C213342BF9A131B835437156F8FE877E67FF955C4A1DEC147887,785485774C69C213342BF9A131B835437156F8FE877E67FF955C4A1DEC147887,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF4BF0DF5,0xF4BF0DF5,SCANNED
41,511575.nif,190739,12175396,190739,raw,74F6EC1BFF45C29330E7E0594FDDFD04C07B75F1D990C4E5B1F2691B94FEF740,74F6EC1BFF45C29330E7E0594FDDFD04C07B75F1D990C4E5B1F2691B94FEF740,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x0C17BB28,0x5182F3EA,SCANNED
42,511767.nif,533222,12366135,533222,raw,FC2D81A3AD049D60D83C1A3A5C2DF7749B2B84767DB0654A34679FA823A7815A,FC2D81A3AD049D60D83C1A3A5C2DF7749B2B84767DB0654A34679FA823A7815A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDB54A871,0xDB54A871,SCANNED
43,511945.nif,384639,12899357,384639,raw,B5F6DB2D48C00D9A20FD0FCBC00065DCE4D806624A642DEBFEE519378F417F1F,B5F6DB2D48C00D9A20FD0FCBC00065DCE4D806624A642DEBFEE519378F417F1F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x92EA2F8A,0x92EA2F8A,SCANNED
44,512126.nif,673746,13283996,673746,raw,E37C7D29478AED034133BFDDE43C37F40B56F06128A99C68B1B86FF24D0BB2BA,E37C7D29478AED034133BFDDE43C37F40B56F06128A99C68B1B86FF24D0BB2BA,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x06045D4A,0x06045D4A,SCANNED
45,508326.nif,177659,13957742,177659,raw,F8BE477DE9DB649A6466C33477015E8494CFAF621D22AC4CB83E2AB744FDD785,F8BE477DE9DB649A6466C33477015E8494CFAF621D22AC4CB83E2AB744FDD785,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x22A4F994,0x2D735E63,SCANNED
46,346639.nif,144005,14135401,144005,raw,74534DEECC043E078B9778781280F400B35D41CF5FA2B070C130E1F956F0B6F0,74534DEECC043E078B9778781280F400B35D41CF5FA2B070C130E1F956F0B6F0,"NetImmerse File Format, Version 4.1.0.12",0x0401000C,4.1.0.12,4.1.0.12,MATCH,0xEB5252DA,0xEB5252DA,SCANNED
47,591185.nif,856895,14279406,856895,raw,0F887AB39D6E53C9C031239378CF56E5A65C1CBE92C3981A5D271E6CD7C44870,0F887AB39D6E53C9C031239378CF56E5A65C1CBE92C3981A5D271E6CD7C44870,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xB7CED2A5,0xB7CED2A5,SCANNED
48,549120.nif,793766,15136301,793766,raw,84748447764F1D91DAD7521426D5F694803AC6041B41FAB62B63201BB217C1D6,84748447764F1D91DAD7521426D5F694803AC6041B41FAB62B63201BB217C1D6,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xE620D0C5,0xC51D3B19,SCANNED
49,549100.nif,609022,15930067,609022,raw,F053AC8EC3D7F2FF3A4FB56BD459D87FEC65F01A11F201A522365EE9F00810CE,F053AC8EC3D7F2FF3A4FB56BD459D87FEC65F01A11F201A522365EE9F00810CE,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x570EFFB4,0x213A2FE1,SCANNED
50,549102.nif,460008,16539089,460008,raw,13BEF0074B9D7119DC41E6135ED4E2C88E08AEF7C163E060DBBD13B37D460DB8,13BEF0074B9D7119DC41E6135ED4E2C88E08AEF7C163E060DBBD13B37D460DB8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFC01680E,0xFC01680E,SCANNED
51,549108.nif,365316,16999097,365316,raw,9364FF68DC525FE379FC16DD04C0C2A60EB336FC3125ABB95403AF8D3F7A6EDB,9364FF68DC525FE379FC16DD04C0C2A60EB336FC3125ABB95403AF8D3F7A6EDB,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x54680A6F,0x7AB36A11,SCANNED
52,549112.nif,1219651,17364413,1219651,raw,5E768FFAFA0CB95895DB5988448AA6A0937DFF1178D8A3BD701D56BDBD0CE543,5E768FFAFA0CB95895DB5988448AA6A0937DFF1178D8A3BD701D56BDBD0CE543,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x713C1D1A,0x97C1FC95,SCANNED
53,549114.nif,86293,18584064,86293,raw,3DA4FE68799395C02A847035179658B82AA155572843603A28455950B32FEA27,3DA4FE68799395C02A847035179658B82AA155572843603A28455950B32FEA27,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x30442055,0x5A7B05F6,SCANNED
54,549118.nif,100360,18670357,100360,raw,7C538A2F5AFC0C9D87583E03915F0EA2B024CA3E68C01C4AEE3ECD7B63EF0A5E,7C538A2F5AFC0C9D87583E03915F0EA2B024CA3E68C01C4AEE3ECD7B63EF0A5E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xDDAE6DD2,0x0C831A81,SCANNED
55,554074.nif,294561,18770717,294561,raw,F1BB47AC29CEE76C21809A402F7401BF822A1EEF9F7515E8AF47663FF263A2D9,F1BB47AC29CEE76C21809A402F7401BF822A1EEF9F7515E8AF47663FF263A2D9,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFCED5B30,0x4F25930B,SCANNED
56,554075.nif,464691,19065278,464691,raw,F43AEDDDD6E1B74B0FBFFBA7B51F11309F11996081CD0D819B233091BA74C126,F43AEDDDD6E1B74B0FBFFBA7B51F11309F11996081CD0D819B233091BA74C126,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5B057AE5,0x1F2DFE20,SCANNED
57,554076.nif,1765934,19529969,1765934,raw,ECE379F612775022777BE9A18209496BCA577A916417DC717CD4934C8165DF1E,ECE379F612775022777BE9A18209496BCA577A916417DC717CD4934C8165DF1E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6DDD0704,0xC38A65B9,SCANNED
58,554106.nif,173018,21295903,173018,raw,C57CF78FAEEF34B88EDECF678B78B3D98386CD9C1F7F095559760540B10E3CA5,C57CF78FAEEF34B88EDECF678B78B3D98386CD9C1F7F095559760540B10E3CA5,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xF2169488,0x61F3BE1D,SCANNED
59,554178.nif,535444,21468921,535444,raw,691EA886EB056B9F95DC1C69CE0BE42254DAC7FDE978364F5541BF85FDC2427E,691EA886EB056B9F95DC1C69CE0BE42254DAC7FDE978364F5541BF85FDC2427E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xA1C9F450,0xC771CA89,SCANNED
60,554110.nif,455533,22004365,455533,raw,2FD0C3DD475ACA9044229A8951DEF02118DE83404333F14CD4522CFD7FC12556,2FD0C3DD475ACA9044229A8951DEF02118DE83404333F14CD4522CFD7FC12556,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5FA5994B,0xD0370753,SCANNED
61,565687.nif,492075,22459898,492075,raw,040E772C734AFA5829C162B72AA7828BD88B50D698DD46EEE7F5EF43E84C1862,040E772C734AFA5829C162B72AA7828BD88B50D698DD46EEE7F5EF43E84C1862,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0xFD4EEC91,0x040B9AC1,SCANNED
62,565152.nif,393240,22951973,393240,raw,ACEDB5FBD4CDA1BB19E57D28D1CA0380D1804B1CA3CA87B72791DCCB7675661F,ACEDB5FBD4CDA1BB19E57D28D1CA0380D1804B1CA3CA87B72791DCCB7675661F,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x7DA7E8A2,0x45E29525,SCANNED
63,565155.nif,863616,23345213,863616,raw,701CF79BF004EE78122356A4B3FF2B4DA4A9F7F66D9D6C2650CE223B9715720A,701CF79BF004EE78122356A4B3FF2B4DA4A9F7F66D9D6C2650CE223B9715720A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x660313CE,0x660313CE,SCANNED
64,565158.nif,199340,24208829,199340,raw,3A49687A8DBF5714E542250EB15BEB10AD8C508B562CAEDADECCCB2B06DA581E,3A49687A8DBF5714E542250EB15BEB10AD8C508B562CAEDADECCCB2B06DA581E,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x81AFA415,0x09FF0EBC,SCANNED
65,565161.nif,240717,24408169,240717,raw,88E6A0F515CE6676E339727A518490ACF9E8C9BB12ECB5C9E307BCAB618A5494,88E6A0F515CE6676E339727A518490ACF9E8C9BB12ECB5C9E307BCAB618A5494,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x993F303B,0x359F4703,SCANNED
66,565189.nif,135988,24648886,135988,raw,4AE1208A565945E019FD02954ECBC2698D6E2B35D25D7226C7BCA2A61BDDD78A,4AE1208A565945E019FD02954ECBC2698D6E2B35D25D7226C7BCA2A61BDDD78A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2DB0BEEE,0x90277137,SCANNED
67,565167.nif,185925,24784874,185925,raw,6FECFCDCB6E8CC01208C7B46D329951CAFDB65DFA908E7D103D04E2369A1139A,6FECFCDCB6E8CC01208C7B46D329951CAFDB65DFA908E7D103D04E2369A1139A,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2A65EAAD,0xA6BA0F91,SCANNED
68,576789.nif,573063,24970799,573063,raw,951E895F3B757BDDEE90805C614B31F57B177B1ADBAAFB90B267F7511BBCF120,951E895F3B757BDDEE90805C614B31F57B177B1ADBAAFB90B267F7511BBCF120,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x6C0ED390,0x995013F3,SCANNED
69,576791.nif,36709,25543862,36709,raw,2D0709092CED335E5675736C48CE1CE6C50A36F25531D501BB8BE46BC2B9D3D8,2D0709092CED335E5675736C48CE1CE6C50A36F25531D501BB8BE46BC2B9D3D8,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x672006A7,0x672006A8,SCANNED
70,576795.nif,837242,25580571,837242,raw,AB80DED88440BE89C389A3E66DD936B50FF96675E2A00FE9589AA350262E6F80,AB80DED88440BE89C389A3E66DD936B50FF96675E2A00FE9589AA350262E6F80,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x666DB774,0x666DB775,SCANNED
71,576799.nif,48653,26417813,48653,raw,A72FA859E5B1E487CFF512CF09100E9D07C6014CA909AFD6071FC4296024B846,A72FA859E5B1E487CFF512CF09100E9D07C6014CA909AFD6071FC4296024B846,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x5689246D,0x5689246E,SCANNED
72,576803.nif,80128,26466466,80128,raw,13019BFE2C0968386C4BD27A280F26A7782461A467689201E8CE854809BA9CBD,13019BFE2C0968386C4BD27A280F26A7782461A467689201E8CE854809BA9CBD,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x2C082142,0x2C082143,SCANNED
73,576807.nif,35378,26546594,35378,raw,D0242B815620002C191F9C78F419EB942E4D02FF77ACDC6C2EAC67DDE96D6E48,D0242B815620002C191F9C78F419EB942E4D02FF77ACDC6C2EAC67DDE96D6E48,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x15B52650,0x15B52651,SCANNED
74,512833.nif,93479,26581972,93479,raw,14C135EF03BB05D844B66FEE30B8BE5708AF500EF3DD9F372DF457610BFA8E4B,14C135EF03BB05D844B66FEE30B8BE5708AF500EF3DD9F372DF457610BFA8E4B,"Gamebryo File Format, Version 10.1.0.0",0x0A010000,10.1.0.0,10.1.0.0,MATCH,0x918BA182,0x7A2CF276,SCANNED
