TYPE_NAME,PARENT_TYPE,VERSION_MIN,VERSION_MAX,APPLIES_TO_10_1_0_0,FIELD_INDEX,FIELD_NAME,FIELD_TYPE,FIELD_WIDTH_IF_FIXED,ARRAY_RELATION,COUNT_RELATION,CONDITION,LINK_REF_ROLE,INHERITED_FROM,SOURCE_ORACLE,SOURCE_LOCATION
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,0,Pixel Format,PixelFormat,4,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,1,Red Mask,uint,4,,,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,2,Green Mask,uint,4,,,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,3,Blue Mask,uint,4,,,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,4,Alpha Mask,uint,4,,,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,5,Bits Per Pixel,byte,1,,,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,6,Unknown 3 Bytes,byte,1,array per 3,count=3,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,7,Unknown 8 Bytes,byte,1,array per 8,count=8,ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,8,Unknown Int,uint,4,,,ver>=10.1.0.0;ver<=10.2.0.0,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,9,Bits Per Pixel,byte,1,,,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,10,Unknown Int 2,int,4,,,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,11,Unknown Int 3,uint,4,,,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,12,Flags,byte,1,,,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,13,Unknown Int 4,uint,4,,,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,14,Unknown Byte 1,byte,1,,,ver>=20.3.0.6,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,False,15,Channels,ChannelData,10,array per 4,count=4,ver>=20.0.0.4,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,16,Palette,Ref,4,,,,Ref->NiPalette,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,17,Num Mipmaps,uint,4,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,18,Bytes Per Pixel,uint,4,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
ATextureRenderData,NiObject,0.0.0.0,255.255.255.255,True,19,Mipmaps,MipMap,12,array per Num Mipmaps,count=Num Mipmaps,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,0,Skyrim Shader Type,BSLightingShaderPropertyShaderType,4,,,vercond:false:User Version >= 12,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,1,Name,string,var(u32+),,,,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,2,Has Old Extra Data,bool,1(version-dep;1B for 10.1),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,3,Old Extra Prop Name,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,4,Old Extra Internal Id,uint,4,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,5,Old Extra String,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,6,Unknown Byte,byte,1,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,7,Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,8,Num Extra Data List,uint,4,,,ver>=10.0.1.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,9,Extra Data List,Ref,4,array per Num Extra Data List,count=Num Extra Data List,ver>=10.0.1.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,10,Controller,Ref,4,,,ver>=3.0.0.0,Ref->NiTimeController,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,11,Flags,Flags,var(unknown-type),,,ver>=3.0.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,12,Unknown Short 1,ushort,2,,,ver>=20.2.0.7,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,13,Translation,Vector3,12,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,14,Rotation,Matrix33,36,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,15,Scale,float,4,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,16,Velocity,Vector3,12,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,17,Num Properties,uint,4,,,vercond:((Version < 20.2.0.7) || (User Version <= 11)),,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,18,Properties,Ref,4,array per Num Properties,count=Num Properties,vercond:((Version < 20.2.0.7) || (User Version <= 11)),Ref->NiProperty,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,19,Unknown 1,uint,4,array per 4,count=4,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,20,Unknown 2,byte,1,,,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,21,Has Bounding Box,bool,1(version-dep;1B for 10.1),,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,False,22,Bounding Box,BoundingBox,64,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,23,Collision Object,Ref,4,,,ver>=10.0.1.0,Ref->NiCollisionObject,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,24,Num Children,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,25,Children,Ref,4,array per Num Children,count=Num Children,,Ref->NiAVObject,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,26,Num Effects,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
AvoidNode,NiNode,0.0.0.0,255.255.255.255,True,27,Effects,Ref,4,array per Num Effects,count=Num Effects,,Ref->NiDynamicEffect,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSAnimNotes,NiObject,0.0.0.0,255.255.255.255,True,0,Unknown Short 1,short,2,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBehaviorGraphExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,0,Name,string,var(u32+),,,ver>=10.0.1.0,,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBehaviorGraphExtraData,NiExtraData,0.0.0.0,255.255.255.255,False,1,Next Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBehaviorGraphExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,2,Behaviour Graph File,string,var(u32+),,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBehaviorGraphExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,3,Controls Base Skeleton,byte,1,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,0,Skyrim Shader Type,BSLightingShaderPropertyShaderType,4,,,vercond:false:User Version >= 12,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,1,Name,string,var(u32+),,,,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,2,Has Old Extra Data,bool,1(version-dep;1B for 10.1),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,3,Old Extra Prop Name,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,4,Old Extra Internal Id,uint,4,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,5,Old Extra String,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,6,Unknown Byte,byte,1,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,7,Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,8,Num Extra Data List,uint,4,,,ver>=10.0.1.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,9,Extra Data List,Ref,4,array per Num Extra Data List,count=Num Extra Data List,ver>=10.0.1.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,10,Controller,Ref,4,,,ver>=3.0.0.0,Ref->NiTimeController,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,11,Flags,Flags,var(unknown-type),,,ver>=3.0.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,12,Unknown Short 1,ushort,2,,,ver>=20.2.0.7,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,13,Translation,Vector3,12,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,14,Rotation,Matrix33,36,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,15,Scale,float,4,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,16,Velocity,Vector3,12,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,17,Num Properties,uint,4,,,vercond:((Version < 20.2.0.7) || (User Version <= 11)),,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,18,Properties,Ref,4,array per Num Properties,count=Num Properties,vercond:((Version < 20.2.0.7) || (User Version <= 11)),Ref->NiProperty,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,19,Unknown 1,uint,4,array per 4,count=4,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,20,Unknown 2,byte,1,,,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,21,Has Bounding Box,bool,1(version-dep;1B for 10.1),,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,False,22,Bounding Box,BoundingBox,64,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,23,Collision Object,Ref,4,,,ver>=10.0.1.0,Ref->NiCollisionObject,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,24,Num Children,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,25,Children,Ref,4,array per Num Children,count=Num Children,,Ref->NiAVObject,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,26,Num Effects,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,27,Effects,Ref,4,array per Num Effects,count=Num Effects,,Ref->NiDynamicEffect,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,28,Unknown Byte 1,byte,1,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBlastNode,NiNode,0.0.0.0,255.255.255.255,True,29,Unknown Short 2,short,2,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBoneLODExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,0,Name,string,var(u32+),,,ver>=10.0.1.0,,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBoneLODExtraData,NiExtraData,0.0.0.0,255.255.255.255,False,1,Next Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBoneLODExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,2,BoneLOD Count,uint,4,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBoneLODExtraData,NiExtraData,0.0.0.0,255.255.255.255,True,3,BoneLOD Info,BoneLOD,var(BoneLOD contains var),array per BoneLOD Count,count=BoneLOD Count,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBound,NiExtraData,0.0.0.0,255.255.255.255,True,0,Name,string,var(u32+),,,ver>=10.0.1.0,,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBound,NiExtraData,0.0.0.0,255.255.255.255,False,1,Next Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiExtraData,NIFXML_HIST_0_7_1_1,nif.xml
BSBound,NiExtraData,0.0.0.0,255.255.255.255,True,2,Center,Vector3,12,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSBound,NiExtraData,0.0.0.0,255.255.255.255,True,3,Dimensions,Vector3,12,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,0,Skyrim Shader Type,BSLightingShaderPropertyShaderType,4,,,vercond:false:User Version >= 12,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,1,Name,string,var(u32+),,,,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,2,Has Old Extra Data,bool,1(version-dep;1B for 10.1),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,3,Old Extra Prop Name,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,4,Old Extra Internal Id,uint,4,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,5,Old Extra String,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,6,Unknown Byte,byte,1,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,7,Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,8,Num Extra Data List,uint,4,,,ver>=10.0.1.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,9,Extra Data List,Ref,4,array per Num Extra Data List,count=Num Extra Data List,ver>=10.0.1.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,10,Controller,Ref,4,,,ver>=3.0.0.0,Ref->NiTimeController,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,11,Flags,Flags,var(unknown-type),,,ver>=3.0.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,12,Unknown Short 1,ushort,2,,,ver>=20.2.0.7,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,13,Translation,Vector3,12,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,14,Rotation,Matrix33,36,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,15,Scale,float,4,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,16,Velocity,Vector3,12,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,17,Num Properties,uint,4,,,vercond:((Version < 20.2.0.7) || (User Version <= 11)),,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,18,Properties,Ref,4,array per Num Properties,count=Num Properties,vercond:((Version < 20.2.0.7) || (User Version <= 11)),Ref->NiProperty,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,19,Unknown 1,uint,4,array per 4,count=4,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,20,Unknown 2,byte,1,,,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,21,Has Bounding Box,bool,1(version-dep;1B for 10.1),,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,False,22,Bounding Box,BoundingBox,64,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,23,Collision Object,Ref,4,,,ver>=10.0.1.0,Ref->NiCollisionObject,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,24,Num Children,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,25,Children,Ref,4,array per Num Children,count=Num Children,,Ref->NiAVObject,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,26,Num Effects,uint,4,,,,,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,27,Effects,Ref,4,array per Num Effects,count=Num Effects,,Ref->NiDynamicEffect,NiNode,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,28,Unknown Byte 1,byte,1,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSDamageStage,NiNode,0.0.0.0,255.255.255.255,True,29,Unknown Short 2,short,2,,,,,SELF,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,0,Skyrim Shader Type,BSLightingShaderPropertyShaderType,4,,,vercond:false:User Version >= 12,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,1,Name,string,var(u32+),,,,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,2,Has Old Extra Data,bool,1(version-dep;1B for 10.1),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,3,Old Extra Prop Name,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,4,Old Extra Internal Id,uint,4,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,5,Old Extra String,string,var(u32+),,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,6,Unknown Byte,byte,1,,,ver<=2.3.0.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,7,Extra Data,Ref,4,,,ver<=4.2.2.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,8,Num Extra Data List,uint,4,,,ver>=10.0.1.0,,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,9,Extra Data List,Ref,4,array per Num Extra Data List,count=Num Extra Data List,ver>=10.0.1.0,Ref->NiExtraData,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,10,Controller,Ref,4,,,ver>=3.0.0.0,Ref->NiTimeController,NiObjectNET,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,11,Flags,Flags,var(unknown-type),,,ver>=3.0.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,12,Unknown Short 1,ushort,2,,,ver>=20.2.0.7,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,13,Translation,Vector3,12,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,14,Rotation,Matrix33,36,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,15,Scale,float,4,,,,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,16,Velocity,Vector3,12,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,17,Num Properties,uint,4,,,vercond:((Version < 20.2.0.7) || (User Version <= 11)),,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,18,Properties,Ref,4,array per Num Properties,count=Num Properties,vercond:((Version < 20.2.0.7) || (User Version <= 11)),Ref->NiProperty,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,19,Unknown 1,uint,4,array per 4,count=4,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,20,Unknown 2,byte,1,,,ver<=2.3.0.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,21,Has Bounding Box,bool,1(version-dep;1B for 10.1),,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,False,22,Bounding Box,BoundingBox,64,,,ver<=4.2.2.0,,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
BSDebrisNode,NiNode,0.0.0.0,255.255.255.255,True,23,Collision Object,Ref,4,,,ver>=10.0.1.0,Ref->NiCollisionObject,NiAVObject,NIFXML_HIST_0_7_1_1,nif.xml
